Column,JOURNAL,YEAR,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,UNIT,CITY,STATE,COUNTRY,Inst_Prior_Class,DATA
1775,ECOLOGY,1990,1085,Frances,C,James,Florida State University,NA,Tallahassee,FL,USA,NA,USA
1776,ECOLOGY,1990,2864,Pamela,A,Matson,NASA Ames Research Center,NA,Moflett Field,CA,USA,NA,USA
1777,ECOLOGY,1990,2871,Peter,J,Morin,Denison University,NA,Granville,OH,USA,NA,USA
1778,ECOLOGY,1990,858,Douglas,W,Schemske,University of Washington,NA,Seattle,WA,USA,NA,USA
1779,ECOLOGY,1991,1986,Kenneth,P,Burnham,Colorado Cooperative Fish and Wildlife Unit,NA,Fort Collins,CO,USA,NA,USA
1780,ECOLOGY,1991,3522,Timothy,M,Casey,Rutgers University,NA,New Brunswick,NJ,USA,NA,USA
1781,ECOLOGY,1991,1517,James,P,Collins,Arizona State University,NA,Tempe,AZ,USA,NA,USA
1782,ECOLOGY,1991,2160,Louis,J,Gross,University of Tennessee,NA,Knoxville,TN,USA,NA,USA
1783,ECOLOGY,1991,98,Alan,M,Hastings,University of California - Davis,NA,Davis,CA,USA,NA,USA
1784,ECOLOGY,1991,2876,Patrick,J,Mulholland,Oak Ridge National Laboratory,NA,Oak Ridge,TN,USA,NA,USA
1785,ECOLOGY,1991,2525,Mary,V,Price,U. of California- Riverside,NA,Riverside,CA,USA,NA,USA
1786,ECOLOGY,1991,879,David,L,Strayer,Insitute of Ecosystem Studies,NA,Millbrook,NY,USA,NA,USA
1787,ECOLOGY,1991,2959,Paul,H,Zelder,San Diego State University,NA,San Diego,CA,USA,NA,USA
1788,ECOLOGY,1992,447,Christopher,B,Field,Carnegie Institution of Washington,NA,Washington DC,DC,USA,NA,USA
1789,ECOLOGY,1992,1417,Isaac,J,Schlosser,Pacific S.W. Research Station- U.S. Forest Service,NA,Albany,CA,USA,NA,USA
1790,ECOLOGY,1992,2950,Peter,,Waser,Purdue University,NA,West Lafayette,IN,USA,NA,USA
1791,ECOLOGY,1993,663,Donald,L,DeAngelis,Oak Ridge National Laboratory,NA,Oak Ridge,TN,USA,NA,USA
1792,ECOLOGY,1993,3731,William,R,DeMott,Indiana University/Purdue University at Fort Wayne,NA,Fort Wayne,IN,USA,NA,USA
1793,ECOLOGY,1993,690,David,R,Foster,Harvard Forest,NA,Petersham,MA,USA,NA,USA
1794,ECOLOGY,1993,3333,Steven,D,Gaines,Brown University,NA,Providence,RI,USA,NA,USA
1795,ECOLOGY,1993,1604,James,B,Grace,U.S.F.W.S. National Wetlands Research Center,NA,Lafayette,LA,USA,NA,USA
1796,ECOLOGY,1993,770,Donald,,Ludwig,University of British Columbia,NA,Vancouver,BC,Canada,NA,Canada
1797,ECOLOGY,1993,780,Diane,L,Marshall,University of New Mexico,NA,Albuquerque,NM,USA,NA,USA
1798,ECOLOGY,1993,2733,O,J,Reichman,Kansas State University,NA,Manhattan,KS,USA,NA,USA
1799,ECOLOGY,1993,1845,John,T,Rotenberry,University of California - Riverside,NA,Riverside,CA,USA,NA,USA
1800,ECOLOGY,1993,1257,Gaius,R,Shaver,Marine Biological Laboratory,NA,Woods Hole,MA,USA,NA,USA
1801,ECOLOGY,1993,3801,William,K,Smith,University of Wyoming,NA,Laramie,WY,USA,NA,USA
