"","JOURNAL","YEAR","NAME","COUNTRY","editor_id","FIRST_NAME","MIDDLE_NAME","LAST_NAME","UNIT","CITY.x","STATE","source.x","BASIC2015","Classification","UNITID","CITY.y","STABBR","Category","source.y"
"306","ECOLOGY",2012,"Michigan State University","USA",23,"Andrew","O","Finley",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"307","ECOLOGY",1985,"Michigan State University","USA",224,"Donald","J","Hall",NA,"East Lansing","MI","class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"308","ECOLOGY",1994,"Michigan State University","USA",388,"Gary","G","Mittelbach",NA,"East Lansing","MI","class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"309","ECOLOGY",1989,"Michigan State University","USA",394,"G","Philip","Robertson",NA,"Hickory Corners","MI","class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"310","ECOLOGY",2005,"Michigan State University","USA",866,"Orlando",NA,"Sarnelle",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"311","CONBIO",1999,"Michigan State University","USA",651,"Kim","T","Scribner",NA,"East Lansging","MI","class",15,"Doctoral Universities: Highest Research Activity",171100,"East Lansing","MI","Doctoral","carnegie"
"312","FEM",1997,"Michigan Technological University","USA",271,"David","D","Reed",NA,"Houghton","MI","class",16,"Doctoral Universities: Higher Research Activity",171128,"Houghton","MI","Doctoral","carnegie"
"313","FEM",1998,"Michigan Technological University","USA",754,"Margaret","R","Gale","School of Forestry and Wood Products","Houghton","MI","class",16,"Doctoral Universities: Higher Research Activity",171128,"Houghton","MI","Doctoral","carnegie"
"314","ECOLOGY",1999,"Michigan Technological University","USA",644,"Kurt","S","Pregitzer",NA,"Houghton","MI","class",16,"Doctoral Universities: Higher Research Activity",171128,"Houghton","MI","Doctoral","carnegie"
"315","ECOLOGY",2006,"Middlebury College","USA",39,"Andrea","H","Lloyd",NA,NA,NA,"class",21,"Baccalaureate Colleges: Arts & Sciences Focus",230959,"Middlebury","VT","Baccalaureate","carnegie"
"316","BITR",2001,"Milwaukee Public Museum","USA",884,"Philip",NA,"DeVries",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"317","JBIOG",1985,"Missouri Botanical Garden","USA",913,"Peter","H","Raven",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"318","AJB",2007,"Missouri Botanical Garden","USA",921,"Peter",NA,"Stevens",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"319","ECOLOGY",2002,"Missouri State University","USA",499,"John","E","Havel","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"320","LECO",2010,"Montana State University","USA",391,"G",NA,"Poole",NA,"Bozeman","MT","class",16,"Doctoral Universities: Higher Research Activity",180461,"Bozeman","MT","Doctoral","carnegie"
"321","CONBIO",1994,"Montana State University","USA",26,"Andrew",NA,"Hansen",NA,"Bozeman","MT","class",16,"Doctoral Universities: Higher Research Activity",180461,"Bozeman","MT","Doctoral","carnegie"
"322","AJB",2009,"Montana State University","USA",771,"Matt",NA,"Lavin",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",180461,"Bozeman","MT","Doctoral","carnegie"
"323","ECOLOGY",1990,"NASA Ames Research Center","USA",903,"Pamela","A","Matson",NA,"Moflett Field","CA","class",NA,NA,NA,NA,NA,NA,NA
"324","LECO",2014,"National Audobon Society","USA",185,"C",NA,"Wilsey",NA,"San Francisco","CA","class",NA,NA,NA,NA,NA,NA,NA
"325","ECOLOGY",1995,"National Biological Survey","USA",478,"James","A","Estes",NA,"Reston","VA","class",NA,NA,NA,NA,NA,NA,NA
"326","CONBIO",1987,"National Center for Atmospheric Research","USA",1261,"Stephen",NA,"Schneider",NA,"Santa Barbara","CA","class",NA,NA,NA,NA,NA,NA,NA
"327","ECOGRAPHY",2010,"National Center for Ecological Analysis and Synthesis","USA",321,"Erica",NA,"Fleishman",NA,"Santa Barbara","CA","class",NA,NA,NA,NA,NA,NA,NA
"328","CONBIO",2001,"National Center for Ecological Analysis and Synthesis","USA",1036,"Sandy","J","Andelman",NA,"Santa Barbara","CA","class",NA,NA,NA,NA,NA,NA,NA
"329","FEM",2003,"National Council for Air and Stream Improvement","USA",1173,"T","Bently","Wigley",NA,"Clemson","SC","class",NA,NA,NA,NA,NA,NA,NA
"330","CONBIO",1993,"National Fish and Wildlife Forensics Laboratory","USA",886,"Peter",NA,"Dratch",NA,"Ashland","AL","class",NA,NA,NA,NA,NA,NA,NA
"331","CONBIO",1999,"National Marine Fisheries Service","USA",1028,"Robin","S","Waples",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"332","CONBIO",2013,"National Marine Fisheries Service","USA",286,"Dale",NA,"Squires",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"333","ECOLOGY",2012,"National Oceanic and Atmospheric Administration","USA",329,"Elizabeth","E","Holmes","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"334","CONBIO",2002,"Natural History Museum","USA",932,"Paul",NA,"Williams",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"335","BIOCON",1994,"Natural History Museum","USA",155,"C",NA,"JERMY",NA,"London",NA,"class",NA,NA,NA,NA,NA,NA,NA
"336","CONBIO",1987,"Nature Conservancy","USA",980,"Robert",NA,"Jenkins",NA,"Arlington","VA","class",NA,NA,NA,NA,NA,NA,NA
"337","CONBIO",1995,"Nature Conservancy","USA",232,"Deborah",NA,"Jensen",NA,"Arlington","VA","class",NA,NA,NA,NA,NA,NA,NA
"338","CONBIO",2000,"Nature Conservancy","USA",829,"Mary","F","Willson",NA,"Arlington","VA","class",NA,NA,NA,NA,NA,NA,NA
"339","CONBIO",2014,"Nature Conservancy","USA",323,"Edward",NA,"Game",NA,"Arlington","VA","class",NA,NA,NA,NA,NA,NA,NA
"340","AJB",2002,"New England Wild Flower Society","USA",320,"Elizabeth",NA,"Farnsworth",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"341","AJB",2008,"New England Wild Flower Society","USA",1165,"Tristram",NA,"Seidler",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"342","OECOL",2008,"New Mexico State University","USA",1234,"Debra","PC","Peters",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"343","EVOL",1995,"New Mexico State University","USA",228,"Daniel","J","Howard",NA,"Las Cruces","NM","class",NA,NA,NA,NA,NA,NA,NA
"344","EVOL",2003,"New Mexico State University","USA",117,"Craig","W","Benkman",NA,"Las Cruces","NM","class",NA,NA,NA,NA,NA,NA,NA
"345","ECOLOGY",1997,"New Mexico State University","USA",1184,"William","J","Boecklen",NA,"Las Cruces","NM","class",NA,NA,NA,NA,NA,NA,NA
"346","ECOLOGY",2000,"New Mexico State University","USA",735,"Michael","L","Cain",NA,"Las Cruces","NM","class",NA,NA,NA,NA,NA,NA,NA
"347","CONBIO",1988,"New Mexico State University","USA",688,"Laura",NA,"Huenneke",NA,"Las Cruces","NM","class",NA,NA,NA,NA,NA,NA,NA
"348","PLANTECOL",1988,"New York Botanical Garden","USA",1097,"Steward","TA","Pickett",NA,"Millbrook",NA,"class",NA,NA,NA,NA,NA,NA,NA
"349","BITR",2006,"New York University","USA",18,"Anthony",NA,"DiFiore",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",193900,"New York","NY","Doctoral","carnegie"
"350","AREES",2009,"New York University","USA",798,"Michael",NA,"Purugganan",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",193900,"New York","NY","Doctoral","carnegie"
"351","CONBIO",1987,"New York Zoological Society","USA",295,"David",NA,"Western",NA,"Bronx","NY","class",NA,NA,NA,NA,NA,NA,NA
"352","JECOL",2010,"no one by this name","USA",315,"Ellen",NA,"Damschen",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"353","BITR",2007,"North Carolina State University","USA",1196,"William",NA,"Hoffmann",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"354","EVOL",1990,"North Carolina State University","USA",1151,"Trudy","Fc","Mackay",NA,"Raleigh","NC","class",NA,NA,NA,NA,NA,NA,NA
"355","ECOLOGY",1995,"North Carolina State University","USA",1051,"Stephen","P","Ellner",NA,"Raleigh","NC","class",NA,NA,NA,NA,NA,NA,NA
"356","ECOGRAPHY",2012,"North Carolina State University","USA",956,"Rob",NA,"Dunn",NA,"Raleigh","NC","class",NA,NA,NA,NA,NA,NA,NA
"357","AJB",2012,"North Dakota State University","USA",1137,"Ted",NA,"Esslinger",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"358","OECOL",2008,"Northeastern University","USA",398,"Geoffrey","C","Trussell",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",167358,"Boston","MA","Doctoral","carnegie"
"359","ECOLOGY",2012,"Northeastern University","USA",493,"Jonathan","H","Grabowski",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",167358,"Boston","MA","Doctoral","carnegie"
"360","FEM",1989,"Northern Arizona University","USA",205,"D","Paul","Dijkstra",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"361","FEM",2005,"Northern Arizona University","USA",1065,"Stephen","C","Hart",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"362","FEM",2008,"Northern Arizona University","USA",1148,"Thomas",NA,"Kolb",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"363","EVOL",1991,"Northern Arizona University","USA",917,"Philip","M","Service",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"364","ECOLOGY",1985,"Northern Arizona University","USA",1172,"Thomas","G","Whitman",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"365","CONBIO",2012,"Northern Arizona University","USA",72,"Brett",NA,"Dickson",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"366","BIOCON",1999,"Northern Arizona University","USA",953,"Rodolfo",NA,"Dirzo",NA,"Flagstaff","AZ","class",16,"Doctoral Universities: Higher Research Activity",105330,"Flagstaff","AZ","Doctoral","carnegie"
"367","EVOL",1986,"Northwestern University","USA",459,"James","M","Cheverud",NA,"Evanston","IL","class",15,"Doctoral Universities: Highest Research Activity",147767,"Evanston","IL","Doctoral","carnegie"
"368","LECO",1998,"Oak Ridge National Laboratory","USA",817,"M",NA,"Turner","Environmental Sciences Division","Oak Ridge","TN","class",NA,NA,NA,NA,NA,NA,NA
"369","LECO",1999,"Oak Ridge National Laboratory","USA",1176,"Virginia",NA,"Dale","Environmental Sciences Division",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"370","ECOLOGY",1993,"Oak Ridge National Laboratory","USA",202,"Donald","L","DeAngelis",NA,"Oak Ridge","TN","class",NA,NA,NA,NA,NA,NA,NA
"371","ECOLOGY",1997,"Oak Ridge National Laboratory","USA",767,"Michael","A","Huston",NA,"Oak Ridge","TN","class",NA,NA,NA,NA,NA,NA,NA
"372","ECOLOGY",1991,"Oak Ridge National Laboratory","USA",907,"Patrick","J","Mulholland",NA,"Oak Ridge","TN","class",NA,NA,NA,NA,NA,NA,NA
"373","AMNAT",1994,"Oak Ridge National Laboratory","USA",1205,"Wilfred","M","Post",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"374","PLANTECOL",1990,"Ohio State University","USA",823,"Mohan","K","Wali","School of Natural Resources","Columbus","OH","class",NA,NA,NA,NA,NA,NA,NA
"375","EVOL",1995,"Ohio State University","USA",53,"Allison",NA,"Snow",NA,"Columbus","OH","class",NA,NA,NA,NA,NA,NA,NA
"376","EVOL",2010,"Ohio State University","USA",696,"Laura",NA,"Kubatko",NA,"Columbus","OH","class",NA,NA,NA,NA,NA,NA,NA
"377","ECOLOGY",1985,"Ohio State University","USA",880,"Peter","L","Chesson",NA,"Columbus","OH","class",NA,NA,NA,NA,NA,NA,NA
"378","AJB",1985,"Ohio State University","USA",958,"Robert",NA,"Essman",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"379","AJB",1995,"Ohio State University","USA",364,"Fred",NA,"Sack",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"380","AJB",2010,"Ohio State University","USA",487,"John",NA,"Freudenstein",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"381","PLANTECOL",2000,"Ohio University","USA",88,"Brian","C","McCarthy","Department of Environmental and Plant Biology","Athens","OH","class",NA,NA,NA,NA,NA,NA,NA
"382","OECOL",1993,"Ohio University","USA",249,"Donald","B","Miles",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"383","JECOL",2013,"Ohio University","USA",384,"Glenn","R","Matlack",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"384","AJB",1995,"Ohio University","USA",395,"Gar",NA,"Rothwell","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"385","AJB",2014,"Ohio University","USA",1122,"Sarah",NA,"Wyatt","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"386","BITR",2001,"Oklahoma Museum of Natural History","USA",719,"Laurie",NA,"Vitt",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"387","FEM",2002,"Oklahoma State University","USA",164,"Craig","R","McKinley",NA,"Stillwater","OK","class",NA,NA,NA,NA,NA,NA,NA
"388","OECOL",2005,"Old Dominion University","USA",1206,"William","J","Resetarits",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",232982,"Norfolk","VA","Doctoral","carnegie"
"389","LECO",2005,"Oregon State University","USA",1166,"T",NA,"Spies","Forestry Sciences Laboratory","Corvallis","OR","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"390","OECOL",2006,"Oregon State University","USA",359,"Frederick","C","Meinzer",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"391","OECOL",2010,"Oregon State University","USA",1209,"W","Douglas","Robinson",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"392","FEM",1984,"Oregon State University","USA",583,"John","C","Tappeiner",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"393","FEM",1998,"Oregon State University","USA",444,"James","R","Boyle",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"394","FEM",2003,"Oregon State University","USA",760,"Mark","E","Harmon",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"395","FEM",2010,"Oregon State University","USA",425,"Hailemariam",NA,"Temesgen",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"396","ECOLOGY",2013,"Oregon State University","USA",670,"Lorenzo",NA,"Ciannelli",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"397","ECOLOGY",1999,"Oregon State University","USA",763,"Mark","A","Hixon",NA,"Corvallis","OR","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"398","ECOLOGY",2005,"Oregon State University","USA",512,"Julia","A","Jones",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"399","ECOLOGY",1996,"Oregon State University","USA",90,"Bruce",NA,"Menge",NA,"Corvallis","OR","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"400","ECOLOGY",1987,"Oregon State University","USA",1029,"Richard","H","Waring",NA,"Corvallis","OR","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"401","CONBIO",1991,"Oregon State University","USA",496,"James",NA,"Hall",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"402","CONBIO",1991,"Oregon State University","USA",1004,"Reed",NA,"Noss",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"403","CONBIO",1994,"Oregon State University","USA",263,"David",NA,"Perry",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"404","CONBIO",1995,"Oregon State University","USA",6,"Andrew","R","Blaustein",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"405","CONBIO",1996,"Oregon State University","USA",1200,"William","C","McComb",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"406","BIOCON",2014,"Oregon State University","USA",1208,"William","J","Ripple",NA,"Corvallis","AL","class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"407","AJB",1995,"Oregon State University","USA",76,"Barbara",NA,"Gartner",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"408","AJB",2009,"Oregon State University","USA",38,"Aaron",NA,"Liston",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"409","AJB",2012,"Oregon State University","USA",89,"Bruce",NA,"McCune",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",209542,"Corvallis","OR","Doctoral","carnegie"
"410","BITR",2013,"Paso Pacifico","USA",662,"Kim",NA,"Williams-Guillen",NA,"Ventura","CA","class",NA,NA,NA,NA,NA,NA,NA
"411","BITR",2010,"Pennsylvania State University","USA",1125,"Tomas",NA,"Carlo",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"412","OECOL",2007,"Pennsylvania State University","USA",515,"Jason","P","Kaye",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"413","JANE",2006,"Pennsylvania State University","USA",899,"Pete","J","Hudson","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"414","EVOL",1986,"Pennsylvania State University","USA",55,"Andrew","Green","Stephenson",NA,"University Park","PA","class",NA,NA,NA,NA,NA,NA,NA
"415","EVOL",1989,"Pennsylvania State University","USA",13,"Andrew","Green","Clark",NA,"University Park","PA","class",NA,NA,NA,NA,NA,NA,NA
"416","ECOLOGY",1999,"Pennsylvania State University","USA",724,"Marc","D","Abrams",NA,"State College","PA","class",NA,NA,NA,NA,NA,NA,NA
"417","ECOLOGY",2002,"Pennsylvania State University","USA",861,"Ottar","N","Bjornstad","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"418","ECOGRAPHY",2012,"Pennsylvania State University","USA",339,"Eric",NA,"Post",NA,"State College","PA","class",NA,NA,NA,NA,NA,NA,NA
"419","CONBIO",1999,"Pennsylvania State University","USA",180,"Christopher",NA,"Uhl",NA,"State College","PA","class",NA,NA,NA,NA,NA,NA,NA
"420","CONBIO",1997,"Pepperdine University","USA",692,"Lee","B","Kats",NA,"Los Angeles","CA","class",17,"Doctoral Universities: Moderate Research Activity",121150,"Malibu","CA","Doctoral","carnegie"
"421","ECOLOGY",1990,"Pomona College","USA",875,"Paulette","F","Bierzychudek",NA,"Claremont","CA","class",21,"Baccalaureate Colleges: Arts & Sciences Focus",121345,"Claremont","CA","Baccalaureate","carnegie"
"422","LECO",2013,"Portland State University","USA",1020,"R","M","Scheller",NA,"Portland","OR","class",16,"Doctoral Universities: Higher Research Activity",209807,"Portland","OR","Doctoral","carnegie"
"423","CONBIO",2010,"Prescott College","USA",970,"R","Edward","Grumbine",NA,"Prescott","AZ","class",20,"Master's Colleges & Universities: Small Programs",105589,"Prescott","AZ","Masters","carnegie"
"424","JANE",1985,"Princeton University","USA",521,"J","R","Krebs",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"425","EVOL",1985,"Princeton University","USA",897,"Paul","H","Harvey",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"426","EVOL",1985,"Princeton University","USA",410,"Henry","S","Horn",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"427","EVOL",1989,"Princeton University","USA",276,"Daniel","I","Rubenstein",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"428","EVOL",2013,"Princeton University","USA",872,"Peter",NA,"Andolfatto",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"429","ECOLOGY",2005,"Princeton University","USA",827,"Martin",NA,"Wikelski",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"430","CONBIO",1990,"Princeton University","USA",19,"Andrew","P","Dobson",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"431","CONBIO",1990,"Princeton University","USA",1069,"Stephen",NA,"Hubbell",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"432","CONBIO",2003,"Princeton University","USA",157,"Claire",NA,"Kremen",NA,"Princeton","NJ","class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"433","AREES",2005,"Princeton University","USA",687,"Lars","O","Hedin",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"434","AMNAT",2015,"Princeton University","USA",166,"C","Jessica","Metcalf",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",186131,"Princeton","NJ","Doctoral","carnegie"
"435","LECO",2011,"Purdue University","USA",506,"J","D","Holland",NA,"West Lafayette","IN","class",NA,NA,NA,NA,NA,NA,NA
"436","LECO",2013,"Purdue University","USA",97,"B",NA,"Pijanowski",NA,"West Lafayette","IN","class",NA,NA,NA,NA,NA,NA,NA
"437","ECOLOGY",1992,"Purdue University","USA",929,"Peter",NA,"Waser",NA,"West Lafayette","IN","class",NA,NA,NA,NA,NA,NA,NA
"438","CONBIO",1999,"Purdue University","USA",473,"John","B","Dunning",NA,"West Lafayette","IN","class",NA,NA,NA,NA,NA,NA,NA
"439","AMNAT",1994,"Purdue University","USA",976,"Richard","D","Howard",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"440","EVOL",2013,"Queens University","USA",12,"Adam",NA,"Chippindale","","Kingston","ON","class",NA,NA,NA,NA,NA,NA,NA
"441","AJB",1995,"Rensselaer Polytechnic Institute","USA",163,"Carl",NA,"McDaniel",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",194824,"Troy","NY","Doctoral","carnegie"
"442","JECOL",2012,"Rice University","USA",661,"Ken",NA,"Whitney",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",227757,"Houston","TX","Doctoral","carnegie"
"443","EVOL",2010,"Rice University","USA",580,"Joan","E","Strassmann",NA,"Houston","TX","class",15,"Doctoral Universities: Highest Research Activity",227757,"Houston","TX","Doctoral","carnegie"
"444","ECOLOGY",2006,"Rice University","USA",342,"Evan",NA,"Siemann",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",227757,"Houston","TX","Doctoral","carnegie"
"445","AMNAT",2015,"Rice University","USA",1179,"Volker","HW","Rudolf",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",227757,"Houston","TX","Doctoral","carnegie"
"446","PLANTECOL",2006,"Rutgers University","USA",343,"Edward","W","Stiles",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"447","EVOL",1986,"Rutgers University","USA",1027,"Robert","C","Vrijenhoek",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"448","EVOL",1988,"Rutgers University","USA",1063,"Steven","N","Handel",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"449","EVOL",1990,"Rutgers University","USA",1155,"Thomas","R","Meagher",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"450","EVOL",2003,"Rutgers University","USA",504,"Jody",NA,"Hey",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"451","ECOLOGY",1991,"Rutgers University","USA",1128,"Timothy","M","Casey",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"452","CONBIO",1987,"Rutgers University","USA",209,"David",NA,"Ehrenfeld",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"453","CONBIO",1992,"Rutgers University","USA",354,"Fredrick",NA,"Grassle",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"454","CONBIO",1997,"Rutgers University","USA",141,"Christopher",NA,"Frissell",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"455","CONBIO",2006,"Rutgers University","USA",532,"Julie",NA,"Lockwood",NA,"New Brunswick","NJ","class",NA,NA,NA,NA,NA,NA,NA
"456","AJB",1985,"Rutgers University","USA",984,"Ross",NA,"Koning",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"457","LECO",2005,"San Diego State University","USA",1244,"J",NA,"Franklin","Department of Biology",NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",122409,"San Diego","CA","Doctoral","carnegie"
"458","ECOLOGY",1985,"San Diego State University","USA",368,"George","W","Cox",NA,"San Diego","CA","class",16,"Doctoral Universities: Higher Research Activity",122409,"San Diego","CA","Doctoral","carnegie"
"459","ECOLOGY",1991,"San Diego State University","USA",934,"Paul","H","Zelder",NA,"San Diego","CA","class",16,"Doctoral Universities: Higher Research Activity",122409,"San Diego","CA","Doctoral","carnegie"
"460","CONBIO",2008,"San Diego State University","USA",988,"Rebecca",NA,"Lewison",NA,"San Diego","CA","class",16,"Doctoral Universities: Higher Research Activity",122409,"San Diego","CA","Doctoral","carnegie"
"461","EVOL",2001,"San Francisco State University","USA",1262,"Thomas","B","Smith",NA,"San Francisco","CA","class",17,"Doctoral Universities: Moderate Research Activity",122597,"San Francisco","CA","Doctoral","carnegie"
"462","ECOLOGY",1999,"San Francisco State University","USA",312,"Edward","F","Connor",NA,"San Francisco","CA","class",17,"Doctoral Universities: Moderate Research Activity",122597,"San Francisco","CA","Doctoral","carnegie"
"463","BIOCON",1993,"San Francisco State University","USA",891,"P",NA,"FIELDER","Biology","San Francisco","CA","class",17,"Doctoral Universities: Moderate Research Activity",122597,"San Francisco","CA","Doctoral","carnegie"
"464","EVOL",2012,"Santa Fe Institute","USA",607,"Jon",NA,"Wilkins",NA,"Santa Fe","NM","class",NA,NA,NA,NA,NA,NA,NA
"465","CONBIO",1988,"Savannah River Ecology Laboratory","USA",387,"Gary","K","Meffe",NA,"Aiken","SC","class",NA,NA,NA,NA,NA,NA,NA
