"","JOURNAL","YEAR","NAME","COUNTRY","editor_id","FIRST_NAME","MIDDLE_NAME","LAST_NAME","UNIT","CITY.x","STATE","source.x","BASIC2015","Classification","UNITID","CITY.y","STABBR","Category","source.y"
"1","BITR",2002,"Academy of Natural Science Philadelphia","USA",701,"Lucinda",NA,"McDade",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"2","ECOLOGY",2002,"Alaska Department of Fish and Game","USA",594,"Jay",NA,"VerHoef",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"3","BITR",1998,"American Museum of Natural History","USA",853,"Nancy",NA,"Simmons",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"4","EVOL",1996,"American Museum of Natural History","USA",952,"Rob",NA,"Desalle",NA,"New York","NY","class",NA,NA,NA,NA,NA,NA,NA
"5","CONBIO",1999,"American Museum of Natural History","USA",814,"Melanie","IJ","Stiassny",NA,"New York City","NY","class",NA,NA,NA,NA,NA,NA,NA
"6","CONBIO",2010,"American Museum of Natural History","USA",841,"Ned",NA,"Horning",NA,"New York City","NY","class",NA,NA,NA,NA,NA,NA,NA
"7","ECOLOGY",2006,"Appalachian State University","USA",1108,"Steven","W","Seagle",NA,NA,NA,"class",18,"Master's Colleges & Universities: Larger Programs",197869,"Boone","NC","Masters","carnegie"
"8","CONBIO",2005,"Applied Biomathematics","USA",935,"Resit",NA,"Akcakaya",NA,"East Setauket","NY","class",NA,NA,NA,NA,NA,NA,NA
"9","ECOLOGY",2002,"Archbold Biological Station","USA",876,"Patrick","J","Bohlen",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"10","ECOLOGY",2002,"Archbold Biological Station","USA",336,"Eric",NA,"Menges",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"11","CONBIO",2012,"Archipelago Consulting","USA",646,"Kent","H","Redford",NA,"Portland","ME","class",NA,NA,NA,NA,NA,NA,NA
"12","LECO",2002,"Arizona State University","USA",612,"Jianguo",NA,"Wu","Department of Plant Biology","Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"13","LECO",2007,"Arizona State University","USA",447,"J",NA,"Briggs","School of Life Sciences","Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"14","LECO",2010,"Arizona State University","USA",1055,"S","Green","Fisher",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"15","LECO",2010,"Arizona State University","USA",581,"J","C","Stromberg",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"16","OECOL",2000,"Arizona State University","USA",476,"James","J","Elser",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"17","EVOL",1989,"Arizona State University","USA",745,"Michael","E","Douglas",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"18","EVOL",1996,"Arizona State University","USA",462,"James","P","Collins",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"19","EVOL",2012,"Arizona State University","USA",802,"Michael",NA,"Rosenberg",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"20","ECOLOGY",1992,"Arizona State University","USA",1053,"Stanley","H","Faeth",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"21","ECOLOGY",2010,"Arizona State University","USA",1243,"Janet",NA,"Franklin",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"22","ECOLOGY",1995,"Arizona State University","USA",839,"Nancy","B","Grimm",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"23","CONBIO",1993,"Arizona State University","USA",898,"Philip","W","Hedrick",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"24","CONBIO",1993,"Arizona State University","USA",261,"David","L","Pearson",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"25","CONBIO",2004,"Arizona State University","USA",678,"Leah",NA,"Gerber",NA,"Tempe","AZ","class",NA,NA,NA,NA,NA,NA,NA
"26","EVOL",1997,"Arizona State University West Campus","USA",106,"Brian","K","Sullivan",NA,"Phoenix","AZ","class",NA,NA,NA,NA,NA,NA,NA
"27","BITR",1998,"Auburn University","USA",147,"Craig",NA,"Guyer",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",100858,"Auburn University","AL","Doctoral","carnegie"
"28","ECOLOGY",2003,"Auburn University","USA",351,"F","Stephen","Dobson",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",100858,"Auburn University","AL","Doctoral","carnegie"
"29","ECOLOGY",2005,"Auburn University","USA",749,"Micky","D","Eubanks",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",100858,"Auburn University","AL","Doctoral","carnegie"
"30","LECO",2005,"Baylor University","USA",625,"K",NA,"Gutzwiller","Department of Biology","Waco","TX","class",16,"Doctoral Universities: Higher Research Activity",223232,"Waco","TX","Doctoral","carnegie"
"31","CONBIO",2005,"BBL Inc","USA",890,"Peggy","L","Fiedler",NA,"Walnut Creek","CA","class",NA,NA,NA,NA,NA,NA,NA
"32","ECOLOGY",2002,"Bennington College","USA",666,"Kerry","D","Woods",NA,NA,NA,"class",21,"Baccalaureate Colleges: Arts & Sciences Focus",230816,"Bennington","VT","Baccalaureate","carnegie"
"33","BITR",1997,"Boston University","USA",1213,"Whendee",NA,"Silver",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",164988,"Boston","MA","Doctoral","carnegie"
"34","EVOL",2005,"Boston University","USA",812,"Michael","D","Sorenson",NA,"Boston","MA","class",15,"Doctoral Universities: Highest Research Activity",164988,"Boston","MA","Doctoral","carnegie"
"35","ECOLOGY",2014,"Boston University","USA",924,"Pamela","H","Templer",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",164988,"Boston","MA","Doctoral","carnegie"
"36","CONBIO",1994,"Boston University","USA",1013,"Richard","B","Primack",NA,"Boston","MA","class",15,"Doctoral Universities: Highest Research Activity",164988,"Boston","MA","Doctoral","carnegie"
"37","CONBIO",1995,"Boston University","USA",694,"Les",NA,"Kaufman","Marine Program","Boston","MA","class",15,"Doctoral Universities: Highest Research Activity",164988,"Boston","MA","Doctoral","carnegie"
"38","AJB",2007,"Botanical Society of America","USA",1038,"Sophia",NA,"Balcomb",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"39","BITR",1997,"Bowdoin College","USA",859,"Nathaniel",NA,"Wheelwright",NA,NA,NA,"class",21,"Baccalaureate Colleges: Arts & Sciences Focus",161004,"Brunswick","ME","Baccalaureate","carnegie"
"40","LECO",1999,"Bowling Green State University","USA",665,"Kimberly","A","With","Department of Biological Sciences",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"41","EVOL",1995,"Brigham Young University","USA",573,"Jack","W","Sites",NA,"Provo","UT","class",NA,NA,NA,NA,NA,NA,NA
"42","EVOL",2006,"Brigham Young University","USA",620,"Keith","A","Crandall",NA,"Provo","UT","class",NA,NA,NA,NA,NA,NA,NA
"43","ECOLOGY",1996,"Brigham Young University","USA",87,"Brian","A","Maurer",NA,"Provo","UT","class",NA,NA,NA,NA,NA,NA,NA
"44","EVOL",1990,"Brown University","USA",567,"Johanna","M","Schmitt",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"45","EVOL",2004,"Brown University","USA",154,"Christine","Marie","Janis",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"46","ECOLOGY",1990,"Brown University","USA",732,"Mark","D","Bertness",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"47","ECOLOGY",1993,"Brown University","USA",1058,"Steven","D","Gaines",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"48","ECOLOGY",1985,"Brown University","USA",255,"Douglas","A","Morse",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"49","ECOLOGY",1987,"Brown University","USA",1171,"Thompson",NA,"Webb",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"50","ECOLOGY",1999,"Brown University","USA",610,"Jon",NA,"Witman",NA,"Providence","RI","class",15,"Doctoral Universities: Highest Research Activity",217156,"Providence","RI","Doctoral","carnegie"
"51","JBIOG",2011,"California Academy of Sciences","USA",714,"Luiz","A","Rocha",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"52","AJB",2009,"California State University Bakersfield","USA",1012,"Robert",NA,"Pratt",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"53","BITR",2012,"California State University Dominguez Hills","USA",1154,"Terry",NA,"McGlynn",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"54","BIOCON",1991,"California State University Dominguez Hills","USA",253,"DJ",NA,"MORAFKA",NA,"Carson","CA","class",NA,NA,NA,NA,NA,NA,NA
"55","ECOLOGY",2008,"California State University Moss Landing Marine Laboratories","USA",756,"Michael","H","Graham","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"56","ECOLOGY",1992,"Carnegie Institution of Washington","USA",137,"Christopher","B","Field",NA,"Washington","DC","class",NA,NA,NA,NA,NA,NA,NA
"57","EVOL",2001,"Carnegie Museum of Natural History","USA",606,"John","J","Wiens",NA,"Pittsburgh","PA","class",NA,NA,NA,NA,NA,NA,NA
"58","JECOL",2008,"Cary Institute of Ecosystem Studies","USA",125,"Charles","D","Canham",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"59","ECOLOGY",2004,"Cary Institute of Ecosystem Studies","USA",1054,"Stuart",NA,"Findlay",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"60","ECOLOGY",2000,"Cary Institute of Ecosystem Studies","USA",895,"Peter","M","Groffman",NA,"Millbrook","NY","class",NA,NA,NA,NA,NA,NA,NA
"61","ECOLOGY",1997,"Cary Institute of Ecosystem Studies","USA",1006,"Richard","S","Ostfeld",NA,"Millbrook","NY","class",NA,NA,NA,NA,NA,NA,NA
"62","ECOLOGY",1991,"Cary Institute of Ecosystem Studies","USA",287,"David","L","Strayer",NA,"Millbrook","NY","class",NA,NA,NA,NA,NA,NA,NA
"63","JAPE",2015,"Case Western Reserve University","USA",1049,"Sarah",NA,"Diamond",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",201645,"Cleveland","OH","Doctoral","carnegie"
"64","CONBIO",2011,"Center for Humans and Nature","USA",165,"Curt",NA,"Meine",NA,"Chicago","IL","class",NA,NA,NA,NA,NA,NA,NA
"65","AMNAT",2015,"Christopher Newport University","USA",200,"David","C","Collar",NA,NA,NA,"class",20,"Master's Colleges & Universities: Small Programs",231712,"Newport News","VA","Masters","carnegie"
"66","LECO",2008,"Clark University","USA",1010,"R","Green","Pontius","Department of International Development, Community and Environment (IDCE)","Worcester","MA","class",17,"Doctoral Universities: Moderate Research Activity",165334,"Worcester","MA","Doctoral","carnegie"
"67","BITR",2012,"Clemson University","USA",1047,"Saara",NA,"Dewalt","Biological Sciences",NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",217882,"Clemson","SC","Doctoral","carnegie"
"68","BITR",2014,"Clemson University","USA",1048,"Saara",NA,"DeWalt","Biological Sciences",NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",217882,"Clemson","SC","Doctoral","carnegie"
"69","FEM",2002,"Clemson University","USA",1083,"Susan","C","Loeb",NA,"Clemson","SC","class",15,"Doctoral Universities: Highest Research Activity",217882,"Clemson","SC","Doctoral","carnegie"
"70","EVOL",2004,"Colgate University","USA",247,"Damhnait",NA,"Mchugh",NA,"Hamilton","NY","class",21,"Baccalaureate Colleges: Arts & Sciences Focus",190099,"Hamilton","NY","Baccalaureate","carnegie"
"71","AJB",2008,"College of New Jersey","USA",547,"Jeffrey",NA,"Osborn",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"72","BIOCON",1985,"College of the Atlantic","USA",1191,"WH",NA,"DRURY",NA,"Bar Harbor","ME","class",21,"Baccalaureate Colleges: Arts & Sciences Focus",160959,"Bar Harbor","ME","Baccalaureate","carnegie"
"73","AMNAT",2003,"College of the Atlantic","USA",174,"Christopher","W","Petersen",NA,NA,NA,"class",21,"Baccalaureate Colleges: Arts & Sciences Focus",160959,"Bar Harbor","ME","Baccalaureate","carnegie"
"74","ECOLOGY",2002,"College of William and Mary","USA",472,"J","Emmett","Duffy",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",231624,"Williamsburg","VA","Doctoral","carnegie"
"75","BITR",1998,"Colorado State University","USA",15,"Alan",NA,"Covich",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"76","LECO",1998,"Colorado State University","USA",1251,"J","A","Wiens","Department of Biology","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"77","LECO",2003,"Colorado State University","USA",1210,"W",NA,"Romme","Department of Forest, Rangeland, and Watershed Stewardship","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"78","LECO",2011,"Colorado State University","USA",290,"D","M","Theobald",NA,"Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"79","PLANTECOL",1990,"Colorado State University","USA",468,"James","K","Detling","Natural Resource Ecology Laboratory","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"80","PLANTECOL",1991,"Colorado State University","USA",1199,"William","K","Lauenroth","Range Science","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"81","OECOL",1998,"Colorado State University","USA",215,"Diana","W","Freckman",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"82","OECOL",2005,"Colorado State University","USA",33,"Alan","K","Knapp",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"83","JECOL",2014,"Colorado State University","USA",1255,"Melinda",NA,"Smith",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"84","FEM",1992,"Colorado State University","USA",191,"Dan",NA,"Binkley","Forest and Wood Science","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"85","FEM",1994,"Colorado State University","USA",244,"Douglas","A","Maguire",NA,"Seattle","WA","class",NA,NA,NA,NA,NA,NA,NA
"86","FEM",1999,"Colorado State University","USA",429,"Ingrid",NA,"Burke",NA,"Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"87","ECOLOGY",2006,"Colorado State University","USA",726,"Michael","F","Antolin",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"88","ECOLOGY",2013,"Colorado State University","USA",629,"Kathryn","P","Huyvaert",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"89","CONBIO",1994,"Colorado State University","USA",421,"Holmes",NA,"Rolstoni",NA,"Fort Colllins","CO","class",NA,NA,NA,NA,NA,NA,NA
"90","CONBIO",1998,"Colorado State University","USA",983,"Richard","L","Knight",NA,"Fort Colllins","CO","class",NA,NA,NA,NA,NA,NA,NA
"91","CONBIO",2012,"Colorado State University","USA",94,"Barry","R","Noon",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"92","BIOCON",2014,"Colorado State University","USA",879,"Philip",NA,"Cafaro","Philosophy","Fort Collins","CO","class",NA,NA,NA,NA,NA,NA,NA
"93","AMNAT",1998,"Colorado State University","USA",503,"Joan","M","Herbers",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"94","AJB",2008,"Colorado State University","USA",809,"Mark",NA,"Simmons",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"95","BITR",2012,"Columbia University","USA",819,"Maria",NA,"Uriarte","",NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"96","PLANTECOL",2006,"Columbia University","USA",624,"Kevin","L","Griffin","Lemont-Doherty Earth Observatory","New York","NY","class",NA,NA,NA,NA,NA,NA,NA
"97","ECOLOGY",2006,"Columbia University","USA",1088,"Shahid",NA,"Naeem",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"98","CONBIO",2014,"Columbia University","USA",470,"Joshua",NA,"Drew",NA,"Manhattan","NY","class",NA,NA,NA,NA,NA,NA,NA
"99","BIOCON",2014,"Columbia University","USA",1150,"Tien","M","Lee",NA,"New York","NY","class",NA,NA,NA,NA,NA,NA,NA
"100","CONBIO",1987,"Conservation International","USA",383,"Guillermo","W","Mann",NA,"Washington","DC","class",NA,NA,NA,NA,NA,NA,NA
"101","CONBIO",2005,"Consortium for Conservation Medicine","USA",949,"Richard",NA,"Daszak",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"102","OECOL",1996,"Cornell University","USA",1133,"Todd","E","Dawson",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"103","OECOL",2001,"Cornell University","USA",755,"Monica","A","Geber",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"104","FEM",1997,"Cornell University","USA",526,"Jim","P","Lassoie",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"105","EVOL",1987,"Cornell University","USA",113,"Charles","F","Aquadro",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"106","EVOL",1989,"Cornell University","USA",641,"Karl","J","Niklas",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"107","EVOL",1991,"Cornell University","USA",972,"Richard",NA,"Harrison",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"108","EVOL",1995,"Cornell University","USA",1119,"Sara",NA,"Via",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"109","EVOL",2010,"Cornell University","USA",759,"Matt",NA,"Hare",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"110","ECOLOGY",2007,"Cornell University","USA",313,"Evan","G","Cooch",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"111","ECOLOGY",2004,"Cornell University","USA",24,"Alexander","S","Flecker",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"112","ECOLOGY",1990,"Cornell University","USA",840,"Nelson","G","Hairston",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"113","ECOLOGY",2009,"Cornell University","USA",1198,"Walter","D","Koenig",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"114","ECOLOGY",1985,"Cornell University","USA",704,"Lee","N","Miller",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"115","ECOLOGY",1998,"Cornell University","USA",96,"Barbara","L","Peckarsky",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"116","ECOLOGY",2008,"Cornell University","USA",1015,"Robert","A","Raguso",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"117","ECOLOGY",1999,"Cornell University","USA",613,"Joseph","B","Yavitt",NA,"Ithaca","NY","class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"118","AREES",2005,"Cornell University","USA",149,"C","Drew","Harvell",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"119","AMNAT",1991,"Cornell University","USA",918,"Paul","W","Sherma",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"120","AMNAT",2003,"Cornell University","USA",406,"Harry","W","Greene",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"121","AJB",1995,"Cornell University","USA",260,"Dominick",NA,"Pacillio",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",190415,"Ithaca","NY","Doctoral","carnegie"
"122","PLANTECOL",1996,"CUNY College of Staten Island","USA",367,"Gregory","P","Cheplick","","Staten Island","NY","class",NA,NA,NA,NA,NA,NA,NA
"123","EVOL",2013,"CUNY College of Staten Island","USA",348,"Frank",NA,"Burbrink","","New York","NY","class",NA,NA,NA,NA,NA,NA,NA
"124","OECOL",1990,"Dartmouth College","USA",490,"John","J","Gilbert",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"125","OECOL",2001,"Dartmouth College","USA",139,"Carol","L","Folt",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"126","OECOL",2008,"Dartmouth College","USA",978,"Rebecca","E","Irwin",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"127","OECOL",2012,"Dartmouth College","USA",262,"David","R","Peart",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"128","ECOLOGY",2005,"Dartmouth College","USA",619,"Kathryn",NA,"Cottingham",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"129","ECOLOGY",1985,"Dartmouth College","USA",973,"Richard","T","Holmes",NA,"Hanover","NH","class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"130","ECOLOGY",1997,"Dartmouth College","USA",785,"Mark","A","McPeek",NA,"Hanover","NH","class",16,"Doctoral Universities: Higher Research Activity",182670,"Hanover","NH","Doctoral","carnegie"
"131","ECOLOGY",2008,"Dauphin Island Sea Lab","USA",936,"Richard","B","Aronson",NA,NA,NA,"class",NA,NA,NA,NA,NA,NA,NA
"132","BITR",2004,"Delaware State University","USA",660,"Kevina",NA,"Vulinec",NA,NA,NA,"class",19,"Master's Colleges & Universities: Medium Programs",130934,"Dover","DE","Masters","carnegie"
"133","ECOLOGY",1990,"Denison University","USA",904,"Peter","J","Morin",NA,"Granville","OH","class",21,"Baccalaureate Colleges: Arts & Sciences Focus",202523,"Granville","OH","Baccalaureate","carnegie"
"134","ECOLOGY",1998,"Desert Research Institute","USA",461,"James","S","Coleman",NA,"Paradise","NV","class",NA,NA,NA,NA,NA,NA,NA
"135","CONBIO",1993,"Drexel University","USA",575,"James",NA,"Spotila",NA,"Philadelphia","PA","class",16,"Doctoral Universities: Higher Research Activity",212054,"Philadelphia","PA","Doctoral","carnegie"
"136","LECO",2003,"Duke University","USA",291,"Dean",NA,"Urban","Nicholas School of the Environment","Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"137","JBIOG",2010,"Duke University","USA",162,"Craig","R","McClain",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"138","EVOL",1986,"Duke University","USA",799,"Mark","D","Rausher",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"139","EVOL",1986,"Duke University","USA",820,"Marcy","K","Uyenoyama",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"140","EVOL",1995,"Duke University","USA",1178,"V","Louise","Roth",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"141","EVOL",2002,"Duke University","USA",609,"John",NA,"Willis",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"142","EVOL",2003,"Duke University","USA",128,"Cliff",NA,"Cunningham",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"143","EVOL",2010,"Duke University","USA",621,"Kathleen",NA,"Donohue",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"144","ECOLOGY",1996,"Duke University","USA",460,"James","S","Clark",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"145","ECOLOGY",1997,"Duke University","USA",671,"Larry","B","Crowder",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"146","ECOLOGY",2013,"Duke University","USA",746,"Martin","W","Doyle",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"147","ECOLOGY",2002,"Duke University","USA",979,"Robert","B","Jackson",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"148","ECOLOGY",2002,"Duke University","USA",1070,"Stephen","T","Jackson",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"149","ECOLOGY",2005,"Duke University","USA",772,"Michael",NA,"Lavine",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"150","ECOLOGY",1985,"Duke University","USA",1211,"William","H","Schlesinger",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"151","ECOLOGY",1989,"Duke University","USA",105,"Boyd","R","Strain",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"152","ECOLOGY",1985,"Duke University","USA",582,"John","P","Sutherland",NA,"Beaufort","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"153","BIOCON",1993,"Duke University","USA",700,"LYNN","A","MAGUIRE",NA,"Durham","NC","class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"154","AMNAT",1991,"Duke University","USA",92,"Brent","D","Mishle",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"155","AMNAT",2001,"Duke University","USA",1203,"William","F","Morris",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"156","AMNAT",2003,"Duke University","USA",402,"Gregory","A","Wray",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"157","AMNAT",2015,"Duke University","USA",159,"Charlotte","T","Lee",NA,NA,NA,"class",15,"Doctoral Universities: Highest Research Activity",198419,"Durham","NC","Doctoral","carnegie"
"158","AJB",2009,"East Carolina University","USA",144,"Carol",NA,"Goodwillie",NA,NA,NA,"class",16,"Doctoral Universities: Higher Research Activity",198464,"Greenville","NC","Doctoral","carnegie"
"159","ECOLOGY",1998,"Eastern Michigan University","USA",115,"Catherine","E","Bach",NA,"Ypsilanti","MI","class",17,"Doctoral Universities: Moderate Research Activity",169798,"Ypsilanti","MI","Doctoral","carnegie"
"160","CONBIO",2010,"EcoAdapt","USA",682,"Lara",NA,"Hansen",NA,"Bainbridge Island","WA","class",NA,NA,NA,NA,NA,NA,NA
