index,Name1,Name2,Name_sim,Name_dist
326,Penn State University,Virginia Polytechnic Institute and State University,0.41,30
700,University of Utah,Ben-Gurion University of the Negev,0.41,20
829,Wayne State University,Virginia Polytechnic Institute and State University,0.41,30
850,Yale University,California State University-Fresno,0.41,20
432,University of Bern,University of British Columbia-Okanagan,0.41,23
690,University of Ulm,University of Illinois-Urbana-Champaign,0.41,23
730,University of York,University of North Carolina-Greensboro,0.41,23
856,Yale University,Florida International University,0.41,19
906,Yale University,Southwest Texas State University,0.41,19
930,York University,James Cook University Townsville,0.41,19
515,University of Ife,State University of New York-Syracuse,0.41,22
5,Agricultural Research Center,French National Institute for Agricultural Research Centre de Nancy,0.40,40
729,University of York,University of North Carolina-Chapel Hill,0.40,24
882,Yale University,National University of Ireland,0.40,18
883,Yale University,National University of Rosario,0.40,18
887,Yale University,North Carolina A&T State University,0.40,21
750,US Forest Service,US Forest Service-Southern Research Station,0.40,26
784,Utah State University,California State University Dominguez Hills,0.40,26
786,Utah State University,California State University-Dominguez Hills,0.40,26
4,Agricultural Research Center,French Agricultural Research Centre for International Development CIRAD,0.39,43
876,Yale University,Michigan Technological University,0.39,20
343,Royal Holloway,"Royal Holloway, University of London",0.39,22
93,Forestry Commission,Forestry Comission Northern Research Station,0.39,27
536,University of Ife,University of Illinois-Urbana-Champaign,0.38,24
746,US Fish and Wildlife Service,US Fish & Wildlife Service-National Wetlands Research Center,0.38,37
112,Indiana University,Indiana University/Purdue University-Fort Wayne,0.38,29
918,Yale University,Wageningen Agricultural University,0.38,21
104,Harvard University,Harvard University Museum of Comparative Zoology,0.38,30
233,Moi University,Boston University Marine Program,0.38,20
240,Moi University,James Cook University Townsville,0.38,20
884,Yale University,National University of Singapore,0.38,20
855,Yale University,Estonian Agricultultural University,0.37,22
904,Yale University,Southeast Missouri State University,0.37,22
905,Yale University,Southwest Missouri State University,0.37,22
2,Aberdeen,University of Aberdeen,0.36,14
835,Yale University,Agricultural University of Norway,0.36,21
332,Purdue University,Indiana University/Purdue University-Fort Wayne,0.36,30
261,Museu Nacional,Museum National d'Histoire Naturelle,0.36,23
841,Yale University,Arizona State University-West Campus,0.36,23
513,University of Ife,State University of New York-Binghamton,0.36,25
848,Yale University,California State University-Bakersfield,0.36,25
231,Moi University,Ben-Gurion University of the Negev,0.35,22
836,Yale University,Agricultural University Wageningen,0.35,22
910,Yale University,State University of New York-Syracuse,0.35,24
514,University of Ife,State University of New York-Stony Brook,0.35,26
899,Yale University,Royal Veterinary&Agricultural University,0.35,26
177,Landcare Research,Danish Forest and Landscape Research Institute,0.35,30
749,US Forest Service,US Forest Service-Rocky Mountain Research Station,0.35,32
254,Moi University,VUniversity of University Amsterdam,0.34,23
838,Yale University,ANUTECH Australian National University,0.34,25
334,Queen's U,Queen's University Kingston,0.33,18
349,SLU,USU,0.33,2
562,University of Ife,University of Quebec in Abitibi-Temiscamingue,0.33,30
908,Yale University,State University of New York-Binghamton,0.33,26
748,US Forest Service,US Forest Service-Pacific Southwest Research Station,0.33,35
847,Yale University,California State University Dominguez Hills,0.33,29
849,Yale University,California State University-Dominguez Hills,0.33,29
861,Yale University,Graduate University for Advanced Studies,0.33,27
909,Yale University,State University of New York-Stony Brook,0.33,27
179,Landcare Research,Leibniz-Centre for Agricultural Landscape Research,0.32,34
885,Yale University,NC Agricultural & Technical State University,0.32,30
898,Yale University,Royal Veterinary and Agricultural University,0.32,30
303,Open University,Wageningen University and Research Centre,0.32,28
76,CSIRO Sustainable Ecosystems,Tropical Savannas Management Cooperative Research Centre and CSIRO Sustainable Ecosystems,0.31,61
635,University of Natal,University of Natural Resources and Applied Life Sciences BOKU,0.31,43
304,Open University,Wageningen University Research Center-Alterra,0.29,32
761,USU,US Army,0.29,5
916,Yale University,Virginia Polytechnic Institute & State University,0.29,35
812,Wageningen University,Netherlands Institute of Ecology; Wageningen University and Research Centre,0.28,54
79,Duke University,Indiana University/Purdue University-Fort Wayne,0.28,34
917,Yale University,Virginia Polytechnic Institute and State University,0.27,37
664,University of Tartu,University of Natural Resources and Applied Life Sciences BOKU,0.27,45
57,Cork,Potash Corp,0.27,8
274,Ohio,Ohio University,0.27,11
181,Landcare Research,"Swiss Federal Institute for Forest, Snow and Landscape Research",0.25,47
69,CSIRO,CSIRO Land and Water,0.25,15
70,CSIRO,CSIRO Plant Industry,0.25,15
73,CSIRO,CSIRO-Plant Industry,0.25,15
775,USU,USDA-ARS,0.25,6
129,INTA,INTA EEA Oliveros,0.24,13
779,USU,USGS/NRII,0.22,7
593,University of Iowa,Antioch New England Graduate School and National University of Rwanda,0.22,54
364,Syracuse,State University of New York-Syracuse,0.22,29
68,CSIRO,CSIRO Ecosystem Sciences,0.21,19
72,CSIRO,CSIRO Wildlife & Ecology,0.21,19
86,ETH Zurich,Eidgenossiche Technische Hochschule (ETH) Zurich,0.21,38
65,Cork,York University,0.20,12
273,Ohio,Ohio State University,0.19,17
837,Yale University,Antioch New England Graduate School and National University of Rwanda,0.19,56
71,CSIRO,CSIRO Sustainable Ecosystems,0.18,23
119,INRA,INTA EEA Oliveros,0.18,14
62,Cork,University College Cork,0.17,19
300,Open University,Netherlands Institute of Ecology; Wageningen University and Research Centre,0.17,62
857,Yale University,Florida International University and Center for Tropical Plant Conservation,0.17,62
51,Cork,Cornell University,0.17,15
64,Cork,University of York,0.17,15
50,Cork,Climate Corporation,0.16,16
55,Cork,New York University,0.16,16
18,Alterra,Wageningen University Research Center-Alterra,0.16,38
741,UNL,SUNY Syracuse,0.15,11
759,USU,SUNY Syracuse,0.15,11
275,Ohio,Ohio University-Main Campus,0.15,23
52,Cork,James Cook University,0.14,18
770,USU,"US Forest Service, USDA",0.13,20
54,Cork,New York Botanical Garden,0.12,22
766,USU,US Forest Service,0.12,15
108,IMEDEA,Instituto mediterraneo de Estudios Avanzados (IMEDEA),0.11,47
56,Cork,New York Zoological Society,0.11,24
740,UNL,SUNY at Binghamton,0.11,16
58,Cork,State University of New York,0.11,25
753,USGS,USGS Patuxent Wildlife Research Center,0.11,34
44,CIFOR,Center for International Forestry Research CIFOR,0.10,43
754,USGS,USGS Western Ecological Research Center,0.10,35
772,USU,US Geological Survey,0.10,18
771,USU,US Geological Society,0.10,19
53,Cork,James Cook University Townsville,0.09,29
63,Cork,University of Exeter in Cornwall,0.09,29
61,Cork,State University of New York-Syracuse,0.08,34
59,Cork,State University of New York-Binghamton,0.08,36
347,SLU,SUNY Syracuse,0.08,12
739,UNL,Instituto de Ecologia UNAM,0.08,24
67,CSIRO,Commonwealth Scientific and Industrial Research Organisation CSIRO,0.08,61
60,Cork,State University of New York-Stony Brook,0.08,37
66,CSIRO,Commonwealth Scientific and Industrial Research Organisation (CSIRO),0.07,63
115,INRA,French National Institute for Agricultural Research INRA,0.07,52
762,USU,US Department of Agriculture,0.07,26
765,USU,US Fish and Wildlife Service,0.07,26
773,USU,US Naval Research Laboratory,0.07,26
738,UNL,College of Staten Island-CUNY,0.07,27
116,INRA,Instituto Nacional de Pesquisas da Amazonia INPA,0.06,45
117,INRA,Instituto Nacional de Pesquisas da Amazonia-INPA,0.06,45
127,INTA,Instituto Nacional de Pesquisas da Amazonia INPA,0.06,45
128,INTA,Instituto Nacional de Pesquisas da Amazonia-INPA,0.06,45
49,Cork,Brazilian Agricultural Research Corporation CIRAD,0.06,46
345,SLU,Colegio de la Frontera Sur ECOSUR,0.06,31
756,USU,Colegio de la Frontera Sur ECOSUR,0.06,31
763,USU,US Environmental Protection Agency,0.06,32
774,USU,USDA Agricultural Research Service,0.06,32
752,USGS,Ministry of Agriculture of the USSR,0.06,33
757,USU,Ministry of Agriculture of the USSR,0.06,33
74,CSIRO,Tropical Savannas Management Cooperative Research Centre and CSIRO Sustainable Ecosystems,0.06,84
346,SLU,SUNY at Binghamton,0.06,17
351,SLU,WSL Swiss Federal Research Institute,0.06,34
758,USU,SUNY at Binghamton,0.06,17
120,INRA,International Center for Research in Agroforestry ICRAF,0.05,52
126,INTA,French National Institute for Agricultural Research INRA,0.05,53
743,UNL,Universidade Estadual Paulista (UNESP),0.05,36
777,USU,USGS Patuxent Wildlife Research Center,0.05,36
778,USU,USGS Western Ecological Research Center,0.05,37
760,USU,US Arid Land Agricultural Research Center,0.05,39
742,UNL,Universidade Estadual de Campinas (UNICAMP),0.05,41
769,USU,US Forest Service-Southern Research Station,0.05,41
114,INRA,French Agricultural Research Centre for International Development CIRAD,0.04,68
113,INRA,Brazilian Agricultural Research Corporation CIRAD,0.04,47
350,SLU,WSL Institute for Snow and Avalanche Research SFL,0.04,47
768,USU,US Forest Service-Rocky Mountain Research Station,0.04,47
767,USU,US Forest Service-Pacific Southwest Research Station,0.04,50
348,SLU,Swiss Federal Institute WSL,0.04,26
764,USU,US Fish & Wildlife Service-National Wetlands Research Center,0.03,58
