"","JOURNAL","YEAR","FIRST_NAME","MIDDLE_NAME","LAST_NAME","INST","COUNTRY","editor_id","UNIT","CITY","STATE"
"1608","EVOL",2015,"Mark","Jf","Brown"," Royal Holloway","United Kingdom",2312,NA,NA,NA
"1609","EVOL",2015,"J","Arjan Gm","Devisser"," Wageningen University","Netherlands",1543,NA,NA,NA
"1610","EVOL",2015,"David","A","Moeller"," University of Minnesota","USA",792,NA,NA,NA
"1611","EVOL",2015,"Liam","J","Revell"," University of Massachusetts Boston","USA",2228,NA,NA,NA
"1612","EVOL",2015,"Rafael","Lucas","Rodriguez"," Univ. of Wisconsin-Milwaukee","USA",3206,NA,NA,NA
"1613","EVOL",2015,"Erica","Bree","Rosenblum"," University of California","USA",1020,NA,NA,NA
"1614","EVOL",2015,"Karen","E","Sears"," University of Illinois","USA",2086,NA,NA,NA
"1615","EVOL",2015,"Jay","F","Storz"," University of Nebraska","USA",1894,NA,NA,NA
"1616","EVOL",2015,"Matthew","A","Streisfeld"," University of Oregon","USA",2572,NA,NA,NA
"1617","ECOLOGY",1999,"Marc","D","Abrams","Pennsylvania State University","USA",2263,NA,"State College","PA"
"1618","ECOLOGY",1998,"Peter","A","Abrams","University of Maryland","Canada",2750,NA,"College Park","MD"
"1619","ECOLOGY",1990,"John","F","Addicott","University of Alberta","Canada",1433,NA,"Edmonton","AB"
"1620","ECOLOGY",2000,"Fred",NA,"Adler","Univerity of Utah","USA",1046,NA,"Salt Lake City","UT"
"1621","ECOLOGY",2010,"Lynn","S","Adler","University of Massachusetts-Amherst","USA",2120,NA,NA,NA
"1622","ECOLOGY",2014,"Peter","B","Adler","University of Massachusetts-Amherst","USA",2752,NA,NA,NA
"1623","ECOLOGY",2002,"Anurag",NA,"Agrawal","University of Toronto","USA",2,NA,"Toronto","ON"
"1624","ECOLOGY",1999,"Jon",NA,"Agren","Umea University","Sweden",1434,NA,"Umea","Norrland"
"1625","ECOLOGY",2007,"Peter",NA,"Alpert","University of Massachusetts-Amherst","USA",2753,NA,NA,NA
"1626","ECOLOGY",2006,"Michael","F","Antolin","Colorado State University","USA",2273,NA,NA,NA
"1627","ECOLOGY",1997,"W","Scott","Armbruster","Norwegian University of Science and Technology","Norway",3708,NA,"Trondheim","Trondelag"
"1628","ECOLOGY",2009,"John","PY","Arnould","Deakin University","Australia",1443,NA,NA,NA
"1629","ECOLOGY",2008,"Richard","B","Aronson","Dauphin Island Sea Lab","USA",2973,NA,NA,NA
"1630","ECOLOGY",2006,"Mary","A","Arthur","University of Kentucky","USA",2276,NA,NA,NA
"1631","ECOLOGY",2003,"Tia-Lynn",NA,"Ashman","University of Pittsburgh","USA",3512,NA,NA,NA
"1632","ECOLOGY",1994,"Carol","K","Augspurger","University of Illinois","USA",385,NA,"Champaign","IL"
"1633","ECOLOGY",1998,"Catherine","E","Bach","Eastern Michigan University","USA",386,NA,"Ypsilanti","MI"
"1634","ECOLOGY",1996,"William","L","Baker","University of Wyoming","USA",3710,NA,"Laramie","WY"
"1635","ECOLOGY",1987,"Michael","G","Barbour","University of California- Davis","USA",2289,NA,"Davis","CA"
"1636","ECOLOGY",2007,"John",NA,"Battles","University of California-Berkeley","USA",1455,NA,NA,NA
"1637","ECOLOGY",2008,"Steven","R","Beissinger","University of California-Berkeley","USA",3280,NA,NA,NA
"1638","ECOLOGY",2002,"James","R","Bence","Michigan State University","USA",1459,NA,NA,NA
"1639","ECOLOGY",1995,"Arthur",NA,"Benke","University of Alabama","USA",15,NA,"Tuscaloosa","AL"
"1640","ECOLOGY",2000,"Yves",NA,"Bergeron","UniversitÈ du Quebec","Canada",3828,NA,"Montreal","QC"
"1641","ECOLOGY",1990,"Mark","D","Bertness","Brown University","USA",2298,NA,"Providence","RI"
"1642","ECOLOGY",1990,"Paulette","F","Bierzychudek","Pomona College","USA",2769,NA,"Claremont","CA"
"1643","ECOLOGY",1996,"Dan",NA,"Binkley","Colorado State University","USA",630,NA,"Fort Collins","CO"
"1644","ECOLOGY",2002,"Ottar","N","Bjornstad","Penn State University","USA",2713,NA,NA,NA
"1645","ECOLOGY",1997,"R","Alan","Black","Washington State University","USA",2985,NA,"Pullman","WA"
"1646","ECOLOGY",1998,"John","M","Blair","Kansas State University","USA",1468,NA,"Manhattan","KS"
"1647","ECOLOGY",1997,"William","J","Boecklen","New Mexico State University","USA",3715,NA,"Las Cruces","NM"
"1648","ECOLOGY",2007,"Brendan",NA,"Bohannan","University of Oregon","USA",246,NA,NA,NA
"1649","ECOLOGY",2002,"Patrick","J","Bohlen","Archbold Biological Station","USA",2770,NA,NA,NA
"1650","ECOLOGY",2010,"Elizabeth","T","Borer","University of Minnesota","USA",936,NA,NA,NA
"1651","ECOLOGY",1997,"Michael","A","Bowers","University of Virginia","USA",2306,NA,"Charlottesville","VA"
"1652","ECOLOGY",2003,"Mark","S","Boyce","University of Alberta","Canada",2307,NA,NA,NA
"1653","ECOLOGY",1999,"William","E","Bradshaw","University of Oregon","USA",3719,NA,"Eugene","OR"
"1654","ECOLOGY",2003,"J","Stephen","Brewer","University of Mississippi","USA",1483,NA,NA,NA
"1655","ECOLOGY",2004,"Edmund",NA,"Brodie","University of Virginia","USA",940,NA,NA,NA
"1656","ECOLOGY",2006,"Anne","M","Bronikowski","Iowa State University","USA",27,NA,NA,NA
"1657","ECOLOGY",1999,"Charles",NA,"Brown","University of Tulsa","USA",408,NA,"Tulsa","OK"
"1658","ECOLOGY",1985,"James","H","Brown","University of Arizona","USA",1486,NA,"Tuscon","AZ"
"1659","ECOLOGY",2001,"Joel","S","Brown","Univeristy of Illinois- Chicago","USA",3883,NA,"Chicago","IL"
"1660","ECOLOGY",2002,"Linda",NA,"Brubaker","University of Washington","USA",2133,NA,NA,NA
"1661","ECOLOGY",2009,"Emilio","M","Bruna","University of Florida","USA",941,NA,NA,NA
"1662","ECOLOGY",2007,"John","F","Bruno","University of North Carolina-Chapel Hill","USA",1487,NA,NA,NA
"1663","ECOLOGY",2005,"Stephen","T","Buckland","University of St Andrews","United Kingdom",3291,NA,NA,NA
"1664","ECOLOGY",1991,"Kenneth","P","Burnham","Colorado Cooperative Fish and Wildlife Unit","USA",1986,NA,"Fort Collins","CO"
"1665","ECOLOGY",2013,"Carla","E","Caceres","University of illinois","USA",413,NA,NA,NA
"1666","ECOLOGY",2000,"Michael","L","Cain","New Mexico State University","USA",2323,NA,"Las Cruces","NM"
"1667","ECOLOGY",1998,"Ragan","M","Callaway","University of Montana","USA",3009,NA,"Missoula","MT"
"1668","ECOLOGY",1997,"Charles","D","Canham","Institute of Ecosystem Studies","USA",416,NA,"Millbrook","NY"
"1669","ECOLOGY",2003,"Naomi",NA,"Cappuccino","Carleton University","Canada",2634,NA,NA,NA
"1670","ECOLOGY",2009,"Bradley","J","Cardinale","University of California-Santa Barbara","USA",251,NA,NA,NA
"1671","ECOLOGY",2005,"Mark","H","Carr","University of California-Santa Cruz","USA",2328,NA,NA,NA
"1672","ECOLOGY",2007,"Walter","P","Carson","University of Pittsburgh","USA",3723,NA,NA,NA
"1673","ECOLOGY",1995,"Ted","J","Case","University of California- San Diego","USA",3521,NA,"La Jolla","CA"
"1674","ECOLOGY",1991,"Timothy","M","Casey","Rutgers University","USA",3522,NA,"New Brunswick","NJ"
"1675","ECOLOGY",2006,"Brenda","B","Casper","University of Pennsylvania","USA",252,NA,NA,NA
"1676","ECOLOGY",1988,"Hal",NA,"Caswell","Woods Hole Oceanographic Institution","USA",1291,NA,"Woods Hole","MA"
"1677","ECOLOGY",2010,"Jeannine","M","Cavender-Bares","University of Minnesota","USA",1506,NA,NA,NA
"1678","ECOLOGY",1985,"F","Stuart","Chapin","University of Alaska","USA",1062,NA,"Fairbanks","AK"
"1679","ECOLOGY",2014,"Samantha","K","Chapman","Villanova University","USA",3298,NA,NA,NA
"1680","ECOLOGY",1985,"Peter","L","Chesson","Ohio State University","USA",2782,NA,"Columbus","OH"
"1681","ECOLOGY",2013,"Lorenzo",NA,"Ciannelli","Oregon State University","USA",2136,NA,NA,NA
"1682","ECOLOGY",1996,"James","S","Clark","Duke University","USA",1512,NA,"Durham","NC"
"1683","ECOLOGY",1990,"Deborah","A","Clark","Organization for Tropical Studies","Costa Rica",3866,NA,"Durham","NC"
"1684","ECOLOGY",2012,"Aimee","T","Classen","University of Tennessee","USA",42,NA,NA,NA
"1685","ECOLOGY",1999,"Keith",NA,"Clay","Indiana University","USA",1991,NA,"Bloomington","IN"
"1686","ECOLOGY",1998,"James","S","Coleman","Desert Research Institute","USA",1516,NA,"Paradise","NV"
"1687","ECOLOGY",1991,"James","P","Collins","Arizona State University","USA",1517,NA,"Tempe","AZ"
"1688","ECOLOGY",1999,"Edward","F","Connor","San Francisco State University","USA",946,NA,"San Francisco","CA"
"1689","ECOLOGY",2007,"Evan","G","Cooch","Cornell University","USA",948,NA,NA,NA
"1690","ECOLOGY",2013,"Richard","T","Corlett","Chinese Academy of Sciences","China",3024,NA,NA,NA
"1691","ECOLOGY",2005,"Kathryn",NA,"Cottingham","Dartmouth College","USA",1993,NA,NA,NA
"1692","ECOLOGY",1985,"George","W","Cox","San Diego State University","USA",1164,NA,"San Diego","CA"
"1693","ECOLOGY",2011,"Elizabeth",NA,"Crone","Harvard Forest","USA",952,NA,NA,NA
"1694","ECOLOGY",2004,"James","T","Cronin","Louisiana State University","USA",1530,NA,NA,NA
"1695","ECOLOGY",1997,"Larry","B","Crowder","Duke University","USA",2137,NA,"Durham","NC"
"1696","ECOLOGY",1996,"Philip","H","Crowley","University of Kentucky","USA",2788,NA,"Lexington","KY"
"1697","ECOLOGY",1985,"Robert","W","Cruden","Univeristy of Iowa","USA",3028,NA,"Iowa City","IA"
"1698","ECOLOGY",2004,"Les","C","Cwynar","University of New Brunswick","Canada",2138,NA,NA,NA
"1699","ECOLOGY",2013,"Anthony","W","D'Amato","University of Minnesota","USA",48,NA,NA,NA
"1700","ECOLOGY",2002,"Randy","A","Dahlgren","University of California-Davis","USA",3032,NA,NA,NA
"1701","ECOLOGY",1998,"Clifford","N","Dahm","University of New Mexico","USA",429,NA,"Albuquerque","NM"
"1702","ECOLOGY",2008,"Nicole","Mvan","Dam","Netherlands Institute of Ecology","Netherlands",2637,NA,NA,NA
"1703","ECOLOGY",2004,"Brent","J","Danielson","Iowa State University","USA",259,NA,NA,NA
"1704","ECOLOGY",2000,"Frank",NA,"Davis","University of California- Santa Barbara","USA",1064,NA,"Santa Barbara","CA"
"1705","ECOLOGY",2006,"Todd","E","Dawson","University of California--Berkeley","USA",3532,NA,NA,NA
"1706","ECOLOGY",1993,"Donald","L","DeAngelis","Oak Ridge National Laboratory","USA",663,NA,"Oak Ridge","TN"
"1707","ECOLOGY",2007,"M","Denise","Dearing","University of Utah","USA",2344,NA,NA,NA
"1708","ECOLOGY",1996,"Hans",NA,"DeKroon","Agricultural University Wageningen","Netherlands",1296,NA,"Wageningen","Gelderland"
"1709","ECOLOGY",2002,"Lynda",NA,"Delph","Indiana University","USA",2139,NA,NA,NA
"1710","ECOLOGY",1993,"William","R","DeMott","Indiana University/Purdue University at Fort Wayne","USA",3731,NA,"Fort Wayne","IN"
"1711","ECOLOGY",2002,"Robert","F","Denno","University of Maryland","USA",3038,NA,NA,NA
"1712","ECOLOGY",2006,"Andre","M","DeRoos","University of Amsterdam","Netherlands",54,NA,NA,NA
"1713","ECOLOGY",1999,"Diane",NA,"DeSteven","Universit of Wisconsin- Milwaukee","USA",666,NA,"Milwaukee","WI"
"1714","ECOLOGY",1999,"Philip","M","Dixon","Iowa State University","USA",2795,NA,"Ames","IA"
"1715","ECOLOGY",2013,"Daniel","F","Doak","University of Colorado","USA",670,NA,NA,NA
"1716","ECOLOGY",2003,"F","Stephen","Dobson","Auburn University","USA",1066,NA,NA,NA
"1717","ECOLOGY",2000,"Stanley",NA,"Dodson","University of Wisconsin","USA",3316,NA,"Madison","WI"
"1718","ECOLOGY",2006,"Lisa","A","Donovan","University of Georgia","USA",2141,NA,NA,NA
"1719","ECOLOGY",2002,"Barbara","J","Downes","University of Melbourne","Australia",262,NA,NA,NA
"1720","ECOLOGY",2013,"Martin","W","Doyle","Duke University","USA",2352,NA,NA,NA
"1721","ECOLOGY",2002,"J","Emmett","Duffy","College of William & Mary","USA",1551,NA,NA,NA
"1722","ECOLOGY",2013,"Lee","A","Dyer","University of Nevada-Reno","USA",2143,NA,NA,NA
"1723","ECOLOGY",2003,"Mary",NA,"Edwards","University of Southampton","United Kingdom",2357,NA,NA,NA
"1724","ECOLOGY",2010,"Jane",NA,"Elith","University of Melbourne","Australia",1557,NA,NA,NA
"1725","ECOLOGY",2003,"Aaron",NA,"Ellison","Harvard Forest","USA",63,NA,NA,NA
"1726","ECOLOGY",1995,"Stephen","P","Ellner","North Carolina State University","USA",3321,NA,"Raleigh","NC"
"1727","ECOLOGY",1995,"James","A","Estes","National Biological Survey","USA",1563,NA,"Reston","VA"
"1728","ECOLOGY",2002,"Ron","J","Etter","University of Massachusetts-Boston","USA",3054,NA,NA,NA
"1729","ECOLOGY",2005,"Micky","D","Eubanks","Auburn University","USA",2360,NA,NA,NA
"1730","ECOLOGY",1999,"Edward","W","Evans","Utah State University","USA",962,NA,"Logan","UT"
"1731","ECOLOGY",2008,"R","David","Evans","Washington State University","USA",3055,NA,NA,NA
"1732","ECOLOGY",1988,"John","J","Ewel","University of Florida","USA",1566,NA,"Gainesville","FL"
"1733","ECOLOGY",1992,"Stanley","H","Faeth","Arizona State University","USA",3325,NA,"Tempe","AZ"
"1734","ECOLOGY",2005,"Donald","H","Feener","University of Utah","USA",684,NA,NA,NA
"1735","ECOLOGY",2010,"Marco",NA,"Festa-Bianchet","University of Sherbrooke","Canada",2366,NA,NA,NA
"1736","ECOLOGY",1992,"Christopher","B","Field","Carnegie Institution of Washington","USA",447,NA,"Washington","DC"
"1737","ECOLOGY",2004,"Stuart",NA,"Findlay","Cary Institute of Ecosystem Studies","USA",3328,NA,NA,NA
"1738","ECOLOGY",2012,"Andrew","O","Finley","Michigan State University","USA",73,NA,NA,NA
"1739","ECOLOGY",1988,"Stuart","G","Fisher","Arizona State University","USA",3329,NA,"Tempe","AZ"
"1740","ECOLOGY",2004,"Alexander","S","Flecker","Cornell University","USA",76,NA,NA,NA
"1741","ECOLOGY",1996,"Carol","L","Folt","Dartmouth College","USA",450,NA,"Hanover","NH"
"1742","ECOLOGY",2002,"Graham",NA,"Forrester","University of Rhode Island","USA",1180,NA,NA,NA
"1743","ECOLOGY",2006,"Marie-Josee",NA,"Fortin","University of Toronto","Canada",2373,NA,NA,NA
"1744","ECOLOGY",1993,"David","R","Foster","Harvard Forest","USA",690,NA,"Petersham","MA"
"1745","ECOLOGY",1988,"Norma","L","Fowler","University of Texas","USA",2646,NA,"Austin","TX"
"1746","ECOLOGY",2007,"Barry","J","Fox","University of Kentucky","Australia",274,NA,NA,NA
"1747","ECOLOGY",2005,"Charles","W","Fox","University of Kentucky","USA",452,NA,NA,NA
"1748","ECOLOGY",2013,"Gordon","A","Fox","University of South Florida","USA",1181,NA,NA,NA
"1749","ECOLOGY",1990,"Laurel","R","Fox","University of California- Santa Cruz","USA",2148,NA,"Santa Cruz","CA"
"1750","ECOLOGY",2010,"Janet",NA,"Franklin","Arizona State University","USA",3889,NA,NA,NA
"1751","ECOLOGY",2011,"Serita","D","Frey","University of New Hampshire","USA",3332,NA,NA,NA
"1752","ECOLOGY",1988,"Thomas","M","Frost","Univerisity of Wisconsin","USA",3548,NA,"Madison","WI"
"1753","ECOLOGY",1999,"John","M","Fryxell","University of Guelph","Canada",1585,NA,"Guelph","ON"
"1754","ECOLOGY",1993,"Steven","D","Gaines","Brown University","USA",3333,NA,"Providence","RI"
"1755","ECOLOGY",2002,"Candace",NA,"Galen","University of Missouri","USA",458,NA,NA,NA
"1756","ECOLOGY",2007,"Laura","F","Galloway","University of Virginia","USA",2151,NA,NA,NA
"1757","ECOLOGY",2005,"Gregory","S","Gilbert","University of California-Santa Cruz","USA",1184,NA,NA,NA
"1758","ECOLOGY",1989,"Deborah","E","Goldberg","University of Michigan","USA",707,NA,"Ann Arbor","MI"
"1759","ECOLOGY",1999,"Deborah",NA,"Gordon","Stanford University","USA",708,NA,"Stanford","CA"
"1760","ECOLOGY",2002,"Nicholas","J","Gotelli","University of Vermont","USA",2648,NA,NA,NA
"1761","ECOLOGY",2007,"Laura",NA,"Gough","University of Texas-Arlington","USA",2158,NA,NA,NA
"1762","ECOLOGY",2012,"Jonathan","H","Grabowski","Northeastern University","USA",1603,NA,NA,NA
"1763","ECOLOGY",1993,"James","B","Grace","U.S.F.W.S. National Wetlands Research Center","USA",1604,NA,"Lafayette","LA"
"1764","ECOLOGY",2008,"Michael","H","Graham","Moss Landing Marine Laboratories","USA",2389,NA,NA,NA
"1765","ECOLOGY",2002,"Russell","S","Greenberg","Smithsonian Migratory Bird Center","USA",3076,NA,NA,NA
"1766","ECOLOGY",2013,"Brenda","J","Grewell","University of California-Davis","USA",285,NA,NA,NA
"1767","ECOLOGY",1995,"Nancy","B","Grimm","Arizona State University","USA",2649,NA,"Tempe","AZ"
"1768","ECOLOGY",2000,"Peter","M","Groffman","Cary Institute of Ecosystem Studies","USA",2817,NA,"Millbrook","NY"
"1769","ECOLOGY",1998,"Richard","K","Grosberg","U. of California- Davis","USA",3078,NA,"Davis","CA"
"1770","ECOLOGY",2008,"Edwin","D","Grosholz","University of California-Davis","USA",973,NA,NA,NA
"1771","ECOLOGY",1991,"Louis","J","Gross","University of Tennessee","USA",2160,NA,"Knoxville","TN"
"1772","ECOLOGY",2002,"W","SC","Gurney","University of Strathclyde","United Kingdom",3743,NA,NA,NA
"1773","ECOLOGY",1990,"Nelson","G","Hairston","Cornell University","USA",2650,NA,"Ithaca","NY"
"1774","ECOLOGY",1985,"Donald","J","Hall","Michigan State University","USA",715,NA,"East Lansing","MI"
"1775","ECOLOGY",1991,"Alan","M","Hastings","University of California Davis","USA",98,NA,"Davis","CA"
"1776","ECOLOGY",2002,"John","E","Havel","Southwest Missouri State University","USA",1628,NA,NA,NA
"1777","ECOLOGY",2012,"Christine","V","Hawkes","University of Texas-Austin","USA",479,NA,NA,NA
"1778","ECOLOGY",1990,"Mark","E","Hay","University of North Carolina","USA",2403,NA,"Chapel Hill","NC"
"1779","ECOLOGY",2003,"Fangliang",NA,"He","Canadian Forest Service","Canada",1079,NA,NA,NA
"1780","ECOLOGY",2006,"Geoffrey","M","Henebry","South Dakota State University","USA",1201,NA,NA,NA
"1781","ECOLOGY",2009,"Hugh","AL","Henry","University of Western Ontario","Canada",1310,NA,NA,NA
"1782","ECOLOGY",2006,"Carlos","M","Herrera","Consejo Superior de Investigaciones Cientificas (CSIC)","Spain",480,NA,NA,NA
"1783","ECOLOGY",2000,"Edward","J","Heske","Illinois Natural History Survey","USA",979,NA,"Champaign","IL"
"1784","ECOLOGY",2010,"Helmut",NA,"Hillebrand","Carl-von-Ossietzky University Oldenburg","Germany",1311,NA,NA,NA
"1785","ECOLOGY",1999,"Mark","A","Hixon","Oregon State University","USA",2411,NA,"Corvallis","OR"
"1786","ECOLOGY",2013,"Jason","D","Hoeksema","University of Mississippi","USA",1638,NA,NA,NA
"1787","ECOLOGY",1988,"Sally",NA,"Holbrook","University of California- Santa Barbara","USA",3362,NA,"Santa Barbara","CA"
"1788","ECOLOGY",2011,"J","Nathaniel","Holland","Rice University","USA",1640,NA,NA,NA
"1789","ECOLOGY",2012,"Elizabeth","E","Holmes","NOAA","USA",980,NA,NA,NA
"1790","ECOLOGY",1985,"Richard","T","Holmes","Dartmouth College","USA",3094,NA,"Hanover","NH"
"1791","ECOLOGY",2009,"David","A","Holway","University of California-San Diego","USA",726,NA,NA,NA
"1792","ECOLOGY",2005,"Marcel",NA,"Holyoak","University of California-Davis","USA",2413,NA,NA,NA
"1793","ECOLOGY",2013,"Benjamin","Z","Houlton","University of California-Davis","USA",290,NA,NA,NA
"1794","ECOLOGY",2009,"Feng","Sheng","Hu","University of Illinois","USA",1083,NA,NA,NA
"1795","ECOLOGY",2005,"Jef",NA,"Huisman","University of Amsterdam","Netherlands",1646,NA,NA,NA
"1796","ECOLOGY",2000,"Cliff","R","Hupp","U.S. Geological Survey","USA",486,NA,"Reston","VA"
"1797","ECOLOGY",1997,"Michael","A","Huston","Oak Ridge National Laboratory","USA",2418,NA,"Oak Ridge","TN"
"1798","ECOLOGY",2008,"Travis","E","Huxman","University of Arizona","USA",3570,NA,NA,NA
"1799","ECOLOGY",2013,"Kathryn","P","Huyvaert","Colorado State University","USA",2019,NA,NA,NA
"1800","ECOLOGY",2010,"Brian","D","Inouye","Florida State University","USA",295,NA,NA,NA
"1801","ECOLOGY",2011,"Rebecca","E","Irwin","Dartmouth College","USA",3104,NA,NA,NA
"1802","ECOLOGY",2005,"Anthony",NA,"Ives","University of Wisconsin","USA",111,NA,NA,NA
"1803","ECOLOGY",2002,"Robert","B","Jackson","Duke University","USA",3105,NA,NA,NA
"1804","ECOLOGY",2002,"Stephen","T","Jackson","Duke University","USA",3365,NA,NA,NA
"1805","ECOLOGY",1989,"George","L","Jacobson","University of Maine","USA",1210,NA,"Orono","ME"
"1806","ECOLOGY",1990,"Frances","C","James","Florida State University","USA",1085,NA,"Tallahassee","FL"
"1807","ECOLOGY",1996,"Stephen","H","Jenkins","University of Nevada- Reno","USA",3369,NA,"Reno","NV"
"1808","ECOLOGY",1998,"Anthony",NA,"Joern","University of Nebraska","USA",112,NA,"Lincoln","NE"
"1809","ECOLOGY",1995,"Douglas","H","Johnson","N.B.S. N. Prairie Wildlife Research Center","USA",741,NA,"Jamestown","ND"
"1810","ECOLOGY",1994,"E","A","Johnson","University of Calgary","Canada",983,NA,"Calgary","AB"
"1811","ECOLOGY",2005,"Julia","A","Jones","Oregon State University","USA",1659,NA,NA,NA
"1812","ECOLOGY",1995,"Steven","A","Juliano","Illinois State University","USA",3372,NA,"Normal","IL"
"1813","ECOLOGY",1995,"William","H","Karasov","University of Wisconsin","USA",3756,NA,"Madison","WI"
"1814","ECOLOGY",1988,"Peter","M","Kareiva","University of Washington","USA",2845,NA,"Seattle","WA"
"1815","ECOLOGY",2005,"Bruce","E","Kendall","University of California-Santa Barbara","USA",301,NA,NA,NA
"1816","ECOLOGY",2002,"Norman","C","Kenkel","University of Manitoba","Canada",2655,NA,NA,NA
"1817","ECOLOGY",2004,"Keith","T","Killingbeck","University of Rhode Island","USA",2029,NA,NA,NA
"1818","ECOLOGY",2014,"A","Marm","Kilpatrick","University of California-Santa Cruz","USA",121,NA,NA,NA
"1819","ECOLOGY",2010,"John","N","Klironomos","University of British Columbia-Okanagan","Canada",1672,NA,NA,NA
"1820","ECOLOGY",1999,"Alan","K","Knapp","Kansas State University","USA",125,NA,"Manhattan","KS"
"1821","ECOLOGY",1985,"Dennis","H","Knight","University of Wyoming","USA",749,NA,"Laramie","WY"
"1822","ECOLOGY",2009,"Walter","D","Koenig","Cornell University","USA",3760,NA,NA,NA
"1823","ECOLOGY",2000,"Steven","L","Kohler","Western Michigan University","USA",3381,NA,"Kalamazoo","MI"
"1824","ECOLOGY",2009,"Peter","M","Kotanen","University of Toronto","Canada",2850,NA,NA,NA
"1825","ECOLOGY",2003,"Burt","P","Kotler","Ben-Gurion University of the Negev","Israel",304,NA,NA,NA
"1826","ECOLOGY",2013,"Nathan","JB","Kraft","University of Maryland","USA",2658,NA,NA,NA
"1827","ECOLOGY",2003,"Conrad","C","Labandeira","Smithsonian Institution","USA",503,NA,NA,NA
"1828","ECOLOGY",2005,"Elizabeth","P","Lacey","University of North Carolina-Greensboro","USA",991,NA,NA,NA
"1829","ECOLOGY",2014,"Kevin","D","Lafferty","USGS","USA",2037,NA,NA,NA
"1830","ECOLOGY",2003,"Janet",NA,"Lanza","University of Arkansas at Little Rock","USA",1696,NA,NA,NA
"1831","ECOLOGY",2002,"Katherine","Cole","Larson","University of Central Arkansas","USA",2038,NA,NA,NA
"1832","ECOLOGY",2002,"William","K","Lauenroth","Colorado State University","USA",3762,NA,NA,NA
"1833","ECOLOGY",2014,"Daniel","C","Laughlin","University of Waikato","New Zealand",757,NA,NA,NA
"1834","ECOLOGY",2005,"Michael",NA,"Lavine","Duke University","USA",2441,NA,NA,NA
"1835","ECOLOGY",2002,"Sandra",NA,"Lavorel","Centre d'Ecologie Fonctionelle et Evolutive","Canada",3385,NA,NA,NA
"1836","ECOLOGY",2003,"Sharon","P","Lawler","University of California-Davis","USA",3386,NA,NA,NA
"1837","ECOLOGY",2003,"Peter","R","Leavitt","University of Regina","Canada",2856,NA,NA,NA
"1838","ECOLOGY",2002,"Martin","J","Lechowicz","McGill University","Canada",2444,NA,NA,NA
"1839","ECOLOGY",2000,"Pierre",NA,"Legendre","UniversitÈ de MontrÈal","Canada",2857,NA,"Montreal","QC"
"1840","ECOLOGY",2003,"Subhash",NA,"Lele","University of Alberta","USA",3390,NA,NA,NA
"1841","ECOLOGY",2014,"Jonathan","M","Levine","ETH Zurich","Switzerland",1710,"Institute of Integrative Biology",NA,NA
"1842","ECOLOGY",1988,"Jeffrey","S","Levinton","State University of New York at Stony Brook","USA",1711,NA,"Stony Brook","NY"
"1843","ECOLOGY",2002,"Mark",NA,"Lewis","University of Alberta","Canada",2448,NA,NA,NA
"1844","ECOLOGY",1985,"Harvey","B","Lillywhite","University of Florida","USA",1329,NA,"Gainesville","FL"
"1845","ECOLOGY",2006,"Andrea","H","Lloyd","Middlebury College","USA",138,NA,NA,NA
"1846","ECOLOGY",2005,"Jon",NA,"Loman","University of Lund","Sweden",1721,NA,NA,NA
"1847","ECOLOGY",2002,"Michel",NA,"Loreau","Ecole Normale Sup√©rieure","France",2455,NA,NA,NA
"1848","ECOLOGY",1994,"Svata","M","Louda","University of Nebraska","USA",3397,NA,"Lincoln","NE"
"1849","ECOLOGY",2005,"L","Philip","Lounibos","University of Florida","USA",2197,"Florida Medical Entomology Lab",NA,NA
"1850","ECOLOGY",1993,"Donald",NA,"Ludwig","University of British Columbia","Canada",770,NA,"Vancouver","BC"
"1851","ECOLOGY",1985,"Richard","N","Mack","Washington State University","USA",3140,NA,"Pullman","WA"
"1852","ECOLOGY",2008,"Robert","J","Marquis","University of Missouri-St. Louis","USA",3142,NA,NA,NA
"1853","ECOLOGY",1993,"Diane","L","Marshall","University of New Mexico","USA",780,NA,"Albuquerque","NM"
"1854","ECOLOGY",1999,"Carlos",NA,"MartinezDelRio","University of Arizona","USA",520,NA,"Tuscon","AZ"
"1855","ECOLOGY",1990,"Pamela","A","Matson","NASA Ames Research Center","USA",2864,NA,"Moflett Field","CA"
"1856","ECOLOGY",1996,"Brian","A","Maurer","Brigham Young University","USA",317,NA,"Provo","UT"
"1857","ECOLOGY",2002,"Earl","D","McCoy","University of South Florida","USA",999,NA,NA,NA
"1858","ECOLOGY",1997,"Mark","A","McPeek","Dartmouth College","USA",2474,NA,"Hanover","NH"
"1859","ECOLOGY",1988,"Duane","A","Meeter","Florida State University","USA",788,NA,"Tallahassee","FL"
"1860","ECOLOGY",2002,"Frederick","C","Meinzer","USDA Forest Service","USA",1107,NA,NA,NA
"1861","ECOLOGY",1996,"Bruce",NA,"Menge","Oregon State University","USA",325,NA,"Corvallis","OR"
"1862","ECOLOGY",2002,"Eric",NA,"Menges","Archbold Biological Station","USA",1003,NA,NA,NA
"1863","ECOLOGY",1995,"Frank","J","Messina","Utah State University","USA",1109,NA,"Logan","UT"
"1864","ECOLOGY",2002,"William","K","Michener","University of New Mexico","USA",3771,NA,NA,NA
"1865","ECOLOGY",1998,"Donald","B","Miles","Ohio University","USA",789,NA,"Athens","OH"
"1866","ECOLOGY",1985,"Lee","N","Miller","Cornell University","USA",2207,NA,"Ithaca","NY"
