"","JOURNAL","YEAR","FIRST_NAME","MIDDLE_NAME","LAST_NAME","INST","COUNTRY","editor_id","UNIT","CITY","STATE"
"831","JBIOG",2010,"Kevin","C","Burns","Victoria University Of Wellington","New Zealand",1987,NA,NA,NA
"832","JBIOG",2010,"Michael","N","Dawson","University of California-Merced","USA",2343,NA,NA,NA
"833","JBIOG",2010,"Craig","R","McClain","Duke University","USA",524,NA,NA,NA
"834","JBIOG",2010,"Peter","B","Pearman","Swiss Federal Research Institute Wsl","Switzerland",2890,NA,NA,NA
"835","JBIOG",2011,"Hans","Peter","Comes","University Of Salzburg","Austria",1292,NA,NA,NA
"836","JBIOG",2011,"Leslie","J","Rissler","The University Of Alabama","USA",2231,NA,NA,NA
"837","JBIOG",2011,"Luiz","A","Rocha","California Academy Of Sciences","USA",2232,NA,NA,NA
"838","JBIOG",2011,"Joseph","A","Veech","Texas State University","USA",1926,NA,NA,NA
"839","JBIOG",2013,"W","Daniel","Kissling","Aarhus University","Denmark",3758,NA,NA,NA
"840","JBIOG",2013,"Richard","J","Ladle","Icbs Ufal And Oxford University","Brazil And UK",3125,NA,NA,NA
"841","JBIOG",2013,"John","R","Stewart","Bournemouth University","United Kingdom",1891,NA,NA,NA
"842","JAPE",1985,"B","L","Bayne"," ","United Kingdom",242,NA,NA,NA
"843","JAPE",1985,"David","E","Bignell"," ","United Kingdom",629,NA,NA,NA
"844","JAPE",1985,"William","C","Block"," ","United Kingdom",3714,NA,NA,NA
"845","JAPE",1985,"Anthony","David","Bradshaw"," ","United Kingdom",24,NA,NA,NA
"846","JAPE",1985,"J","P","Cooper"," ","United Kingdom",1521,NA,NA,NA
"847","JAPE",1985,"John","Patrick","Croxall"," ","United Kingdom",1531,NA,NA,NA
"848","JAPE",1985,"Ron","W","Edwards"," ","United Kingdom",3048,NA,NA,NA
"849","JAPE",1985,"Tom","C","Hutchinson","Trent University ","Canada",3569,NA,NA,NA
"850","JAPE",1985,"Roger",NA,"Mead"," ","United Kingdom",3150,NA,NA,NA
"851","JAPE",1985,"John","Lennox","Monteith"," ","United Kingdom",1773,NA,NA,NA
"852","JAPE",1985,"Michael","Green","Morris"," ","United Kingdom",2484,NA,NA,NA
"853","JAPE",1985,"Wendy","A","Rees","Mount Makulu Research Station ","Zambia",3784,NA,NA,NA
"854","JAPE",1985,"T","M","Roberts"," ","United Kingdom",3630,NA,NA,NA
"855","JAPE",1985,"Arthur","John","Rutter"," ","United Kingdom",186,NA,NA,NA
"856","JAPE",1985,"Roy","W","Snaydon"," ","United Kingdom",3222,NA,NA,NA
"857","JAPE",1985,"Janet","I","Sprent"," ","United Kingdom",1884,NA,NA,NA
"858","JAPE",1986,"Nigel",NA,"Bonner"," ","United Kingdom",2629,NA,NA,NA
"859","JAPE",1986,"Peter",NA,"Rothery"," ","United Kingdom",2910,NA,NA,NA
"860","JAPE",1988,"W",NA,"Day"," ","United Kingdom",3730,NA,NA,NA
"861","JAPE",1988,"Mark","O","Hill"," ","United Kingdom",2410,NA,NA,NA
"862","JAPE",1988,"Paul","Gordon","Jarvis"," ","United Kingdom",2840,NA,NA,NA
"863","JAPE",1988,"Rob","H","Marrs"," ","United Kingdom",3143,NA,NA,NA
"864","JAPE",1988,"John",NA,"Miles"," ","United Kingdom",1767,NA,NA,NA
"865","JAPE",1988,"Ian","F","Spellerberg"," ","United Kingdom",1420,NA,NA,NA
"866","JAPE",1988,"David",NA,"Welch"," ","United Kingdom",910,NA,NA,NA
"867","JAPE",1989,"Ralph","T","Clarke"," ","United Kingdom",3020,NA,NA,NA
"868","JAPE",1989,"Christopher",NA,"Mason"," ","United Kingdom",521,NA,NA,NA
"869","JAPE",1989,"Henry",NA,"Thomas"," ","United Kingdom",1368,NA,NA,NA
"870","JAPE",1990,"Nigel",NA,"Webb"," ","United Kingdom",2703,NA,NA,NA
"871","JAPE",1993,"David","A","Hill"," ","United Kingdom",722,NA,"Thetford",NA
"872","JAPE",1993,"Hugh","AP","Ingram"," ","United Kingdom",1316,NA,NA,NA
"873","JAPE",1996,"Rhys","E","Green"," ","United Kingdom",3075,NA,"Edinburgh",NA
"874","JAPE",1996,"Alison",NA,"Hester"," ","United Kingdom",104,NA,"Aberdeen",NA
"875","JAPE",1996,"David","I","McCracken"," ","United Kingdom",785,NA,"Auchincruive",NA
"876","JAPE",1996,"Steve","J","Ormerod"," ","United Kingdom",3422,NA,"Cardiff",NA
"877","JAPE",1996,"Mike","W","Pienkowski"," ","United Kingdom",2513,NA,"Peterborough",NA
"878","JAPE",1996,"Jo",NA,"Treweek"," ","United Kingdom",1913,NA,"Furzebrook",NA
"879","JAPE",1996,"Les","Green","Underhill"," ","South Africa",2250,NA,"Cape Town",NA
"880","JAPE",1997,"Les","Green","Firbank"," ","United Kingdom",2145,NA,"Merlewood",NA
"881","JAPE",1997,"Andrew","R","Watkinson"," ","United Kingdom",225,NA,NA,NA
"882","JAPE",1999,"W","M","Lonsdale"," ","Australia",3766,NA,"Canberra",NA
"883","JAPE",2000,"Nigel","D","Barlow","AgResearch ","New Zealand",2625,NA,"Lincoln",NA
"884","JAPE",2000,"James","M","Bullock"," ","United Kingdom",1490,NA,"Furzebrook",NA
"885","JAPE",2000,"Christopher","R","Dickman","University of Sydney ","Australia",435,NA,"Sydney",NA
"886","JAPE",2000,"Robert","P","Freckleton"," ","United Kingdom",3063,NA,"Norwich",NA
"887","JAPE",2000,"Glenn","R","Iason"," ","United Kingdom",1209,NA,"Aberdeen",NA
"888","JAPE",2001,"Chris","S","Elphick","University of Connecticut ","USA",442,NA,"Storrs","Connecticut"
"889","JAPE",2001,"Nicholas","J","Mills","University of California, Berkely ","USA",2670,NA,"Berkeley","California"
"890","JAPE",2001,"Suzanne","J","Milton","University of Cape Town ","South Africa",3408,NA,"Stellenbosch",NA
"891","JAPE",2001,"James","D","Nichols","US Geological Survey ","USA",1786,NA,"Laurel","Maryland"
"892","JAPE",2001,"Robert","J","Paxton","University of T_bingen ","Germany",3187,NA,"Tubingen",NA
"893","JAPE",2001,"Stephen","P","Rushton"," ","United Kingdom",3456,NA,"Newcastle upon Tyne",NA
"894","JAPE",2002,"Jacques",NA,"Baudry"," ","France",3881,NA,"Rennes",NA
"895","JAPE",2002,"Eleanor","Jane","Milner-Gulland"," ","United Kingdom",1004,NA,"London",NA
"896","JAPE",2002,"Jeremy",NA,"Wilson"," ","United Kingdom",3914,NA,"Edinburgh",NA
"897","JAPE",2003,"Jan","P","Bakker","University of Groningen ","Netherlands",1447,NA,"Haren",NA
"898","JAPE",2003,"Pall",NA,"Hersteinsson"," ","Iceland",2827,NA,"Reykjavik",NA
"899","JAPE",2003,"Jon",NA,"Marshall"," ","United Kingdom",3898,NA,NA,NA
"900","JAPE",2003,"Teja",NA,"Tscharntke"," ","Germany",3648,NA,"Gottingen",NA
"901","JAPE",2004,"Roy",NA,"Sanderson"," ","United Kingdom",3211,NA,"Newcastle upon Tyne",NA
"902","JAPE",2005,"Yvonne",NA,"Buckley"," ","Australia",3829,NA,"Brisbane",NA
"903","JAPE",2005,"Jennifer",NA,"Gill"," ","United Kingdom",1597,NA,"Norwich",NA
"904","JAPE",2005,"Graham",NA,"Smith"," ","United Kingdom",1260,NA,"York",NA
"905","JAPE",2005,"Philip","A","Stephens"," ","United Kingdom",2923,NA,"Bristol"," "
"906","JAPE",2006,"Justin","S","Brashares","University of California, Berkely ","USA",1481,NA,"Berkeley","California"
"907","JAPE",2006,"Marc",NA,"Cadotte"," ","USA",2322,NA,"Knoxville",NA
"908","JAPE",2006,"Joan",NA,"Cossentine"," ","Canada",1522,NA,"Summerland",NA
"909","JAPE",2006,"Andreas",NA,"Erhardt"," ","Switzerland",65,NA,"Basel",NA
"910","JAPE",2006,"Chris","LJ","Frid"," ","United Kingdom",454,NA,"Liverpool",NA
"911","JAPE",2006,"Paul",NA,"Giller"," ","Ireland",2813,NA,NA,NA
"912","JAPE",2006,"Phil",NA,"Hulme"," ","United Kingdom",2836,NA,NA,NA
"913","JAPE",2006,"K","Ullas","Karanth","Wildlife Conservation Society ","India",2025,NA,"Bangalore",NA
"914","JAPE",2006,"Jack","J","Lennon"," ","United Kingdom",1708,NA,"Aberdeen",NA
"915","JAPE",2006,"Jan",NA,"Leps"," ","Czech Republic",1709,NA,"Ceske Budejovice",NA
"916","JAPE",2006,"Andres",NA,"Punt"," ","USA",174,NA,"Seattle",NA
"917","JAPE",2006,"Richard","F","Pywell"," ","United Kingdom",3198,NA,"Cambridge",NA
"918","JAPE",2006,"John","S","Richardson","University of British Columbia ","Canada",3904,NA,"Vancouver",NA
"919","JAPE",2006,"Ingolf",NA,"Steffan-Dewenter"," ","Germany",1421,NA,"Gottingen",NA
"920","JAPE",2006,"Des",NA,"Thompson"," ","United Kingdom",890,NA,"Edinburgh",NA
"921","JAPE",2006,"Paul","M","Thompson"," ","United Kingdom",2936,NA,"Aberdeen",NA
"922","JAPE",2006,"Wim","H","VanDerPutten","Netherlands Institute of Ecology; Wageningen University and Research Centre ","Netherlands",3814,NA,"Heteren",NA
"923","JAPE",2006,"Matthew","J","Walpole"," ","United Kingdom",2598,NA,"Cambridge",NA
"924","JAPE",2007,"Javier",NA,"Bustamante"," ","Spain",1494,NA,"Seville",NA
"925","JAPE",2007,"Rosie",NA,"Hails"," ","United Kingdom",3081,NA,"Oxford",NA
"926","JAPE",2007,"Fangliang",NA,"He"," ","Canada",1079,NA,"Alberta",NA
"927","JAPE",2007,"Mark",NA,"Hebblewhite"," ","USA",2407,NA,"Montana",NA
"928","JAPE",2007,"David",NA,"Kleijn"," ","Netherlands",747,NA,"Nijmegen",NA
"929","JAPE",2007,"William",NA,"Montevecchi"," ","Canada",3772,NA,"Newfoundland",NA
"930","JAPE",2007,"Simon",NA,"Thirgood"," ","United Kingdom",3486,NA,NA,NA
"931","JAPE",2007,"Mark",NA,"Whittingham"," ","United Kingdom",2608,NA,"Newcastle upon Tyne",NA
"932","JAPE",2007,"Chris",NA,"Wilcox"," ","Australia",593,NA,"Hobart",NA
"933","JAPE",2008,"Jos",NA,"Barlow"," ","United Kingdom",1452,NA,"Lancaster",NA
"934","JAPE",2008,"Yann",NA,"Clough"," ","Germany",3833,NA,"Gottingen",NA
"935","JAPE",2008,"Johan","T","DuToit","Utah State University ","USA",1554,NA,NA,"Utah"
"936","JAPE",2008,"Esteban",NA,"Fernandez-Juricic"," ","USA",965,NA,"Long Beach","California"
"937","JAPE",2008,"Morten",NA,"Frederiksen"," ","Denmark",2378,NA,"Roakslide",NA
"938","JAPE",2008,"Daniel",NA,"Haydon"," ","United Kingdom",718,NA,NA,NA
"939","JAPE",2008,"Julia",NA,"Jones"," ","United Kingdom",1659,NA,"Bangor"," "
"940","JAPE",2008,"Paul",NA,"Lukacs"," ","USA",2860,NA,"Fort Collins","Colorado"
"941","JAPE",2008,"Jason",NA,"Matthiopoulos"," ","United Kingdom",1748,NA,"St. Andrews"," "
"942","JAPE",2008,"Michael","A","McCarthy","Royal Botanic Gardens, Melbourne ","Australia",2468,NA,"Melbourne",NA
"943","JAPE",2008,"Quentin",NA,"Paynter"," ","New Zealand",2964,NA,"Auckland",NA
"944","JAPE",2008,"Nathalie",NA,"Pettorelli"," ","United Kingdom",2679,NA,"London",NA
"945","JAPE",2008,"Jonathan",NA,"Rhodes"," ","Australia",1831,NA,NA,NA
"946","JAPE",2008,"Andy",NA,"Sheppard"," ","Australia",196,NA,NA,NA
"947","JAPE",2008,"Brenden",NA,"Wintle"," ","Australia",377,NA,"Melbourne",NA
"948","JAPE",2009,"Christl",NA,"Donnelly"," ","United Kingdom",437,NA,"London",NA
"949","JAPE",2009,"Nicholas",NA,"Dulvy"," ","Canada",2640,NA,"Vancouver",NA
"950","JAPE",2010,"Jane",NA,"Memmott"," ","United Kingdom",1757,NA,NA,NA
"951","JAPE",2010,"J","Andrew","Royle"," USGS Patuxent Wildlife Research Center","USA",1848,NA,NA,NA
"952","JAPE",2011,"Paul",NA,"Armsworth"," ","USA",2757,NA,NA,NA
"953","JAPE",2011,"Shelley",NA,"Arnott"," ","Canada",3272,NA,NA,NA
"954","JAPE",2011,"Lesley",NA,"Batty"," ","United Kingdom",2125,NA,NA,NA
"955","JAPE",2011,"Harald",NA,"Bugmann"," ","Switzerland",1290,NA,NA,NA
"956","JAPE",2011,"Jennifer",NA,"Firn"," ","Australia",1573,NA,NA,NA
"957","JAPE",2011,"Doug",NA,"Landis"," ","USA",755,NA,NA,NA
"958","JAPE",2011,"Owen",NA,"Lewis"," ","United Kingdom",2726,NA,NA,NA
"959","JAPE",2011,"Eric",NA,"Morgan"," ","United Kingdom",1006,NA,NA,NA
"960","JAPE",2011,"Juliet",NA,"Osborne"," ","United Kingdom",1793,NA,NA,NA
"961","JAPE",2011,"Michael",NA,"Pocock"," ","United Kingdom",2517,NA,NA,NA
"962","JAPE",2011,"Richard",NA,"Wadsworth"," Centre for Ecology and Hydrology","United Kingdom",3242,NA,"Abbots Ripton",NA
"963","JAPE",2011,"Brian",NA,"Wilsey"," ","USA",376,NA,NA,NA
"964","JAPE",2012,"David",NA,"Angeler"," ","Sweden",608,NA,NA,NA
"965","JAPE",2012,"Mel",NA,"Austen"," ","United Kingdom",2280,NA,NA,NA
"966","JAPE",2012,"Malcom",NA,"Bennett"," ","United Kingdom",2294,NA,NA,NA
"967","JAPE",2012,"Danny",NA,"Hooftman"," ","United Kingdom",727,NA,NA,NA
"968","JAPE",2013,"Michael",NA,"Bode"," ","Australia",2303,NA,NA,NA
"969","JAPE",2013,"Paulo",NA,"Brando"," ","Brazil",2771,NA,NA,NA
"970","JAPE",2013,"Erika",NA,"Crispo"," ","Canada",951,NA,NA,NA
"971","JAPE",2013,"Paul",NA,"Kardol"," ","Sweden",2844,NA,NA,NA
"972","JAPE",2013,"Santiago",NA,"Saura"," ","Spain",3461,NA,NA,NA
"973","JAPE",2013,"Steve",NA,"Votier"," ","United Kingdom",3495,NA,NA,NA
"974","JAPE",2014,"Christina",NA,"Banks-Leite"," ","United Kingdom",390,NA,NA,NA
"975","JAPE",2014,"Julia",NA,"Blanchard"," ","United Kingdom",1470,NA,NA,NA
"976","JAPE",2014,"Vincent",NA,"Devictor"," ","France",3681,NA,NA,NA
"977","JAPE",2014,"Jacqui",NA,"Frair"," ","USA",1578,NA,NA,NA
"978","JAPE",2014,"Richard",NA,"Fuller"," ","Australia",3930,NA,NA,NA
"979","JAPE",2014,"Hamish",NA,"McCallum"," ","Australia",1339,NA,NA,NA
"980","JAPE",2014,"Ailsa",NA,"McKenzie"," ","United Kingdom",150,NA,NA,NA
"981","JAPE",2014,"Jeroen",NA,"Minderman"," ","United Kingdom",1770,NA,NA,NA
"982","JAPE",2014,"Tomas",NA,"Part"," ","Sweden",3619,NA,NA,NA
"983","JAPE",2014,"Shiqiang",NA,"Wan"," ","China",3498,NA,NA,NA
"984","JAPE",2015,"Christopher",NA,"Baraloto"," INRA","French Guiana",391,NA,NA,NA
"985","JAPE",2015,"Silke",NA,"Bauer"," NIOO","Netherlands",3277,NA,NA,NA
"986","JAPE",2015,"Joseph",NA,"Bennett"," ","Australia",3882,NA,NA,NA
"987","JAPE",2015,"Claudia",NA,"Bieber"," University of Veterinary Medicine","Australia",399,NA,NA,NA
"988","JAPE",2015,"Yong",NA,"Cao"," University of Illinois","USA",3830,NA,NA,NA
"989","JAPE",2015,"Guillaume",NA,"Chapron"," University of Agricultural Sciences","Sweden",1161,NA,NA,NA
"990","JAPE",2015,"Sarah",NA,"Diamond"," Case Western Reserve University","USA",3314,NA,NA,NA
"991","JAPE",2015,"Tim",NA,"Diekotter"," Justus Liebig Universitat","Germany",3536,NA,NA,NA
"992","JAPE",2015,"Don",NA,"Driscoll"," Austrailan National University","Australia",673,NA,NA,NA
"993","JAPE",2015,"John",NA,"Finn"," ","Ireland",1572,NA,NA,NA
"994","JAPE",2015,"Mattew",NA,"Hayward"," Bangor University","United Kingdom",2404,NA,NA,NA
"995","JAPE",2015,"Jani",NA,"Heino"," Finnish Environment Institute","Finland",1631,NA,NA,NA
"996","JAPE",2015,"Jeremy",NA,"James"," University of California","USA",1655,NA,NA,NA
"997","JAPE",2015,"Ian",NA,"Kaplan"," ","USA",1403,NA,NA,NA
"998","JAPE",2015,"Jin-tian",NA,"Li"," Sun Yat-Sen University","China",1712,NA,NA,NA
"999","JAPE",2015,"Peter",NA,"Manning"," University of Bern","Switzerland",2863,NA,NA,NA
"1000","JAPE",2015,"Joslin",NA,"Moore"," University of Melbourne","Australia",1774,NA,NA,NA
"1001","JAPE",2015,"Akira",NA,"Mori"," Yokohama National University","Japan",159,NA,NA,NA
"1002","JAPE",2015,"Jorg",NA,"Muller"," Bavarian Forest National Park","Germany",1778,NA,NA,NA
"1003","JAPE",2015,"Ralph","Mac","Nally"," University of Canberra","Australia",3170,NA,NA,NA
"1004","JAPE",2015,"Henrik",NA,"Osterblom"," Stockholm Resilience Centre","Sweden",1343,NA,NA,NA
"1005","JAPE",2015,"Jason",NA,"Rohr"," University of South Florida","USA",1841,NA,NA,NA
"1006","JAPE",2015,"Tadeu",NA,"Siqueira"," Sao Paulo State University","Brazil",3639,NA,NA,NA
"1007","JAPE",2015,"Gavin",NA,"Siriwardena"," British Trust for Ornithology","United Kingdom",1259,NA,NA,NA
"1008","JAPE",2015,"Lara",NA,"Souza"," Oklahoma University","USA",2244,NA,NA,NA
"1009","JAPE",2015,"Angela",NA,"Strecker"," ","USA",209,NA,NA,NA
"1010","JAPE",2015,"Verena",NA,"Trenkel"," IFREMER","France",3703,NA,NA,NA
"1011","JAPE",2015,"Steve",NA,"Wills"," ","United Kingdom",3503,NA,"Durham",NA
"1012","JANE",1985,"C","J","Krebs","University of British Columbia","Canada",500,NA,NA,NA
"1013","JANE",1985,"J","R","Krebs","Princeton University","USA",1683,NA,NA,NA
"1014","JANE",1985,"J","H","Lawton","University of York","United Kingdom",1702,"Deptartment of Biology",NA,NA
"1015","JANE",1985,"L","P","Lefkovitch","Beaverlodge res farm","Canada",2194,NA,NA,NA
"1016","JANE",1985,"R","HK","Mann","University Lodz","Poland",3141,NA,NA,NA
"1017","JANE",1991,"Paul","S","Giller","Cork","Ireland",2813,NA,NA,NA
"1018","JANE",1991,"Stuart","L","Pimm","Knoxville","USA",3439,NA,NA,NA
"1019","JANE",2006,"Pete","J","Hudson","Pennsylvania","USA",2835,NA,NA,NA
"1020","JANE",2011,"James","H","Jones","Stanford University","USA",3896,NA,NA,NA
"1021","FEM",1984,"Folke",NA,"Andersson","Swedish University of Agricultural Sciences","Sweden",1048,NA,"Uppsala",NA
"1022","FEM",1984,"David","I","Bevege","Australian International Development Bureau","Australia",626,NA,"Beecroft",NA
"1023","FEM",1984,"E","P","Farrell","University College Dublin","Ireland",964,NA,"Dublin",NA
"1024","FEM",1984,"David","M","Griffin","ANUTECH Australian National University","Australia",711,NA,"Canberra",NA
"1025","FEM",1984,"J","J","Havel","Forests Department of Western Australia","Australia",3895,NA,"Perth",NA
"1026","FEM",1984,"Wenyu",NA,"Hsiung","Nanjing Forestry University","China",3751,NA,"Nanjing",NA
"1027","FEM",1984,"Stanley","L","Krugman","USDA Forest Service","USA",3383,NA,"Washington DC","Washington DC"
"1028","FEM",1984,"Joe","J","Landsberg","Commonwealth Scientific and Industrial Research Organisation CSIRO","Australia",1693,NA,"Canberra",NA
"1029","FEM",1984,"Jean","Paul","Lanly","Food and Agriculture Organization FAO","Italy",1695,"Forest Resources Division","Rome",NA
"1030","FEM",1984,"F","T","Last","Institute of Terrestrial Ecology ","United Kingdom",1095,NA,"Penicuik",NA
"1031","FEM",1984,"Bjorn","O","Lundgren","International Center for Research in Agroforestry ICRAF","Kenya",311,NA,"Nairobi",NA
"1032","FEM",1984,"Zev",NA,"Naveh","Israel Institute of Technology","Israel",3846,"Agricultural Engineering","Haifa",NA
"1033","FEM",1984,"Frank","J","Newhook","Department of Scientific and Industrial Research","New Zealand",1113,NA,"Auckland",NA
"1034","FEM",1984,"Frederick",NA,"Owino","Moi University","Kenya",1114,"Forestry and Wildlife","Nairobi",NA
"1035","FEM",1984,"Boyd","W","Post","USDA Forest Service","USA",341,NA,"Washington DC","Washington DC"
"1036","FEM",1984,"M",NA,"Rapp","Centre National de la Recherche Scientifique","France",NA,NA,"Montpellier",NA
"1037","FEM",1984,"Earl","L","Stone","University of Florida","USA",1030,"Institute of Food and Agricultural Sciences IFAS","Gainesville","Florida"
"1038","FEM",1984,"Oscar",NA,"Sziklai","University of British Columbia","Canada",2744,NA,"Vancouver",NA
"1039","FEM",1984,"John","C","Tappeiner","Oregon State University","USA",1900,NA,"Corvallis","Oregon"
"1040","FEM",1985,"Rorke","B","Bryan","University of Toronto","Canada",2999,NA,"Toronto","Ontario"
"1041","FEM",1985,"Robert","L","Burgess","State University of New York","USA",3005,NA,"Syracuse","New York"
"1042","FEM",1985,"Marc","J","Dourojeanni","Universidad Nacional Agraria","Peru",2351,NA,"Lima",NA
"1043","FEM",1985,"F","Thomas","Ledig","University of California Davis","USA",1096,"Institute of Forest Genetics","Berkeley","California"
"1044","FEM",1985,"G",NA,"Malajczuk","Department of Conservation and Land Management","Australia",2663,NA,"South Pert",NA
"1045","FEM",1985,"E","Kristian","Morgenstern","University of New Brunswick","Canada",1007,NA,"Fredericton",NA
"1046","FEM",1985,"Norman",NA,"Myers","University of Oxford","United Kingdom",2673,NA,"Oxford",NA
"1047","FEM",1985,"Geoffrey","B","Sweet","University of Canterbury","New Zealand",1262,NA,"Christchurch",NA
"1048","FEM",1986,"Gunnar",NA,"Abrahamsen","Agricultural University of Norway","Norway",1145,NA,"As",NA
"1049","FEM",1986,"Michael","P","Coutts","Forestry Comission Northern Research Station","United Kingdom",2337,NA,"Roslin",NA
"1050","FEM",1986,"John","B","Hall","University College of North Wales","United Kingdom",3894,NA,"Bangor",NA
"1051","FEM",1986,"Paul","J","Kalisz","University of Kentucky","USA",2843,NA,"Lexington","Kentucky"
"1052","FEM",1986,"E",NA,"Malkonen","Finnish Forest Research Institute","Finland",994,NA,"Vantaa",NA
"1053","FEM",1986,"Marcio","AR","Nahuz","Instituto de Pesquisas Tecnologicas do Estado de Sao Paulo","Brazil",2487,NA,"Sao Paulo",NA
"1054","FEM",1986,"EK","Sadanandam","Nambiar","Commonwealth Scientific and Industrial Research Organisation CSIRO","Australia",1010,"Division of Forest Research","Mount Gambier",NA
"1055","FEM",1987,"Melvin","GR","Cannell","Institute of Terrestrial Ecology ","United Kingdom",2326,NA,"Penicuik",NA
"1056","FEM",1987,"E","David","Ford","University of Washington","USA",967,NA,"Seattle","Washington"
"1057","FEM",1987,"Peter",NA,"Hogberg","University of Umea","Sweden",2831,NA,"Umea",NA
"1058","FEM",1988,"Peter","H","Freer-Smith","The Forestry Commission","United Kingdom",2810,NA,"Farnham",NA
"1059","FEM",1989,"J","Douglas","Deans","Centre for Ecology and Hydrology","United Kingdom",1538,NA,"Penicuik",NA
"1060","FEM",1989,"D","Paul","Dijkstra","Northern Arizona University","USA",669,NA,"Flagstaff","Arizona"
"1061","FEM",1989,"Jagdish","C","Nautiyal","University of Toronto","Canada",1782,NA,"Toronto",NA
"1062","FEM",1989,"P","S","Ramakrishnan","Jawaharlal Nehru University","India",2900,NA,"New Delhi",NA
"1063","FEM",1989,"Arthur","Green","Raske","Newfoundland Forestry Center","Canada",178,NA,"St. John's  in Newfoundland and Labrador",NA
"1064","FEM",1990,"Riccardo",NA,"Morandini","Istituto Sperimentale per la Selvicoltura","Italy",3162,NA,"Arezzo",NA
"1065","FEM",1990,"Choolazhi","TS","Nair","Food and Agriculture Organization FAO","Italy",536,NA,"Rome",NA
"1066","FEM",1990,"Laurence",NA,"Roche","Ponteficio Collegio Irlandese","Italy",2233,NA,"Rome",NA
"1067","FEM",1991,"Mulkh","R","Ahuja","Federal Research Centre for Forestry and Forest Products BFH","Germany",2266,NA,"Grosshandsdorf",NA
"1068","FEM",1991,"Ronnie","de","Camino","Center for Tropical Agricultural Research and Education CATIE","Costa Rica",3011,NA,"San Jose",NA
"1069","FEM",1991,"Joao","S","de Queiroz","University of Botswana","Botswana",1541,NA,"Gaborone",NA
"1070","FEM",1991,"M","J","Foxe","National Center for Agriculture and Veterinary Biotechnology","Ireland",2375,NA,"Dublin",NA
"1071","FEM",1991,"Takao",NA,"Fujimori","†Forestry and Forest Products Research Institute","Japan",3549,NA,"Ibaraki",NA
"1072","FEM",1991,"Richard","A","Goyer","Louisiana State University","USA",3073,NA,"Baton Rouge","Lousiana"
"1073","FEM",1991,"Gary","S","Hartshorn","World Wildlife Fund","USA",1194,NA,"Washington DC","Washington DC"
"1074","FEM",1991,"Michael",NA,"Hauhs","University of Gˆttingen","Germany",2402,"nstitute for Soil Science and Forest Nutrition","Gottingen",NA
"1075","FEM",1991,"Emil",NA,"Klimo","University of Agriculture","Czech Republic",989,NA,"Brno",NA
"1076","FEM",1991,"B","Mohan","Kumar","Kerala Agricultural University","India",305,NA,"Kerala",NA
"1077","FEM",1991,"Douglas","C","Malcolm","University of Edinburgh","United Kingdom",776,NA,"Edinburgh",NA
"1078","FEM",1991,"John","A","McLean","University of British Columbia","Canada",1754,NA,"Vancouver",NA
"1079","FEM",1991,"Lennart",NA,"Rasmussen","Danish Forest and Landscape Research Institute","Denmark",2225,NA,"Hoersholm",NA
"1080","FEM",1992,"Dan",NA,"Binkley","Colorado State University","USA",630,"Forest and Wood Science","Fort Collins","Colorado"
"1081","FEM",1992,"Mairtin","P","MacSiurtain","University College Dublin","Ireland",2459,NA,"Dublin",NA
"1082","FEM",1993,"Alan","R","Ek","University of Minnesota","USA",62,"Department of Forest Resources","Saint Paul ","Minnesota"
"1083","FEM",1993,"Robert","F","Powers","US Forest Service Pacific Southwest Research Station","USA",3195,NA,"Redding","California"
"1084","FEM",1994,"Douglas","A","Maguire","Colorado State University","USA",775,NA,"Seattle","Washington "
"1085","FEM",1994,"G","MJ","Mohren","Wageningen University","Netherlands",1234,"Institute for Forestry and Nature Research (IBN-DLO)","Wageningen",NA
"1086","FEM",1995,"Dennis","P","Dykstra","Center for International Forestry Research CIFOR","Indonesia",677,NA,"Jakarta",NA
"1087","FEM",1995,"James","N","Long","Utah State University","USA",1722,NA,"Logan","Utah"
"1088","FEM",1995,"Ariel","E","Lugo","International Institute of Tropical Forestry","USA",139,NA,"Rio Piedras","Puerto Rico"
"1089","FEM",1995,"Franz",NA,"Makeschin","Martin Luther University","Germany",1103,NA,"Halle",NA
"1090","FEM",1995,"John","A","Stanturf","USDA Forest Service Southern Research Station","USA",1888,NA,"Stoneville","Mississippi"
"1091","FEM",1996,"Rene",NA,"Alfaro","Canadian Forestry Service","Canada",2970,NA,"Victoria",NA
"1092","FEM",1996,"Peter",NA,"Attiwill","University of Melbourne","Australia",2759,NA,"Melbourne",NA
"1093","FEM",1996,"Julio","C","CaIvo","Instituto Tecnologico de Costa Rica","Costa Rica",1497,NA,"Cartago",NA
"1094","FEM",1996,"Greg",NA,"Ruark","USDA Forest Service","USA",1255,NA,"Washington DC","Washington DC"
"1095","FEM",1996,"Roger",NA,"Sands","University of Canterbury","New Zealand",3212,NA,"Christchurch",NA
"1096","FEM",1996,"Kim","von","Weissenberg","University of Helsinki","Finland",2108,NA,"Helsinki",NA
"1097","FEM",1997,"Stephanos",NA,"Diamandis","Forest Research Institute","Greece",3313,NA,"Thessaloniki",NA
"1098","FEM",1997,"Oscar","P","Garcia","French National School of Forestry ENGREF","France",2718,NA,"Nancy",NA
"1099","FEM",1997,"Jim","P","Lassoie","Cornell University","USA",1698,NA,"Ithaca","New York"
"1100","FEM",1997,"Risto",NA,"Paivinen","European Forestry Institute","Finland",3184,NA,"Joensuu",NA
