index,Name1,Name2,Name_sim,Name_dist,
2058,vigo,smithsonian environmental research center,0.073170732,38,
2175,york,universidad mayor de san simon cochabamba,0.073170732,38,
731,inta,university of maryland center for environmental science,0.072727273,51,
97,ceh,african agricultural technology foundation,0.071428571,39,
107,ceh,appalachian state university,0.071428571,26,
131,ceh,center for international forestry research,0.071428571,39,
201,ceh,imperial college of science and technology,0.071428571,39,
232,ceh,marine parks center of japan,0.071428571,26,
269,ceh,newfoundland forestry center,0.071428571,26,
402,ceh,victorian school of forestry,0.071428571,26,
444,ciep,gorgan university of agricultural sciences,0.071428571,39,
445,ciep,imperial college of science and technology,0.071428571,39,
467,ciep,siberian branch of the academy of sciences,0.071428571,39,
654,inta,citadel military college of south carolina,0.071428571,39,
665,inta,french national institute for agricultural research inra,0.071428571,52,
1897,usda,african agricultural technology foundation,0.071428571,39,
1969,utah,citadel military college of south carolina,0.071428571,39,
1984,utah,southern illinois university,0.071428571,26,
376,ceh,usda arid land agricultural research center,0.069767442,40,
469,ciep,swedish university of agricultural sciences,0.069767442,40,
95,ceh,academy of sciences of russia,0.068965517,27,
139,ceh,china agricultural university,0.068965517,27,
154,ceh,conservation science partners,0.068965517,27,
178,ceh,federal forest reseach center,0.068965517,27,
246,ceh,mount makulu research station,0.068965517,27,
261,ceh,naturhistorisches museum wien,0.068965517,27,
320,ceh,tall timbers research station,0.068965517,27,
344,ceh,university of central florida,0.068965517,27,
407,ceh,weizmann institute of science,0.068965517,27,
1945,usgs,academy of sciences of russia,0.068965517,27,
129,ceh,center for energy and environmental research,0.068181818,41,
188,ceh,forestry comission northern research station,0.068181818,41,
430,ciep,center of biological and ecological sciences,0.068181818,41,
472,ciep,university of agricultural science bangalore,0.068181818,41,
2042,vigo,center for energy and environmental research,0.068181818,41,
117,ceh,bidhan chandra krishi viswavid,0.066666667,28,
122,ceh,california academy of sciences,0.066666667,28,
144,ceh,christopher newport university,0.066666667,28,
171,ceh,ecological research associates of new zealand,0.066666667,42,
235,ceh,max planck institute for demographic research,0.066666667,42,
270,ceh,nicholas copernicus university,0.066666667,28,
340,ceh,university of alaska anchorage,0.066666667,28,
343,ceh,university of central arkansas,0.066666667,28,
345,ceh,university of ceske budejovice,0.066666667,28,
348,ceh,university of illinois chicago,0.066666667,28,
383,ceh,usfs southern research station,0.066666667,28,
451,ciep,interuniversity institute for marine sciences,0.066666667,42,
692,inta,national center for agriculture and veterinary biotechnology,0.066666667,56,
2050,vigo,institute of marine environment and resources,0.066666667,42,
668,inta,helmholtz centre for environmental research ufz leipzig halle,0.06557377,57,
103,ceh,alterra research institute for the green world,0.065217391,43,
120,ceh,botanisches institat der universitat hohenheim,0.065217391,43,
150,ceh,conicet austral center for scientific research,0.065217391,43,
160,ceh,danish forest and landscape research institute,0.065217391,43,
233,ceh,max planck institute for behavioral physiology,0.065217391,43,
274,ceh,norwegian university of science and technology,0.065217391,43,
435,ciep,conicet austral center for scientific research,0.065217391,43,
461,ciep,norwegian university of science and technology,0.065217391,43,
2053,vigo,max planck institute for behavioral physiology,0.065217391,43,
184,ceh,florida institute of technology,0.064516129,29,
196,ceh,georgia institute of technology,0.064516129,29,
272,ceh,northwest marine technology inc,0.064516129,29,
284,ceh,research and development mwrdgc,0.064516129,29,
323,ceh,technical university of dresden,0.064516129,29,
342,ceh,university of california merced,0.064516129,29,
359,ceh,university of michigan dearborn,0.064516129,29,
392,ceh,usgs great lakes science center,0.064516129,29,
399,ceh,usonr naval research laboratory,0.064516129,29,
187,ceh,forestry and forest products research institute,0.063829787,44,
195,ceh,geomar helmholtz center for ocean research kiel,0.063829787,44,
199,ceh,helmholtz centre for environmental research ufz,0.063829787,44,
453,ciep,ministry of technology environment and sciences,0.063829787,44,
529,csic,national fish and wildlife forensics laboratory,0.063829787,44,
2048,vigo,helmholtz centre for environmental research ufz,0.063829787,44,
2054,vigo,ministry of technology environment and sciences,0.063829787,44,
1913,usda,usda cooperative state research education and extension service,0.063492063,59,
163,ceh,department of scientific and industrial research,0.0625,45,
168,ceh,dresden university of technology,0.0625,30,
217,ceh,kerala forest research institute,0.0625,30,
236,ceh,max planck institute for plant breeding research,0.0625,45,
283,ceh,rensselaer polytechnic institute,0.0625,30,
310,ceh,stockholm international peace research institute,0.0625,45,
326,ceh,technische universitat darmstadt,0.0625,30,
391,ceh,usgs fort collins science center,0.0625,30,
441,ciep,department of scientific and industrial research,0.0625,45,
1909,usda,us army engineer research and development center,0.0625,45,
664,inta,french agricultural research centre for international development,0.061538462,61,
147,ceh,cnrs centre national de la recherche scientifique,0.06122449,46,
209,ceh,international center for research in agroforestry,0.06122449,46,
398,ceh,usgs wisconsin cooperative wildlife research unit,0.06122449,46,
414,ceh,wsl institute for snow and avalanche research sfl,0.06122449,46,
433,ciep,cnrs centre national de la recherche scientifique,0.06122449,46,
181,ceh,finnish forest research institute,0.060606061,31,
216,ceh,karlsruhe institute of technology,0.060606061,31,
256,ceh,national marine fisheries service,0.060606061,31,
303,ceh,siberian central botanical garden,0.060606061,31,
305,ceh,smithsonian migratory bird center,0.060606061,31,
322,ceh,technical university of darmstadt,0.060606061,31,
393,ceh,usgs national resources inventory,0.060606061,31,
408,ceh,western australian ecology centre,0.060606061,31,
223,ceh,leibniz centre for agricultural landscape research,0.06,47,
468,ciep,suny college of environmental science and forestry,0.06,47,
479,ciep,usgs forest and rangeland ecosystem science center,0.06,47,
2059,vigo,suny college of environmental science and forestry,0.06,47,
152,ceh,conicet centro nacional patagonico,0.058823529,32,
186,ceh,forest research lnstitute malaysia,0.058823529,32,
231,ceh,manchester metropolitan university,0.058823529,32,
262,ceh,nbs northern prarie science center,0.058823529,32,
263,ceh,nerc centre for population biology,0.058823529,32,
282,ceh,rangeland ecosystem science center,0.058823529,32,
297,ceh,school of bio sci,0.058823529,16,
330,ceh,tijuana estuarine research reserve,0.058823529,32,
336,ceh,university london imperial coll sci technol and med,0.058823529,48,
357,ceh,university of massachusetts boston,0.058823529,32,
389,ceh,usgs biological resources division,0.058823529,32,
405,ceh,wageningen university and research,0.058823529,32,
450,ciep,instituto venezolano de investigaciones cientificas,0.058823529,48,
680,inta,international union for conservation of nature and natural resources,0.058823529,64,
879,nerc,riso dtu national laboratory for sustainable energy,0.058823529,48,
1904,usda,riso dtu national laboratory for sustainable energy,0.058823529,48,
1974,utah,new south wales national parks and wildlife service,0.058823529,48,
255,ceh,national institute of water and atmospheric research,0.057692308,49,
136,ceh,centro de ciencias medioambientales,0.057142857,33,
161,ceh,denver museum of nature and science,0.057142857,33,
244,ceh,moline technology innovation center,0.057142857,33,
258,ceh,national museum of natural sciences,0.057142857,33,
265,ceh,netherlands institute of technology,0.057142857,33,
291,ceh,rose hulman institute of technology,0.057142857,33,
339,ceh,university of agricultural sciences,0.057142857,33,
174,ceh,environment canada national hydrology research center,0.056603774,50,
210,ceh,international centre of insect physiology and ecology,0.056603774,50,
252,ceh,national center for ecological analysis and synthesis,0.056603774,50,
2044,vigo,environment canada national hydrology research center,0.056603774,50,
106,ceh,appalachian environmental laboratory,0.055555556,34,
114,ceh,austrian research centre for forests,0.055555556,34,
260,ceh,natural environment research council,0.055555556,34,
415,ceh,wsl swiss federal research institute,0.055555556,34,
447,ciep,institut national scientifique et technnique d oceanographie et de peche,0.055555556,68,
132,ceh,center for tropical agricultural research and education,0.054545455,52,
476,ciep,university of maryland center for environmental science,0.054545455,52,
2061,vigo,university of maryland center for environmental science,0.054545455,52,
194,ceh,friedrich schiller university of jena,0.054054054,35,
275,ceh,ontario ministry of natural resources,0.054054054,35,
318,ceh,swiss federal institute of technology,0.054054054,35,
110,ceh,ashoka trust for research in ecology and the environment,0.053571429,53,
192,ceh,french national institute for agricultural research inra,0.053571429,53,
332,ceh,tropical savannas management cooperative research centre,0.053571429,53,
2041,vigo,ashoka trust for research in ecology and the environment,0.053571429,53,
105,ceh,anutech australian national university,0.052631579,36,
111,ceh,australian institute of marine science,0.052631579,36,
228,ceh,ludwig maximilian university of munich,0.052631579,36,
289,ceh,riverina college of advanced education,0.052631579,36,
317,ceh,swiss federal institute of aquatic science and technology,0.052631579,54,
364,ceh,university of north carolina charlotte,0.052631579,36,
395,ceh,usgs patuxent wildlife research center,0.052631579,36,
397,ceh,usgs western fisheries research center,0.052631579,36,
470,ciep,swiss federal institute of aquatic science and technology,0.052631579,54,
687,inta,laboratorio di geologia marina del cnr,0.052631579,36,
253,ceh,national centre for biological sciences,0.051282051,37,
271,ceh,noaa northeast fisheries science center,0.051282051,37,
273,ceh,norwegian institute for nature research,0.051282051,37,
337,ceh,university nacional de misiones conicet,0.051282051,37,
349,ceh,university of illinois urbana champaign,0.051282051,37,
386,ceh,usfws national wetlands research center,0.051282051,37,
183,ceh,florida dept of natural resources bureau of marine research,0.050847458,56,
218,ceh,khorasan agricultural and natural resources research center,0.050847458,56,
180,ceh,federal research centre for forestry and forest products bfh,0.05,57,
198,ceh,graduate university for advanced studies,0.05,38,
245,ceh,monterey bay aquarium research institute,0.05,38,
250,ceh,national center for agriculture and veterinary biotechnology,0.05,57,
286,ceh,research institute for nature management,0.05,38,
200,ceh,helmholtz centre for environmental research ufz leipzig halle,0.049180328,58,
319,ceh,systematisches geobotanisches institut und botanischer garten,0.049180328,58,
448,ciep,institute for landscape ecology of slovak academy of sciences,0.049180328,58,
2049,vigo,helmholtz centre for environmental research ufz leipzig halle,0.049180328,58,
121,ceh,buenos aires futures and options exchange,0.048780488,39,
193,ceh,french national school of forestry engref,0.048780488,39,
254,ceh,national environmental research institute,0.048780488,39,
257,ceh,national museum of natural history france,0.048780488,39,
301,ceh,shandong academy of agricultural sciences,0.048780488,39,
304,ceh,smithsonian environmental research center,0.048780488,39,
335,ceh,universidad mayor de san simon cochabamba,0.048780488,39,
316,ceh,swiss federal institute for forest snow and landscape research,0.048387097,59,
404,ceh,wageningen agricultural university and research center alterra,0.048387097,59,
477,ciep,university of natural resources and applied life sciences boku,0.048387097,59,
197,ceh,gorgan university of agricultural sciences,0.047619048,40,
202,ceh,indian forest service,0.047619048,20,
259,ceh,national park service,0.047619048,20,
302,ceh,siberian branch of the academy of sciences,0.047619048,40,
309,ceh,station detudes des gorilles et chimpanzes,0.047619048,40,
352,ceh,university of london imperial college of science and technology,0.047619048,60,
377,ceh,usda cooperative state research education and extension service,0.047619048,60,
475,ciep,university of london imperial college of science and technology,0.047619048,60,
315,ceh,swedish university of agricultural sciences,0.046511628,41,
189,ceh,french agricultural research centre for international development,0.046153846,62,
113,ceh,australian research center for urban ecology,0.045454545,42,
133,ceh,center of biological and ecological sciences,0.045454545,42,
220,ceh,labratory of general and apllied ichthyology,0.045454545,42,
238,ceh,mediterranean institute for advanced studies,0.045454545,42,
295,ceh,royal netherlands institute for sea research,0.045454545,42,
338,ceh,university of agricultural science bangalore,0.045454545,42,
387,ceh,usfws united state fish and wildlife service,0.045454545,42,
191,ceh,french national institute for agricultural research centre de nancy,0.044776119,64,
162,ceh,department of agriculture and water resources,0.044444444,43,
182,ceh,finnish game and fisheries research institute,0.044444444,43,
206,ceh,institute of marine environment and resources,0.044444444,43,
212,ceh,interuniversity institute for marine sciences,0.044444444,43,
268,ceh,new zealand research centre for urban ecology,0.044444444,43,
406,ceh,wageningen university research center alterra,0.044444444,43,
394,ceh,usgs northern prairie wildlife research center,0.043478261,44,
226,ceh,leibniz institute for zoo and wildlife research,0.042553191,45,
243,ceh,ministry of technology environment and sciences,0.042553191,45,
375,ceh,usda animal and plant health inspection service,0.042553191,45,
351,ceh,university of london college imperial college of science and technology,0.042253521,68,
474,ciep,university of london college imperial college of science and technology,0.042253521,68,
146,ceh,cnrs centre decologie fonctionnelle et evolutive,0.041666667,46,
204,ceh,institut national scientifique et technnique d oceanographie et de peche,0.041666667,69,
266,ceh,new mexico fish and wildlife conservation office,0.041666667,46,
372,ceh,us army engineer research and development center,0.041666667,46,
141,ceh,chris britton consultancy,0.04,24,
145,ceh,cnrs centre decologie des ressources renouvelables,0.04,48,
264,ceh,netherlands institute of ecology; wageningen university and research centre,0.04,72,
314,ceh,suny college of environmental science and forestry,0.04,48,
390,ceh,usgs forest and rangeland ecosystem science center,0.04,48,
137,ceh,centro de investigaciones y experiencias forestales,0.039215686,49,
224,ceh,leibniz institut fur meereswissenschaften ifmgeomar,0.039215686,49,
267,ceh,new south wales national parks and wildlife service,0.039215686,49,
403,ceh,virginia polytechnic institute and state university,0.039215686,49,
148,ceh,cnrs institut des sciences de levolution montpellier,0.038461538,50,
102,ceh,alfred wegener institut fur polar und meeresforschung,0.037735849,51,
285,ceh,research institute for agrobiology and soil fertility,0.037735849,51,
108,ceh,archbold biological station,0.037037037,26,
165,ceh,disteba universita di lecce,0.037037037,26,
354,ceh,university of maryland center for environmental science,0.036363636,53,
373,ceh,us fish and wildlife service,0.035714286,27,
205,ceh,institute for landscape ecology of slovak academy of sciences,0.032786885,59,
361,ceh,university of natural resources and applied life sciences boku,0.032258065,60,
211,ceh,international union for conservation of nature and natural resources,0.029411765,66,
179,ceh,federal research center for nature conservation and landscape ecology,0.028985507,67,
384,ceh,usfws idaho fish and wildlife office,0.027777778,35,
112,ceh,australian national parks and wildlife service,0.02173913,45,
