JOURNAL,YEAR,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,NOTES,INST.CORRECTED,,,,
"both$INST[both$LAST_NAME==""",walpole,""" & both$YEAR==",2006," & both$JOURNAL==""",JAPE,"""]<-""",fauna and flora international,"""",,"both$INST[both$LAST_NAME==""walpole"" & both$YEAR==2006 & both$JOURNAL==""JAPE""]<-""fauna and flora international""",,
"both$INST[both$LAST_NAME==""",walpole,""" & both$YEAR==",2009," & both$JOURNAL==""",JAPE,"""]<-""",fauna and flora international,"""",,"both$INST[both$LAST_NAME==""walpole"" & both$YEAR==2009 & both$JOURNAL==""JAPE""]<-""fauna and flora international""",,
"both$INST[both$LAST_NAME==""",welch,""" & both$YEAR==",1988," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""welch"" & both$YEAR==1988 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",welch,""" & both$YEAR==",1996," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""welch"" & both$YEAR==1996 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",ali,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",university of hong kong,"""",,"both$INST[both$LAST_NAME==""ali"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""university of hong kong""",,
"both$INST[both$LAST_NAME==""",ali,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of hong kong,"""",,"both$INST[both$LAST_NAME==""ali"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of hong kong""",,
"both$INST[both$LAST_NAME==""",bryson,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of washington,"""",,"both$INST[both$LAST_NAME==""bryson"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of washington""",,
"both$INST[both$LAST_NAME==""",carine,""" & both$YEAR==",2010," & both$JOURNAL==""",JBIOG,"""]<-""",natural history museum london,"""",,"both$INST[both$LAST_NAME==""carine"" & both$YEAR==2010 & both$JOURNAL==""JBIOG""]<-""natural history museum london""",,
"both$INST[both$LAST_NAME==""",carine,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",natural history museum london,"""",,"both$INST[both$LAST_NAME==""carine"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""natural history museum london""",,
"both$INST[both$LAST_NAME==""",cavers,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",nerc centre for ecology and hydrology,"""",,"both$INST[both$LAST_NAME==""cavers"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""nerc centre for ecology and hydrology""",,
"both$INST[both$LAST_NAME==""",chapman,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",nerc centre for ecology and hydrology,"""",,"both$INST[both$LAST_NAME==""chapman"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""nerc centre for ecology and hydrology""",,
"both$INST[both$LAST_NAME==""",diniz-filho,""" & both$YEAR==",2005," & both$JOURNAL==""",JBIOG,"""]<-""",universidade federal de goias,"""",,"both$INST[both$LAST_NAME==""diniz-filho"" & both$YEAR==2005 & both$JOURNAL==""JBIOG""]<-""universidade federal de goias""",,
"both$INST[both$LAST_NAME==""",diniz-filho,""" & both$YEAR==",2006," & both$JOURNAL==""",JBIOG,"""]<-""",universidade federal de goias,"""",,"both$INST[both$LAST_NAME==""diniz-filho"" & both$YEAR==2006 & both$JOURNAL==""JBIOG""]<-""universidade federal de goias""",,
"both$INST[both$LAST_NAME==""",emerson,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",csic - ipna,"""",,"both$INST[both$LAST_NAME==""emerson"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""csic - ipna""",,
"both$INST[both$LAST_NAME==""",emerson,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",csic - ipna,"""",,"both$INST[both$LAST_NAME==""emerson"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""csic - ipna""",,
"both$INST[both$LAST_NAME==""",gaither,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",durham university,"""",,"both$INST[both$LAST_NAME==""gaither"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""durham university""",,
"both$INST[both$LAST_NAME==""",gilman,""" & both$YEAR==",2010," & both$JOURNAL==""",JBIOG,"""]<-""",auckland university of technology,"""",,"both$INST[both$LAST_NAME==""gilman"" & both$YEAR==2010 & both$JOURNAL==""JBIOG""]<-""auckland university of technology""",,
"both$INST[both$LAST_NAME==""",gilman,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",auckland university of technology,"""",,"both$INST[both$LAST_NAME==""gilman"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""auckland university of technology""",,
"both$INST[both$LAST_NAME==""",guilhaumon,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",university of evora,"""",,"both$INST[both$LAST_NAME==""guilhaumon"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""university of evora""",,
"both$INST[both$LAST_NAME==""",guilhaumon,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",universite de montpellier,"""",,"both$INST[both$LAST_NAME==""guilhaumon"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""universite de montpellier""",,
"both$INST[both$LAST_NAME==""",hansen,""" & both$YEAR==",2011," & both$JOURNAL==""",JBIOG,"""]<-""",university of kwazulu natal,"""",,"both$INST[both$LAST_NAME==""hansen"" & both$YEAR==2011 & both$JOURNAL==""JBIOG""]<-""university of kwazulu natal""",,
"both$INST[both$LAST_NAME==""",hansen,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of zurich,"""",,"both$INST[both$LAST_NAME==""hansen"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of zurich""",,
"both$INST[both$LAST_NAME==""",harrison,""" & both$YEAR==",1985," & both$JOURNAL==""",JBIOG,"""]<-""",university college london,"""",,"both$INST[both$LAST_NAME==""harrison"" & both$YEAR==1985 & both$JOURNAL==""JBIOG""]<-""university college london""",,
"both$INST[both$LAST_NAME==""",harrison,""" & both$YEAR==",2004," & both$JOURNAL==""",JBIOG,"""]<-""",university college london,"""",,"both$INST[both$LAST_NAME==""harrison"" & both$YEAR==2004 & both$JOURNAL==""JBIOG""]<-""university college london""",,
"both$INST[both$LAST_NAME==""",higgins,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",goethe university frankfurt,"""",,"both$INST[both$LAST_NAME==""higgins"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""goethe university frankfurt""",,
"both$INST[both$LAST_NAME==""",higgins,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of otago,"""",,"both$INST[both$LAST_NAME==""higgins"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of otago""",,
"both$INST[both$LAST_NAME==""",holger,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of gottingen,"""",,"both$INST[both$LAST_NAME==""holger"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of gottingen""",,
"both$INST[both$LAST_NAME==""",holland,""" & both$YEAR==",1986," & both$JOURNAL==""",JBIOG,"""]<-""",university of otago,"""",,"both$INST[both$LAST_NAME==""holland"" & both$YEAR==1986 & both$JOURNAL==""JBIOG""]<-""university of otago""",,
"both$INST[both$LAST_NAME==""",holland,""" & both$YEAR==",2003," & both$JOURNAL==""",JBIOG,"""]<-""",university of otago,"""",,"both$INST[both$LAST_NAME==""holland"" & both$YEAR==2003 & both$JOURNAL==""JBIOG""]<-""university of otago""",,
"both$INST[both$LAST_NAME==""",jetz,""" & both$YEAR==",2006," & both$JOURNAL==""",JBIOG,"""]<-""",university of california san diego,"""",,"both$INST[both$LAST_NAME==""jetz"" & both$YEAR==2006 & both$JOURNAL==""JBIOG""]<-""university of california san diego""",,
"both$INST[both$LAST_NAME==""",jetz,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",yale university,"""",,"both$INST[both$LAST_NAME==""jetz"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""yale university""",,
"both$INST[both$LAST_NAME==""",katinas,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",museo de la plata,"""",,"both$INST[both$LAST_NAME==""katinas"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""museo de la plata""",,
"both$INST[both$LAST_NAME==""",kullman,""" & both$YEAR==",1991," & both$JOURNAL==""",JBIOG,"""]<-""",university of umea,"""",,"both$INST[both$LAST_NAME==""kullman"" & both$YEAR==1991 & both$JOURNAL==""JBIOG""]<-""university of umea""",,
"both$INST[both$LAST_NAME==""",kullman,""" & both$YEAR==",2004," & both$JOURNAL==""",JBIOG,"""]<-""",university of umea,"""",,"both$INST[both$LAST_NAME==""kullman"" & both$YEAR==2004 & both$JOURNAL==""JBIOG""]<-""university of umea""",,
"both$INST[both$LAST_NAME==""",lei,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",chinese academy of sciences,"""",,"both$INST[both$LAST_NAME==""lei"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""chinese academy of sciences""",,
"both$INST[both$LAST_NAME==""",maggs,""" & both$YEAR==",2008," & both$JOURNAL==""",JBIOG,"""]<-""",queens university belfast,"""",,"both$INST[both$LAST_NAME==""maggs"" & both$YEAR==2008 & both$JOURNAL==""JBIOG""]<-""queens university belfast""",,
"both$INST[both$LAST_NAME==""",maggs,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",queens university belfast,"""",,"both$INST[both$LAST_NAME==""maggs"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""queens university belfast""",,
"both$INST[both$LAST_NAME==""",masters,""" & both$YEAR==",2011," & both$JOURNAL==""",JBIOG,"""]<-""",university of kwazulu natal,"""",,"both$INST[both$LAST_NAME==""masters"" & both$YEAR==2011 & both$JOURNAL==""JBIOG""]<-""university of kwazulu natal""",,
"both$INST[both$LAST_NAME==""",masters,""" & both$YEAR==",2012," & both$JOURNAL==""",JBIOG,"""]<-""",university of ft hare,"""",,"both$INST[both$LAST_NAME==""masters"" & both$YEAR==2012 & both$JOURNAL==""JBIOG""]<-""university of ft hare""",,
"both$INST[both$LAST_NAME==""",parmakelis,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",university of athens,"""",,"both$INST[both$LAST_NAME==""parmakelis"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""university of athens""",,
"both$INST[both$LAST_NAME==""",parmakelis,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of athens,"""",,"both$INST[both$LAST_NAME==""parmakelis"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of athens""",,
"both$INST[both$LAST_NAME==""",paulay,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of florida,"""",,"both$INST[both$LAST_NAME==""paulay"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of florida""",,
"both$INST[both$LAST_NAME==""",phillimore,""" & both$YEAR==",2013," & both$JOURNAL==""",JBIOG,"""]<-""",university of edinburgh,"""",,"both$INST[both$LAST_NAME==""phillimore"" & both$YEAR==2013 & both$JOURNAL==""JBIOG""]<-""university of edinburgh""",,
"both$INST[both$LAST_NAME==""",phillimore,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",university of edinburgh,"""",,"both$INST[both$LAST_NAME==""phillimore"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""university of edinburgh""",,
"both$INST[both$LAST_NAME==""",prance,""" & both$YEAR==",2000," & both$JOURNAL==""",JBIOG,"""]<-""",royal botanic gardens kew,"""",,"both$INST[both$LAST_NAME==""prance"" & both$YEAR==2000 & both$JOURNAL==""JBIOG""]<-""royal botanic gardens kew""",,
"both$INST[both$LAST_NAME==""",prance,""" & both$YEAR==",2004," & both$JOURNAL==""",JBIOG,"""]<-""",royal botanic gardens kew,"""",,"both$INST[both$LAST_NAME==""prance"" & both$YEAR==2004 & both$JOURNAL==""JBIOG""]<-""royal botanic gardens kew""",,
"both$INST[both$LAST_NAME==""",richardson,""" & both$YEAR==",2011," & both$JOURNAL==""",JBIOG,"""]<-""",royal botanic garden edinburgh,"""",,"both$INST[both$LAST_NAME==""richardson"" & both$YEAR==2011 & both$JOURNAL==""JBIOG""]<-""royal botanic garden edinburgh""",,
"both$INST[both$LAST_NAME==""",richardson,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",royal botanic garden edinburgh,"""",,"both$INST[both$LAST_NAME==""richardson"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""royal botanic garden edinburgh""",,
"both$INST[both$LAST_NAME==""",schaefer,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",technical university of munich,"""",,"both$INST[both$LAST_NAME==""schaefer"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""technical university of munich""",,
"both$INST[both$LAST_NAME==""",stearns,""" & both$YEAR==",1985," & both$JOURNAL==""",JBIOG,"""]<-""",university of wisconsin,"""",,"both$INST[both$LAST_NAME==""stearns"" & both$YEAR==1985 & both$JOURNAL==""JBIOG""]<-""university of wisconsin""",,
"both$INST[both$LAST_NAME==""",stearns,""" & both$YEAR==",1990," & both$JOURNAL==""",JBIOG,"""]<-""",university of wisconsin,"""",,"both$INST[both$LAST_NAME==""stearns"" & both$YEAR==1990 & both$JOURNAL==""JBIOG""]<-""university of wisconsin""",,
"both$INST[both$LAST_NAME==""",triantis,""" & both$YEAR==",2010," & both$JOURNAL==""",JBIOG,"""]<-""",university of azores,"""",,"both$INST[both$LAST_NAME==""triantis"" & both$YEAR==2010 & both$JOURNAL==""JBIOG""]<-""university of azores""",,
"both$INST[both$LAST_NAME==""",triantis,""" & both$YEAR==",2014," & both$JOURNAL==""",JBIOG,"""]<-""",national & kapodistrian university,"""",,"both$INST[both$LAST_NAME==""triantis"" & both$YEAR==2014 & both$JOURNAL==""JBIOG""]<-""national & kapodistrian university""",,
"both$INST[both$LAST_NAME==""",vanderhammen,""" & both$YEAR==",1985," & both$JOURNAL==""",JBIOG,"""]<-""",university of amsterdam,"""",,"both$INST[both$LAST_NAME==""vanderhammen"" & both$YEAR==1985 & both$JOURNAL==""JBIOG""]<-""university of amsterdam""",,
"both$INST[both$LAST_NAME==""",vanderhammen,""" & both$YEAR==",1990," & both$JOURNAL==""",JBIOG,"""]<-""",university of amsterdam,"""",,"both$INST[both$LAST_NAME==""vanderhammen"" & both$YEAR==1990 & both$JOURNAL==""JBIOG""]<-""university of amsterdam""",,
"both$INST[both$LAST_NAME==""",watts,""" & both$YEAR==",1985," & both$JOURNAL==""",JBIOG,"""]<-""",university of hull,"""",,"both$INST[both$LAST_NAME==""watts"" & both$YEAR==1985 & both$JOURNAL==""JBIOG""]<-""university of hull""",,
"both$INST[both$LAST_NAME==""",watts,""" & both$YEAR==",1995," & both$JOURNAL==""",JBIOG,"""]<-""",university of hull,"""",,"both$INST[both$LAST_NAME==""watts"" & both$YEAR==1995 & both$JOURNAL==""JBIOG""]<-""university of hull""",,
"both$INST[both$LAST_NAME==""",dekroon,""" & both$YEAR==",2002," & both$JOURNAL==""",JECOL,"""]<-""",radboud university nijmegen,"""",,"both$INST[both$LAST_NAME==""dekroon"" & both$YEAR==2002 & both$JOURNAL==""JECOL""]<-""radboud university nijmegen""",,
"both$INST[both$LAST_NAME==""",dekroon,""" & both$YEAR==",2004," & both$JOURNAL==""",JECOL,"""]<-""",radboud university nijmegen,"""",,"both$INST[both$LAST_NAME==""dekroon"" & both$YEAR==2004 & both$JOURNAL==""JECOL""]<-""radboud university nijmegen""",,
"both$INST[both$LAST_NAME==""",etherington,""" & both$YEAR==",1985," & both$JOURNAL==""",JECOL,"""]<-""",cardiff university,"""",,"both$INST[both$LAST_NAME==""etherington"" & both$YEAR==1985 & both$JOURNAL==""JECOL""]<-""cardiff university""",,
"both$INST[both$LAST_NAME==""",etherington,""" & both$YEAR==",1990," & both$JOURNAL==""",JECOL,"""]<-""",university of wales,"""",,"both$INST[both$LAST_NAME==""etherington"" & both$YEAR==1990 & both$JOURNAL==""JECOL""]<-""university of wales""",,
"both$INST[both$LAST_NAME==""",gray,""" & both$YEAR==",1991," & both$JOURNAL==""",JECOL,"""]<-""",cardiff university,"""",,"both$INST[both$LAST_NAME==""gray"" & both$YEAR==1991 & both$JOURNAL==""JECOL""]<-""cardiff university""",,
"both$INST[both$LAST_NAME==""",hopkins,""" & both$YEAR==",1985," & both$JOURNAL==""",JECOL,"""]<-""",university of sheffield,"""",,"both$INST[both$LAST_NAME==""hopkins"" & both$YEAR==1985 & both$JOURNAL==""JECOL""]<-""university of sheffield""",,
"both$INST[both$LAST_NAME==""",huntely,""" & both$YEAR==",1987," & both$JOURNAL==""",JECOL,"""]<-""",cambridge university,"""",,"both$INST[both$LAST_NAME==""huntely"" & both$YEAR==1987 & both$JOURNAL==""JECOL""]<-""cambridge university""",,
"both$INST[both$LAST_NAME==""",huntley,""" & both$YEAR==",1985," & both$JOURNAL==""",JECOL,"""]<-""",cambridge university,"""",,"both$INST[both$LAST_NAME==""huntley"" & both$YEAR==1985 & both$JOURNAL==""JECOL""]<-""cambridge university""",,
"both$INST[both$LAST_NAME==""",huntley,""" & both$YEAR==",1988," & both$JOURNAL==""",JECOL,"""]<-""",cambridge university,"""",,"both$INST[both$LAST_NAME==""huntley"" & both$YEAR==1988 & both$JOURNAL==""JECOL""]<-""cambridge university""",,
"both$INST[both$LAST_NAME==""",lack,""" & both$YEAR==",1987," & both$JOURNAL==""",JECOL,"""]<-""",swansea university,"""",,"both$INST[both$LAST_NAME==""lack"" & both$YEAR==1987 & both$JOURNAL==""JECOL""]<-""swansea university""",,
"both$INST[both$LAST_NAME==""",lack,""" & both$YEAR==",1990," & both$JOURNAL==""",JECOL,"""]<-""",oxford brookes university,"""",,"both$INST[both$LAST_NAME==""lack"" & both$YEAR==1990 & both$JOURNAL==""JECOL""]<-""oxford brookes university""",,
"both$INST[both$LAST_NAME==""",long,""" & both$YEAR==",1986," & both$JOURNAL==""",JECOL,"""]<-""",university of essex,"""",,"both$INST[both$LAST_NAME==""long"" & both$YEAR==1986 & both$JOURNAL==""JECOL""]<-""university of essex""",,
"both$INST[both$LAST_NAME==""",ouborg,""" & both$YEAR==",2003," & both$JOURNAL==""",JECOL,"""]<-""",radboud university nijmegen,"""",,"both$INST[both$LAST_NAME==""ouborg"" & both$YEAR==2003 & both$JOURNAL==""JECOL""]<-""radboud university nijmegen""",,
"both$INST[both$LAST_NAME==""",ouborg,""" & both$YEAR==",2004," & both$JOURNAL==""",JECOL,"""]<-""",radboud university nijmegen,"""",,"both$INST[both$LAST_NAME==""ouborg"" & both$YEAR==2004 & both$JOURNAL==""JECOL""]<-""radboud university nijmegen""",,
"both$INST[both$LAST_NAME==""",vandermeijden,""" & both$YEAR==",1989," & both$JOURNAL==""",JECOL,"""]<-""",leiden university,"""",,"both$INST[both$LAST_NAME==""vandermeijden"" & both$YEAR==1989 & both$JOURNAL==""JECOL""]<-""leiden university""",,
"both$INST[both$LAST_NAME==""",vandermeijden,""" & both$YEAR==",1993," & both$JOURNAL==""",JECOL,"""]<-""",leiden university,"""",,"both$INST[both$LAST_NAME==""vandermeijden"" & both$YEAR==1993 & both$JOURNAL==""JECOL""]<-""leiden university""",,
"both$INST[both$LAST_NAME==""",vangroenendael,""" & both$YEAR==",1992," & both$JOURNAL==""",JECOL,"""]<-""",wageningen university and research,"""",,"both$INST[both$LAST_NAME==""vangroenendael"" & both$YEAR==1992 & both$JOURNAL==""JECOL""]<-""wageningen university and research""",,
"both$INST[both$LAST_NAME==""",white,""" & both$YEAR==",1986," & both$JOURNAL==""",JECOL,"""]<-""",university college dublin,"""",,"both$INST[both$LAST_NAME==""white"" & both$YEAR==1986 & both$JOURNAL==""JECOL""]<-""university college dublin""",,
"both$INST[both$LAST_NAME==""",albon,""" & both$YEAR==",1995," & both$JOURNAL==""",JZOOL,"""]<-""",zoological society of london,"""",,"both$INST[both$LAST_NAME==""albon"" & both$YEAR==1995 & both$JOURNAL==""JZOOL""]<-""zoological society of london""",,
"both$INST[both$LAST_NAME==""",ayers,""" & both$YEAR==",1985," & both$JOURNAL==""",NEWPHYT,"""]<-""",lancaster university,"""",,"both$INST[both$LAST_NAME==""ayers"" & both$YEAR==1985 & both$JOURNAL==""NEWPHYT""]<-""lancaster university""",,
"both$INST[both$LAST_NAME==""",ayers,""" & both$YEAR==",2002," & both$JOURNAL==""",NEWPHYT,"""]<-""",lancaster university,"""",,"both$INST[both$LAST_NAME==""ayers"" & both$YEAR==2002 & both$JOURNAL==""NEWPHYT""]<-""lancaster university""",,
"both$INST[both$LAST_NAME==""",barbour,""" & both$YEAR==",2015," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of sydney,"""",,"both$INST[both$LAST_NAME==""barbour"" & both$YEAR==2015 & both$JOURNAL==""NEWPHYT""]<-""university of sydney""",,
"both$INST[both$LAST_NAME==""",graham,""" & both$YEAR==",2015," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of florida,"""",,"both$INST[both$LAST_NAME==""graham"" & both$YEAR==2015 & both$JOURNAL==""NEWPHYT""]<-""university of florida""",,
"both$INST[both$LAST_NAME==""",schat,""" & both$YEAR==",2015," & both$JOURNAL==""",NEWPHYT,"""]<-""",vrije universiteit amsterdam,"""",,"both$INST[both$LAST_NAME==""schat"" & both$YEAR==2015 & both$JOURNAL==""NEWPHYT""]<-""vrije universiteit amsterdam""",,
"both$INST[both$LAST_NAME==""",smith,""" & both$YEAR==",2015," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of cambridge,"""",,"both$INST[both$LAST_NAME==""smith"" & both$YEAR==2015 & both$JOURNAL==""NEWPHYT""]<-""university of cambridge""",,
"both$INST[both$LAST_NAME==""",stinchcombe,""" & both$YEAR==",2014," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of toronto,"""",,"both$INST[both$LAST_NAME==""stinchcombe"" & both$YEAR==2014 & both$JOURNAL==""NEWPHYT""]<-""university of toronto""",,
"both$INST[both$LAST_NAME==""",sultan,""" & both$YEAR==",2004," & both$JOURNAL==""",NEWPHYT,"""]<-""",wesleyan university,"""",,"both$INST[both$LAST_NAME==""sultan"" & both$YEAR==2004 & both$JOURNAL==""NEWPHYT""]<-""wesleyan university""",,
"both$INST[both$LAST_NAME==""",sultan,""" & both$YEAR==",2009," & both$JOURNAL==""",NEWPHYT,"""]<-""",wesleyan university,"""",,"both$INST[both$LAST_NAME==""sultan"" & both$YEAR==2009 & both$JOURNAL==""NEWPHYT""]<-""wesleyan university""",,
"both$INST[both$LAST_NAME==""",syrett,""" & both$YEAR==",1985," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of wales,"""",,"both$INST[both$LAST_NAME==""syrett"" & both$YEAR==1985 & both$JOURNAL==""NEWPHYT""]<-""university of wales""",,
"both$INST[both$LAST_NAME==""",syrett,""" & both$YEAR==",1989," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of wales,"""",,"both$INST[both$LAST_NAME==""syrett"" & both$YEAR==1989 & both$JOURNAL==""NEWPHYT""]<-""university of wales""",,
"both$INST[both$LAST_NAME==""",tjoelker,""" & both$YEAR==",2014," & both$JOURNAL==""",NEWPHYT,"""]<-""",western sydney university,"""",,"both$INST[both$LAST_NAME==""tjoelker"" & both$YEAR==2014 & both$JOURNAL==""NEWPHYT""]<-""western sydney university""",,
"both$INST[both$LAST_NAME==""",vamosi,""" & both$YEAR==",2015," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of calgary,"""",,"both$INST[both$LAST_NAME==""vamosi"" & both$YEAR==2015 & both$JOURNAL==""NEWPHYT""]<-""university of calgary""",,
"both$INST[both$LAST_NAME==""",west,""" & both$YEAR==",1994," & both$JOURNAL==""",NEWPHYT,"""]<-""",university of cambridge,"""",,"both$INST[both$LAST_NAME==""west"" & both$YEAR==1994 & both$JOURNAL==""NEWPHYT""]<-""university of cambridge""",,
"both$INST[both$LAST_NAME==""",wolfenden,""" & both$YEAR==",1990," & both$JOURNAL==""",NEWPHYT,"""]<-""",lancaster university,"""",,"both$INST[both$LAST_NAME==""wolfenden"" & both$YEAR==1990 & both$JOURNAL==""NEWPHYT""]<-""lancaster university""",,
"both$INST[both$LAST_NAME==""",wolfenden,""" & both$YEAR==",1991," & both$JOURNAL==""",NEWPHYT,"""]<-""",lancaster university,"""",,"both$INST[both$LAST_NAME==""wolfenden"" & both$YEAR==1991 & both$JOURNAL==""NEWPHYT""]<-""lancaster university""",,
"both$INST[both$LAST_NAME==""",wolfenden,""" & both$YEAR==",1996," & both$JOURNAL==""",NEWPHYT,"""]<-""",lancaster university,"""",,"both$INST[both$LAST_NAME==""wolfenden"" & both$YEAR==1996 & both$JOURNAL==""NEWPHYT""]<-""lancaster university""",,
"both$INST[both$LAST_NAME==""",bever,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",university of indiana,"""",,"both$INST[both$LAST_NAME==""bever"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""university of indiana""",,
"both$INST[both$LAST_NAME==""",buchmann,""" & both$YEAR==",2004," & both$JOURNAL==""",OECOL,"""]<-""",swiss federal institute of technology,"""",,"both$INST[both$LAST_NAME==""buchmann"" & both$YEAR==2004 & both$JOURNAL==""OECOL""]<-""swiss federal institute of technology""",,
"both$INST[both$LAST_NAME==""",buchmann,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",swiss federal institute of technology,"""",,"both$INST[both$LAST_NAME==""buchmann"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""swiss federal institute of technology""",,
"both$INST[both$LAST_NAME==""",diehl,""" & both$YEAR==",2011," & both$JOURNAL==""",OECOL,"""]<-""",university of umea,"""",,"both$INST[both$LAST_NAME==""diehl"" & both$YEAR==2011 & both$JOURNAL==""OECOL""]<-""university of umea""",,
"both$INST[both$LAST_NAME==""",elle,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",simon fraser university,"""",,"both$INST[both$LAST_NAME==""elle"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""simon fraser university""",,
"both$INST[both$LAST_NAME==""",fiedler,""" & both$YEAR==",2005," & both$JOURNAL==""",OECOL,"""]<-""",university of vienna,"""",,"both$INST[both$LAST_NAME==""fiedler"" & both$YEAR==2005 & both$JOURNAL==""OECOL""]<-""university of vienna""",,
"both$INST[both$LAST_NAME==""",fiedler,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of vienna,"""",,"both$INST[both$LAST_NAME==""fiedler"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of vienna""",,
"both$INST[both$LAST_NAME==""",gough,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",university of texas arlington,"""",,"both$INST[both$LAST_NAME==""gough"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""university of texas arlington""",,
