JOURNAL,YEAR,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,NOTES,INST.CORRECTED,,,,
"both$INST[both$LAST_NAME==""",marrs,""" & both$YEAR==",2014," & both$JOURNAL==""",BIOCON,"""]<-""",university of liverpool,"""",,"both$INST[both$LAST_NAME==""marrs"" & both$YEAR==2014 & both$JOURNAL==""BIOCON""]<-""university of liverpool""",,
"both$INST[both$LAST_NAME==""",mcnicholl,""" & both$YEAR==",1990," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""mcnicholl"" & both$YEAR==1990 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",mcnicholl,""" & both$YEAR==",1993," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""mcnicholl"" & both$YEAR==1993 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",morgan,""" & both$YEAR==",1987," & both$JOURNAL==""",BIOCON,"""]<-""",station biologique de la tour du valat,"""",,"both$INST[both$LAST_NAME==""morgan"" & both$YEAR==1987 & both$JOURNAL==""BIOCON""]<-""station biologique de la tour du valat""",,
"both$INST[both$LAST_NAME==""",morgan,""" & both$YEAR==",2004," & both$JOURNAL==""",BIOCON,"""]<-""",station biologique de la tour du valat,"""",,"both$INST[both$LAST_NAME==""morgan"" & both$YEAR==2004 & both$JOURNAL==""BIOCON""]<-""station biologique de la tour du valat""",,
"both$INST[both$LAST_NAME==""",peterken,""" & both$YEAR==",1998," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""peterken"" & both$YEAR==1998 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",peterken,""" & both$YEAR==",2009," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""peterken"" & both$YEAR==2009 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",scott,""" & both$YEAR==",1986," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""scott"" & both$YEAR==1986 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",westhoff,""" & both$YEAR==",1985," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""westhoff"" & both$YEAR==1985 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",westhoff,""" & both$YEAR==",1988," & both$JOURNAL==""",BIOCON,"""]<-""",unaffiliated,"""",,"both$INST[both$LAST_NAME==""westhoff"" & both$YEAR==1988 & both$JOURNAL==""BIOCON""]<-""unaffiliated""",,
"both$INST[both$LAST_NAME==""",anderson,""" & both$YEAR==",1993," & both$JOURNAL==""",BITR,"""]<-""",australian national university,"""",,"both$INST[both$LAST_NAME==""anderson"" & both$YEAR==1993 & both$JOURNAL==""BITR""]<-""australian national university""",,
"both$INST[both$LAST_NAME==""",anderson,""" & both$YEAR==",1997," & both$JOURNAL==""",BITR,"""]<-""",australian national university,"""",,"both$INST[both$LAST_NAME==""anderson"" & both$YEAR==1997 & both$JOURNAL==""BITR""]<-""australian national university""",,
"both$INST[both$LAST_NAME==""",benson,""" & both$YEAR==",1993," & both$JOURNAL==""",BITR,"""]<-""",universidade estadual de campinas,"""",,"both$INST[both$LAST_NAME==""benson"" & both$YEAR==1993 & both$JOURNAL==""BITR""]<-""universidade estadual de campinas""",,
"both$INST[both$LAST_NAME==""",benson,""" & both$YEAR==",1996," & both$JOURNAL==""",BITR,"""]<-""",universidade estadual de campinas,"""",,"both$INST[both$LAST_NAME==""benson"" & both$YEAR==1996 & both$JOURNAL==""BITR""]<-""universidade estadual de campinas""",,
"both$INST[both$LAST_NAME==""",berry,""" & both$YEAR==",1996," & both$JOURNAL==""",BITR,"""]<-""",missouri botanical garden,"""",,"both$INST[both$LAST_NAME==""berry"" & both$YEAR==1996 & both$JOURNAL==""BITR""]<-""missouri botanical garden""",,
"both$INST[both$LAST_NAME==""",berry,""" & both$YEAR==",1997," & both$JOURNAL==""",BITR,"""]<-""",missouri botanical garden,"""",,"both$INST[both$LAST_NAME==""berry"" & both$YEAR==1997 & both$JOURNAL==""BITR""]<-""missouri botanical garden""",,
"both$INST[both$LAST_NAME==""",brown,""" & both$YEAR==",1993," & both$JOURNAL==""",BITR,"""]<-""",university of illinois urbana champaign,"""",,"both$INST[both$LAST_NAME==""brown"" & both$YEAR==1993 & both$JOURNAL==""BITR""]<-""university of illinois urbana champaign""",,
"both$INST[both$LAST_NAME==""",brown,""" & both$YEAR==",1996," & both$JOURNAL==""",BITR,"""]<-""",university of illinois urbana champaign,"""",,"both$INST[both$LAST_NAME==""brown"" & both$YEAR==1996 & both$JOURNAL==""BITR""]<-""university of illinois urbana champaign""",,
"both$INST[both$LAST_NAME==""",foster,""" & both$YEAR==",1996," & both$JOURNAL==""",BITR,"""]<-""",usgs patuxent wildlife research center,"""",,"both$INST[both$LAST_NAME==""foster"" & both$YEAR==1996 & both$JOURNAL==""BITR""]<-""usgs patuxent wildlife research center""",,
"both$INST[both$LAST_NAME==""",fox,""" & both$YEAR==",1993," & both$JOURNAL==""",BITR,"""]<-""",curtin university of technology,"""",,"both$INST[both$LAST_NAME==""fox"" & both$YEAR==1993 & both$JOURNAL==""BITR""]<-""curtin university of technology""",,
"both$INST[both$LAST_NAME==""",fox,""" & both$YEAR==",1997," & both$JOURNAL==""",BITR,"""]<-""",curtin university of technology,"""",,"both$INST[both$LAST_NAME==""fox"" & both$YEAR==1997 & both$JOURNAL==""BITR""]<-""curtin university of technology""",,
"both$INST[both$LAST_NAME==""",west-eberhard,""" & both$YEAR==",1993," & both$JOURNAL==""",BITR,"""]<-""",smithsonian tropical research institute,"""",,"both$INST[both$LAST_NAME==""west-eberhard"" & both$YEAR==1993 & both$JOURNAL==""BITR""]<-""smithsonian tropical research institute""",,
"both$INST[both$LAST_NAME==""",west-eberhard,""" & both$YEAR==",1996," & both$JOURNAL==""",BITR,"""]<-""",smithsonian tropical research institute,"""",,"both$INST[both$LAST_NAME==""west-eberhard"" & both$YEAR==1996 & both$JOURNAL==""BITR""]<-""smithsonian tropical research institute""",,
"both$INST[both$LAST_NAME==""",angert,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of british columbia,"""",,"both$INST[both$LAST_NAME==""angert"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of british columbia""",,
"both$INST[both$LAST_NAME==""",azevedo,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of houston,"""",,"both$INST[both$LAST_NAME==""azevedo"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of houston""",,
"both$INST[both$LAST_NAME==""",case,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",kent state university,"""",,"both$INST[both$LAST_NAME==""case"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""kent state university""",,
"both$INST[both$LAST_NAME==""",dean,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of minnesota,"""",,"both$INST[both$LAST_NAME==""dean"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of minnesota""",,
"both$INST[both$LAST_NAME==""",dworkin,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",michigan state university,"""",,"both$INST[both$LAST_NAME==""dworkin"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""michigan state university""",,
"both$INST[both$LAST_NAME==""",edmands,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of southern california,"""",,"both$INST[both$LAST_NAME==""edmands"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of southern california""",,
"both$INST[both$LAST_NAME==""",engelstadter,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of queensland,"""",,"both$INST[both$LAST_NAME==""engelstadter"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of queensland""",,
"both$INST[both$LAST_NAME==""",evans,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",monash university,"""",,"both$INST[both$LAST_NAME==""evans"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""monash university""",,
"both$INST[both$LAST_NAME==""",friedman,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""friedman"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",hadfield,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of edinburgh,"""",,"both$INST[both$LAST_NAME==""hadfield"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of edinburgh""",,
"both$INST[both$LAST_NAME==""",hahn,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",indiana university,"""",,"both$INST[both$LAST_NAME==""hahn"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""indiana university""",,
"both$INST[both$LAST_NAME==""",hall,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of georgia,"""",,"both$INST[both$LAST_NAME==""hall"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of georgia""",,
"both$INST[both$LAST_NAME==""",kisdi,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of helsinki,"""",,"both$INST[both$LAST_NAME==""kisdi"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of helsinki""",,
"both$INST[both$LAST_NAME==""",laine,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of helsinki,"""",,"both$INST[both$LAST_NAME==""laine"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of helsinki""",,
"both$INST[both$LAST_NAME==""",marshall,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",monash university,"""",,"both$INST[both$LAST_NAME==""marshall"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""monash university""",,
"both$INST[both$LAST_NAME==""",masel,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of arizona,"""",,"both$INST[both$LAST_NAME==""masel"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of arizona""",,
"both$INST[both$LAST_NAME==""",mcadam,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of guelph,"""",,"both$INST[both$LAST_NAME==""mcadam"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of guelph""",,
"both$INST[both$LAST_NAME==""",neiman,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of iowa,"""",,"both$INST[both$LAST_NAME==""neiman"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of iowa""",,
"both$INST[both$LAST_NAME==""",redfield,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of british columbia,"""",,"both$INST[both$LAST_NAME==""redfield"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of british columbia""",,
"both$INST[both$LAST_NAME==""",robosky,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",unversity of michigan,"""",,"both$INST[both$LAST_NAME==""robosky"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""unversity of michigan""",,
"both$INST[both$LAST_NAME==""",roze,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",cnrs roscoff biological station,"""",,"both$INST[both$LAST_NAME==""roze"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""cnrs roscoff biological station""",,
"both$INST[both$LAST_NAME==""",rozen,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of leiden,"""",,"both$INST[both$LAST_NAME==""rozen"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of leiden""",,
"both$INST[both$LAST_NAME==""",sweigart,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of georgia,"""",,"both$INST[both$LAST_NAME==""sweigart"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of georgia""",,
"both$INST[both$LAST_NAME==""",tobias,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""tobias"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",valenzuela,""" & both$YEAR==",2015," & both$JOURNAL==""",EVOL,"""]<-""",iowa state university,"""",,"both$INST[both$LAST_NAME==""valenzuela"" & both$YEAR==2015 & both$JOURNAL==""EVOL""]<-""iowa state university""",,
"both$INST[both$LAST_NAME==""",bearhop,""" & both$YEAR==",2008," & both$JOURNAL==""",JANE,"""]<-""",university of exeter,"""",,"both$INST[both$LAST_NAME==""bearhop"" & both$YEAR==2008 & both$JOURNAL==""JANE""]<-""university of exeter""",,
"both$INST[both$LAST_NAME==""",bearhop,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",university of exeter,"""",,"both$INST[both$LAST_NAME==""bearhop"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""university of exeter""",,
"both$INST[both$LAST_NAME==""",gurney,""" & both$YEAR==",1999," & both$JOURNAL==""",JANE,"""]<-""",university of strathclyde,"""",,"both$INST[both$LAST_NAME==""gurney"" & both$YEAR==1999 & both$JOURNAL==""JANE""]<-""university of strathclyde""",,
"both$INST[both$LAST_NAME==""",gurney,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",university of strathclyde,"""",,"both$INST[both$LAST_NAME==""gurney"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""university of strathclyde""",,
"both$INST[both$LAST_NAME==""",hall,""" & both$YEAR==",1999," & both$JOURNAL==""",JANE,"""]<-""",flinders university,"""",,"both$INST[both$LAST_NAME==""hall"" & both$YEAR==1999 & both$JOURNAL==""JANE""]<-""flinders university""",,
"both$INST[both$LAST_NAME==""",hall,""" & both$YEAR==",2009," & both$JOURNAL==""",JANE,"""]<-""",worldfish centre,"""",,"both$INST[both$LAST_NAME==""hall"" & both$YEAR==2009 & both$JOURNAL==""JANE""]<-""worldfish centre""",,
"both$INST[both$LAST_NAME==""",lessells,""" & both$YEAR==",1994," & both$JOURNAL==""",JANE,"""]<-""",netherlands institute of ecology,"""",,"both$INST[both$LAST_NAME==""lessells"" & both$YEAR==1994 & both$JOURNAL==""JANE""]<-""netherlands institute of ecology""",,
"both$INST[both$LAST_NAME==""",lessells,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",netherlands institute of ecology,"""",,"both$INST[both$LAST_NAME==""lessells"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""netherlands institute of ecology""",,
"both$INST[both$LAST_NAME==""",manly,""" & both$YEAR==",2005," & both$JOURNAL==""",JANE,"""]<-""",western ecosystem technology,"""",,"both$INST[both$LAST_NAME==""manly"" & both$YEAR==2005 & both$JOURNAL==""JANE""]<-""western ecosystem technology""",,
"both$INST[both$LAST_NAME==""",manly,""" & both$YEAR==",2013," & both$JOURNAL==""",JANE,"""]<-""",western ecosystem technology,"""",,"both$INST[both$LAST_NAME==""manly"" & both$YEAR==2013 & both$JOURNAL==""JANE""]<-""western ecosystem technology""",,
"both$INST[both$LAST_NAME==""",may,""" & both$YEAR==",1991," & both$JOURNAL==""",JANE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""may"" & both$YEAR==1991 & both$JOURNAL==""JANE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",may,""" & both$YEAR==",1996," & both$JOURNAL==""",JANE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""may"" & both$YEAR==1996 & both$JOURNAL==""JANE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",mccann,""" & both$YEAR==",2005," & both$JOURNAL==""",JANE,"""]<-""",university of guelph,"""",,"both$INST[both$LAST_NAME==""mccann"" & both$YEAR==2005 & both$JOURNAL==""JANE""]<-""university of guelph""",,
"both$INST[both$LAST_NAME==""",mccleery,""" & both$YEAR==",2008," & both$JOURNAL==""",JANE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""mccleery"" & both$YEAR==2008 & both$JOURNAL==""JANE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",mcintyre,""" & both$YEAR==",1985," & both$JOURNAL==""",JANE,"""]<-""",university of aberdeen,"""",,"both$INST[both$LAST_NAME==""mcintyre"" & both$YEAR==1985 & both$JOURNAL==""JANE""]<-""university of aberdeen""",,
"both$INST[both$LAST_NAME==""",mcintyre,""" & both$YEAR==",1990," & both$JOURNAL==""",JANE,"""]<-""",university of aberdeen,"""",,"both$INST[both$LAST_NAME==""mcintyre"" & both$YEAR==1990 & both$JOURNAL==""JANE""]<-""university of aberdeen""",,
"both$INST[both$LAST_NAME==""",meiri,""" & both$YEAR==",2011," & both$JOURNAL==""",JANE,"""]<-""",tel aviv university,"""",,"both$INST[both$LAST_NAME==""meiri"" & both$YEAR==2011 & both$JOURNAL==""JANE""]<-""tel aviv university""",,
"both$INST[both$LAST_NAME==""",meiri,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",tel aviv university,"""",,"both$INST[both$LAST_NAME==""meiri"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""tel aviv university""",,
"both$INST[both$LAST_NAME==""",o'gorman,""" & both$YEAR==",2013," & both$JOURNAL==""",JANE,"""]<-""",queen mary university of london,"""",,"both$INST[both$LAST_NAME==""o'gorman"" & both$YEAR==2013 & both$JOURNAL==""JANE""]<-""queen mary university of london""",,
"both$INST[both$LAST_NAME==""",o'gorman,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",imperial college london,"""",,"both$INST[both$LAST_NAME==""o'gorman"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""imperial college london""",,
"both$INST[both$LAST_NAME==""",rogers,""" & both$YEAR==",1994," & both$JOURNAL==""",JANE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""rogers"" & both$YEAR==1994 & both$JOURNAL==""JANE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",rogers,""" & both$YEAR==",1996," & both$JOURNAL==""",JANE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""rogers"" & both$YEAR==1996 & both$JOURNAL==""JANE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",stouffer,""" & both$YEAR==",2013," & both$JOURNAL==""",JANE,"""]<-""",university of cantebury,"""",,"both$INST[both$LAST_NAME==""stouffer"" & both$YEAR==2013 & both$JOURNAL==""JANE""]<-""university of cantebury""",,
"both$INST[both$LAST_NAME==""",stouffer,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",university of cantebury,"""",,"both$INST[both$LAST_NAME==""stouffer"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""university of cantebury""",,
"both$INST[both$LAST_NAME==""",thorpe,""" & both$YEAR==",1994," & both$JOURNAL==""",JANE,"""]<-""",soafd fisheries laboratory,"""",,"both$INST[both$LAST_NAME==""thorpe"" & both$YEAR==1994 & both$JOURNAL==""JANE""]<-""soafd fisheries laboratory""",,
"both$INST[both$LAST_NAME==""",thorpe,""" & both$YEAR==",1997," & both$JOURNAL==""",JANE,"""]<-""",university of glasgow ,"""",,"both$INST[both$LAST_NAME==""thorpe"" & both$YEAR==1997 & both$JOURNAL==""JANE""]<-""university of glasgow """,,
"both$INST[both$LAST_NAME==""",vanderpol,""" & both$YEAR==",2013," & both$JOURNAL==""",JANE,"""]<-""",australian national university,"""",,"both$INST[both$LAST_NAME==""vanderpol"" & both$YEAR==2013 & both$JOURNAL==""JANE""]<-""australian national university""",,
"both$INST[both$LAST_NAME==""",vanderpol,""" & both$YEAR==",2014," & both$JOURNAL==""",JANE,"""]<-""",australian national university,"""",,"both$INST[both$LAST_NAME==""vanderpol"" & both$YEAR==2014 & both$JOURNAL==""JANE""]<-""australian national university""",,
"both$INST[both$LAST_NAME==""",block,""" & both$YEAR==",1985," & both$JOURNAL==""",JAPE,"""]<-""",liverpool john moores university,"""",,"both$INST[both$LAST_NAME==""block"" & both$YEAR==1985 & both$JOURNAL==""JAPE""]<-""liverpool john moores university""",,
"both$INST[both$LAST_NAME==""",block,""" & both$YEAR==",1989," & both$JOURNAL==""",JAPE,"""]<-""",liverpool john moores university,"""",,"both$INST[both$LAST_NAME==""block"" & both$YEAR==1989 & both$JOURNAL==""JAPE""]<-""liverpool john moores university""",,
"both$INST[both$LAST_NAME==""",bullock,""" & both$YEAR==",2000," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""bullock"" & both$YEAR==2000 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",bullock,""" & both$YEAR==",2003," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""bullock"" & both$YEAR==2003 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",clarke,""" & both$YEAR==",1989," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""clarke"" & both$YEAR==1989 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",day,""" & both$YEAR==",1988," & both$JOURNAL==""",JAPE,"""]<-""",silsoe research institute,"""",,"both$INST[both$LAST_NAME==""day"" & both$YEAR==1988 & both$JOURNAL==""JAPE""]<-""silsoe research institute""",,
"both$INST[both$LAST_NAME==""",day,""" & both$YEAR==",1996," & both$JOURNAL==""",JAPE,"""]<-""",silsoe research institute,"""",,"both$INST[both$LAST_NAME==""day"" & both$YEAR==1996 & both$JOURNAL==""JAPE""]<-""silsoe research institute""",,
"both$INST[both$LAST_NAME==""",fernande-juricic,""" & both$YEAR==",2010," & both$JOURNAL==""",JAPE,"""]<-""",purdue university,"""",,"both$INST[both$LAST_NAME==""fernande-juricic"" & both$YEAR==2010 & both$JOURNAL==""JAPE""]<-""purdue university""",,
"both$INST[both$LAST_NAME==""",freckleto,""" & both$YEAR==",2005," & both$JOURNAL==""",JAPE,"""]<-""",university of oxford,"""",,"both$INST[both$LAST_NAME==""freckleto"" & both$YEAR==2005 & both$JOURNAL==""JAPE""]<-""university of oxford""",,
"both$INST[both$LAST_NAME==""",hill,""" & both$YEAR==",1993," & both$JOURNAL==""",JAPE,"""]<-""",game conservancy,"""",,"both$INST[both$LAST_NAME==""hill"" & both$YEAR==1993 & both$JOURNAL==""JAPE""]<-""game conservancy""",,
"both$INST[both$LAST_NAME==""",hill,""" & both$YEAR==",1999," & both$JOURNAL==""",JAPE,"""]<-""",university of cambridge,"""",,"both$INST[both$LAST_NAME==""hill"" & both$YEAR==1999 & both$JOURNAL==""JAPE""]<-""university of cambridge""",,
"both$INST[both$LAST_NAME==""",mason,""" & both$YEAR==",1989," & both$JOURNAL==""",JAPE,"""]<-""",university of essex,"""",,"both$INST[both$LAST_NAME==""mason"" & both$YEAR==1989 & both$JOURNAL==""JAPE""]<-""university of essex""",,
"both$INST[both$LAST_NAME==""",mason,""" & both$YEAR==",1996," & both$JOURNAL==""",JAPE,"""]<-""",university of essex,"""",,"both$INST[both$LAST_NAME==""mason"" & both$YEAR==1996 & both$JOURNAL==""JAPE""]<-""university of essex""",,
"both$INST[both$LAST_NAME==""",mead,""" & both$YEAR==",1985," & both$JOURNAL==""",JAPE,"""]<-""",university of reading,"""",,"both$INST[both$LAST_NAME==""mead"" & both$YEAR==1985 & both$JOURNAL==""JAPE""]<-""university of reading""",,
"both$INST[both$LAST_NAME==""",mead,""" & both$YEAR==",1987," & both$JOURNAL==""",JAPE,"""]<-""",university of reading,"""",,"both$INST[both$LAST_NAME==""mead"" & both$YEAR==1987 & both$JOURNAL==""JAPE""]<-""university of reading""",,
"both$INST[both$LAST_NAME==""",miles,""" & both$YEAR==",1988," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""miles"" & both$YEAR==1988 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",miles,""" & both$YEAR==",1991," & both$JOURNAL==""",JAPE,"""]<-""",institute of terrestrial ecology,"""",,"both$INST[both$LAST_NAME==""miles"" & both$YEAR==1991 & both$JOURNAL==""JAPE""]<-""institute of terrestrial ecology""",,
"both$INST[both$LAST_NAME==""",monteith,""" & both$YEAR==",1985," & both$JOURNAL==""",JAPE,"""]<-""",university of nottingham,"""",,"both$INST[both$LAST_NAME==""monteith"" & both$YEAR==1985 & both$JOURNAL==""JAPE""]<-""university of nottingham""",,
"both$INST[both$LAST_NAME==""",monteith,""" & both$YEAR==",1987," & both$JOURNAL==""",JAPE,"""]<-""",university of nottingham,"""",,"both$INST[both$LAST_NAME==""monteith"" & both$YEAR==1987 & both$JOURNAL==""JAPE""]<-""university of nottingham""",,
"both$INST[both$LAST_NAME==""",roberts,""" & both$YEAR==",1985," & both$JOURNAL==""",JAPE,"""]<-""",central electricity research laboratories,"""",,"both$INST[both$LAST_NAME==""roberts"" & both$YEAR==1985 & both$JOURNAL==""JAPE""]<-""central electricity research laboratories""",,
"both$INST[both$LAST_NAME==""",roberts,""" & both$YEAR==",1987," & both$JOURNAL==""",JAPE,"""]<-""",central electricity research laboratories,"""",,"both$INST[both$LAST_NAME==""roberts"" & both$YEAR==1987 & both$JOURNAL==""JAPE""]<-""central electricity research laboratories""",,
"both$INST[both$LAST_NAME==""",rutter,""" & both$YEAR==",1985," & both$JOURNAL==""",JAPE,"""]<-""",imperial college london,"""",,"both$INST[both$LAST_NAME==""rutter"" & both$YEAR==1985 & both$JOURNAL==""JAPE""]<-""imperial college london""",,
"both$INST[both$LAST_NAME==""",rutter,""" & both$YEAR==",1988," & both$JOURNAL==""",JAPE,"""]<-""",imperial college london,"""",,"both$INST[both$LAST_NAME==""rutter"" & both$YEAR==1988 & both$JOURNAL==""JAPE""]<-""imperial college london""",,
"both$INST[both$LAST_NAME==""",smith,""" & both$YEAR==",2005," & both$JOURNAL==""",JAPE,"""]<-""",central science laboratory,"""",,"both$INST[both$LAST_NAME==""smith"" & both$YEAR==2005 & both$JOURNAL==""JAPE""]<-""central science laboratory""",,
"both$INST[both$LAST_NAME==""",smith,""" & both$YEAR==",2006," & both$JOURNAL==""",JAPE,"""]<-""",central science laboratory,"""",,"both$INST[both$LAST_NAME==""smith"" & both$YEAR==2006 & both$JOURNAL==""JAPE""]<-""central science laboratory""",,
"both$INST[both$LAST_NAME==""",thomas,""" & both$YEAR==",1989," & both$JOURNAL==""",JAPE,"""]<-""",afrc institute for grassland and animal production,"""",,"both$INST[both$LAST_NAME==""thomas"" & both$YEAR==1989 & both$JOURNAL==""JAPE""]<-""afrc institute for grassland and animal production""",,
"both$INST[both$LAST_NAME==""",thomas,""" & both$YEAR==",1997," & both$JOURNAL==""",JAPE,"""]<-""",afrc institute for grassland and animal production,"""",,"both$INST[both$LAST_NAME==""thomas"" & both$YEAR==1997 & both$JOURNAL==""JAPE""]<-""afrc institute for grassland and animal production""",,
