journal,year,editor_id,first_name,middle_name,last_name,inst,notes
najfm,2007,2519,michael,NA,porter,NA,na / na
najfm,1993,2523,michael,h,prager,NA,na / na
najfm,1994,2523,michael,h,prager,NA,na / na
najfm,1982,1018,eric,d,prince,NA,na / na
najfm,1984,1018,eric,d,prince,NA,na / na
najfm,2005,2531,michael,c,quist,NA,na / na
najfm,2010,2531,michael,c,quist,NA,na / na
najfm,2012,3445,steven,h,ranney,NA,na / na
najfm,2013,3445,steven,h,ranney,NA,na / na
najfm,1981,2227,lee,c,redmond,NA,na / na
najfm,1983,2227,lee,c,redmond,NA,na / na
najfm,1990,3695,victor,r,restrepo,NA,na / na
najfm,1991,3695,victor,r,restrepo,NA,na / na
najfm,1990,1832,james,a,rice,NA,na / na
najfm,1991,1832,james,a,rice,NA,na / na
najfm,1983,3451,stephen,g,rideout,NA,na / na
najfm,1984,3451,stephen,g,rideout,NA,na / na
najfm,1994,344,bruce,e,rieman,NA,na / na
najfm,1995,344,bruce,e,rieman,NA,na / na
najfm,2001,3453,stephen,c,riley,NA,na / na
najfm,2013,3453,stephen,c,riley,NA,na / na
najfm,2008,1835,jacques,NA,rinchard,NA,na / na
najfm,2014,1835,jacques,NA,rinchard,NA,na / na
najfm,1992,1837,john,n,rinne,NA,na / na
najfm,1993,1837,john,n,rinne,NA,na / na
najfm,1986,2077,kenneth,j,roberts,NA,na / na
najfm,1988,2077,kenneth,j,roberts,NA,na / na
najfm,2007,346,brett,b,roper,NA,na / na
najfm,2008,346,brett,b,roper,NA,na / na
najfm,2000,2235,lars,NA,rudstam,NA,na / na
najfm,2003,2235,lars,NA,rudstam,NA,na / na
najfm,1994,853,david,b,sampson,NA,na / na
najfm,1997,853,david,b,sampson,NA,na / na
najfm,1998,860,daniel,j,schill,NA,na / na
najfm,2011,860,daniel,j,schill,NA,na / na
najfm,2008,2912,patrick,NA,schmalz,NA,na / na
najfm,2014,2912,patrick,NA,schmalz,NA,na / na
najfm,2001,863,david,a,schmetterling,NA,na / na
najfm,2003,863,david,a,schmetterling,NA,na / na
najfm,1983,1858,james,c,schneider,NA,na / na
najfm,1991,1858,james,c,schneider,NA,na / na
najfm,1987,1358,harold,l,schramm,NA,na / na
najfm,1989,1358,harold,l,schramm,NA,na / na
najfm,1992,865,dennis,h,schupp,NA,na / na
najfm,1985,3795,william,NA,seaman,NA,na / na
najfm,1986,3795,william,NA,seaman,NA,na / na
najfm,1995,866,david,h,secor,NA,na / na
najfm,1996,866,david,h,secor,NA,na / na
najfm,1995,2241,lisa,w,seeb,NA,na / na
najfm,1996,2241,lisa,w,seeb,NA,na / na
najfm,1986,1131,fredric,m,serchuck,NA,na / na
najfm,1988,1131,fredric,m,serchuck,NA,na / na
najfm,1983,3469,steven,l,serns,NA,na / na
najfm,1985,3469,steven,l,serns,NA,na / na
najfm,1985,3796,william,l,shelton,NA,na / na
najfm,1991,3796,william,l,shelton,NA,na / na
najfm,2000,354,bradley,b,shepard,NA,na / na
najfm,2006,2090,kyle,NA,shertzer,NA,na / na
najfm,2008,2090,kyle,NA,shertzer,NA,na / na
najfm,2010,2561,michael,NA,siepker,NA,na / na
najfm,2013,2561,michael,NA,siepker,NA,na / na
najfm,1992,1868,john,w,sigler,NA,na / na
najfm,1993,1868,john,w,sigler,NA,na / na
najfm,2009,360,brian,l,sloss,NA,na / na
najfm,2010,360,brian,l,sloss,NA,na / na
najfm,2003,3947,david,r,smith,NA,na / na
najfm,2007,3947,david,r,smith,NA,na / na
najfm,1983,1877,j,gary,smith,NA,na / na
najfm,1984,1877,j,gary,smith,NA,na / na
najfm,1999,3640,terrence,p,smith,NA,na / na
najfm,2000,3640,terrence,p,smith,NA,na / na
najfm,2004,205,adrian,NA,spidle,NA,na / na
najfm,2006,205,adrian,NA,spidle,NA,na / na
najfm,1999,1887,john,s,stanovick,NA,na / na
najfm,2002,1887,john,s,stanovick,NA,na / na
najfm,2009,2570,martin,a,stapanian,NA,na / na
najfm,2010,2570,martin,a,stapanian,NA,na / na
najfm,1995,3226,robert,j,steedman,NA,na / na
najfm,1997,3226,robert,j,steedman,NA,na / na
najfm,1991,3644,ted,w,storck,NA,na / na
najfm,1992,3644,ted,w,storck,NA,na / na
najfm,1988,3810,warren,e,stuntz,NA,na / na
najfm,1989,3810,warren,e,stuntz,NA,na / na
najfm,2005,2573,michael,g,sullivan,NA,na / na
najfm,2006,2573,michael,g,sullivan,NA,na / na
najfm,1983,1915,james,r,triplett,NA,na / na
najfm,1984,1915,james,r,triplett,NA,na / na
najfm,1988,218,albert,v,tyler,NA,na / na
najfm,1989,218,albert,v,tyler,NA,na / na
najfm,2008,3235,richard,a,valdez,NA,na / na
najfm,1988,2585,michael,j,vandenavyle,NA,na / na
najfm,1989,2585,michael,j,vandenavyle,NA,na / na
najfm,2008,1264,geraldine,NA,vanderhaegen,NA,na / na
najfm,2013,1264,geraldine,NA,vanderhaegen,NA,na / na
najfm,1999,897,douglas,s,vaughan,NA,na / na
najfm,2001,897,douglas,s,vaughan,NA,na / na
najfm,2005,1929,jason,NA,vokoun,NA,na / na
najfm,2006,1929,jason,NA,vokoun,NA,na / na
najfm,1993,1933,john,NA,waldman,NA,na / na
najfm,1994,1933,john,NA,waldman,NA,na / na
najfm,2005,2254,lizhu,NA,wang,NA,na / na
najfm,2007,2254,lizhu,NA,wang,NA,na / na
najfm,2007,903,david,l,ward,NA,na / na
najfm,1998,1141,frank,a,ward,NA,na / na
najfm,1999,2599,melvin,l,warren,NA,na / na
najfm,2002,2599,melvin,l,warren,NA,na / na
najfm,1996,2602,mark,a,webb,NA,na / na
najfm,1999,3248,robert,g,white,NA,na / na
najfm,1984,917,david,k,whitehurst,NA,na / na
najfm,1986,917,david,k,whitehurst,NA,na / na
najfm,2000,1274,gene,r,wilde,NA,na / na
najfm,2011,1274,gene,r,wilde,NA,na / na
najfm,1981,3250,robert,w,wiley,NA,na / na
najfm,2003,3250,robert,w,wiley,NA,na / na
najfm,2002,1041,erik,h,williams,NA,na / na
najfm,2005,1041,erik,h,williams,NA,na / na
najfm,2000,920,david,w,willis,NA,na / na
najfm,2004,920,david,w,willis,NA,na / na
najfm,1990,597,charles,a,wilson,NA,na / na
najfm,1991,597,charles,a,wilson,NA,na / na
najfm,1983,1959,j,larry,wilson,NA,na / na
najfm,1984,1959,j,larry,wilson,NA,na / na
najfm,1991,1960,jimmy,d,winter,NA,na / na
najfm,1992,1960,jimmy,d,winter,NA,na / na
najfm,2011,1427,isaac,NA,wirgin,NA,na / na
najfm,2014,1427,isaac,NA,wirgin,NA,na / na
najfm,1999,1970,john,r,young,NA,na / na
najfm,2014,1970,john,NA,young,NA,na / na
najfm,1999,2619,michael,k,young,NA,na / na
najfm,2001,2619,michael,k,young,NA,na / na
najfm,1991,238,alexander,v,zale,NA,na / na
najfm,1992,238,alexander,v,zale,NA,na / na
oecol,2011,534,caroline,NA,mueller,NA,na / na
oecol,2014,534,caroline,NA,mueller,NA,na / na
