last_name,first_name,inst,year,journal
masters,judith,university of oxford,2011,jbiog
masters,judith,university of fort hare,2012,jbiog
may,robert,princeton university,1987,conbio
may,robert,university of oxford,1989,conbio
mccallum,hamish,university of tasmania,2008,oikos
mccallum,hamish,griffith university,2011,oikos
mccarthy,michael,royal botanic gardens melbourne,2008,jape
mccarthy,michael,university of melbourne,2010,conbio
mccomb,brenda,usepa environmental protection agency,2004,conbio
mccomb,brenda,university of massachusetts amherst,2007,conbio
mccomb,william,oregon state university,1996,conbio
mccomb,william,university of massachusetts amherst,1997,conbio
mcgeoch,melodie,university of stellenbosch,2005,jbiog
mcgeoch,melodie,south african national parks,2009,jbiog
mcgeoch,melodie,monash university,2012,jbiog
mcglone,matthew,dsir land resources,1991,jbiog
mcglone,matthew,manaaki whenua landcare research,2013,jecol
mckitrick,mary,harvard university,1996,evol
mckitrick,mary,smith college,1997,evol
meagher,thomas,rutgers university,1989,evol
meagher,thomas,university of st andrews,1991,amnat
meffe,gary,university of georgia,1988,conbio
meffe,gary,university of montana,1991,conbio
meffe,gary,university of florida,1998,conbio
meijaard,erik,nature conservancy,2009,bitr
meijaard,erik,people and nature consulting international,2013,bitr
meine,curt,international crane foundation,1994,conbio
meine,curt,center for humans and nature,2011,conbio
meinzer,frederick,usfs pacific northwest research station,2002,ecology
meinzer,frederick,oregon state university,2006,oecol
meiri,shai,imperial college london,2009,jane
meiri,shai,tel aviv university,2011,jane
miles,philip,csiro land and water,1987,oecol
miles,philip,university of adelaide,1993,oecol
miller,lee,cornell university,1985,ecology
miller,lee,rutgers university,1990,ecology
minchin,peter,csiro land and water,1989,plantecol
minchin,peter,southern illinois university,2010,plantecol
moles,angela,macquarie university,2005,jecol
moles,angela,victoria university of wellington,2007,jecol
moles,angela,university of new south wales,2008,jecol
monahan,bill,usnps inventory and monitoring program,2014,auk
monahan,bill,usfs rocky mountain research station,2017,auk
moore,allen,university of kentucky,1998,amnat
moore,allen,university of manchester,2004,amnat
morin,peter,denison university,1990,ecology
morin,peter,rutgers university,1999,amnat
moss,brian,university of east anglia,1985,jecol
moss,brian,university of liverpool,2004,biocon
mutikainen,pia,university of oulu,2006,oikos
mutikainen,pia,eth swiss federal institute of technology zurich,2009,oikos
nair,choolazhi,kerala forest research institute,1989,fem
nair,choolazhi,fao food and agriculture organization,1990,fem
nair,choolazhi,indian forest service,1991,fem
nally,ralph,monash university,2012,conbio
nally,ralph,university of canberra,2015,jape
nassauer,j,university of minnesota twin cities,1993,leco
nassauer,j,university of michigan,2002,leco
neely,ben,NA,2012,najfm
neely,ben,kansas department of wildlife parks and tourism,2014,najfm
newbery,david,university of stirling,1993,jte
newbery,david,university of bern,1997,jte
noor,mohamed,louisiana state university,2001,evol
noor,mohamed,duke university,2006,amnat
norton,bryan,university of south florida,1987,conbio
norton,bryan,new college of university of south florida,1989,conbio
norton,bryan,georgia institute of technology,1990,conbio
noss,reed,oregon state university,1991,conbio
noss,reed,university of central florida,2003,conbio
o'brien,eileen,gainesville college,2009,jbiog
o'brien,eileen,university of oxford,2011,jbiog
o'gorman,eoin,queen mary university of london,2013,jane
o'gorman,eoin,imperial college london,2014,jane
oksanen,jari,university of eastern finland,1989,plantecol
oksanen,jari,university of oulu,2008,ecology
opdam,p,institute for forestry and nature research,1993,leco
opdam,p,vrije universiteit amsterdam,1998,leco
opdam,p,wageningen environmental research (alterra),2001,leco
opdam,p,wageningen university and research,2005,leco
opdam,paul,wageningen environmental research (alterra),2004,leco
opdam,paul,wageningen university and research,2012,leco
orr,david,meadowcreek project,1989,conbio
orr,david,oberlin college,1991,conbio
osborn,jeffrey,truman state university,2007,ajb
osborn,jeffrey,college of new jersey,2008,ajb
overton,j,manaaki whenua landcare research,2011,leco
overton,j,landcare research ltd,2015,leco
owen,jennifer,michigan state university,2011,auk
owen,jennifer,NA,2014,condor
pagel,mark,university of oxford,1997,amnat
pagel,mark,university of reading,1999,amnat
palumbi,stephen,university of hawaii manoa,1996,amnat
palumbi,stephen,kewalo marine lab,1996,evol
palumbi,stephen,harvard university,1997,evol
panstruga,ralph,max planck institute for plant breeding research,2010,newphyt
panstruga,ralph,rwth aachen university,2012,newphyt
papes,monica,oklahoma state university,2015,condor
papes,monica,university of tennessee,2018,condor
parra,juan,suny stony brook,2012,condor
parra,juan,universidad de antioquia,2014,auk
parsons,peter,la trobe university,1985,jbiog
parsons,peter,griffith university,1989,jbiog
pena-claros,marielos,instituto boliviano de investigacion forestal,2008,bitr
pena-claros,marielos,wageningen university and instituto boliviano de investigacion forestal,2014,bitr
peters,debra,usda agricultural research service,2002,ecology
peters,debra,new mexico state university,2008,oecol
pocock,michael,university of bristol,2010,jape
pocock,michael,centre for ecology and hydrology,2015,jape
poschlod,peter,philipps university marburg,2000,biocon
poschlod,peter,university of regensburg,2003,biocon
possingham,hugh,university of adelaide,1999,amnat
possingham,hugh,university of queensland,2001,conbio
power,james,university of nebraska lincoln,1985,agronomy
power,james,usda us department of agriculture,1987,agronomy
prance,ghillean,new york botanical garden,1987,bitr
prance,ghillean,royal botanic gardens kew,1989,bitr
pratt,robert,pepperdine university,2007,ajb
pratt,robert,california state university bakersfield,2009,ajb
pressey,bob,new south wales national parks and wildlife service,2000,conbio
pressey,bob,university of queensland,2006,biocon
pressey,bob,unaffiliated,2006,conbio
pressey,bob,james cook university brisbane,2008,conbio
price,trevor,university of california san diego,2002,amnat
price,trevor,university of chicago,2004,amnat
pruett,christin,florida institute of technology,2009,condor
pruett,christin,tabor college,2018,condor
pullin,andrew,university of birmingham,2004,biocon
pullin,andrew,university of wales,2007,biocon
raguso,robert,university of south carolina columbia,2006,ajb
raguso,robert,cornell university,2008,ecology
rasmussen,lennart,danish forest and landscape research institute,1991,fem
rasmussen,lennart,riso dtu national laboratory for sustainable energy,1998,fem
read,andrew,university of edinburgh,2007,evol
read,andrew,pennsylvania state university,2009,evol
real,leslie,north carolina state university,1985,ecology
real,leslie,indiana university bloomington,1991,amnat
real,leslie,university of north carolina chapel hill,1991,oecol
redford,kent,wildlife conservation society,1998,conbio
redford,kent,archipelago consulting,2012,conbio
resetarits,william,old dominion university,2005,oecol
resetarits,william,university of southampton,2007,oecol
rice,william,university of california santa barbara,1992,amnat
rice,william,university of california santa cruz,1994,evol
riley,stephen,NA,2001,najfm
riley,stephen,usgs great lakes science center,2014,najfm
ritchie,mark,utah state university,2002,amnat
ritchie,mark,syracuse university,2002,ecology
robertson,gregory,environment canada,2009,condor
robertson,gregory,environment canada wildlife research east,2014,condor
robinson,scott,illinois natural history survey,1994,conbio
robinson,scott,university of florida,2005,oecol
rocha,luiz,university of texas austin,2010,jbiog
rocha,luiz,california academy of sciences,2011,jbiog
rocha,luiz,university of california santa cruz,2012,jbiog
roche,laurence,university college of north west bangor,1984,fem
roche,laurence,ponteficio collegio irlandese,1990,fem
rodel,mark-oliver,university of wurzburg,2007,jzool
rodel,mark-oliver,humboldt university of berlin,2011,jzool
rodel,mark-oliver,museum fur naturkunde,2014,jte
romme,w,fort lewins college,1999,leco
romme,w,colorado state university,2003,leco
rothery,peter,nerc british antarctic survey,1986,jape
rothery,peter,nerc centre for ecology and hydrology monks wood,2001,jape
ryan,michael,university of texas austin,1994,evol
ryan,michael,usfs rocky mountain research station,2008,fem
sack,fred,ohio state university,1995,ajb
sack,fred,university of british columbia vancouver,2007,ajb
sack,lawren,university of hawaii manoa,2006,funecol
sack,lawren,university of california los angeles,2010,ajb
salguero-gomez,roberto,university of pennsylvania,2011,jecol
salguero-gomez,roberto,max planck institute for demographic research,2012,jecol
salguero-gomez,roberto,university of queensland,2014,jecol
samways,michael,university of kwazulu natal,2001,conbio
samways,michael,university of stellenbosch,2003,conbio
sanders,ian,university of basel,1998,jecol
sanders,ian,university of lausanne,2000,jecol
sands,roger,victorian school of forestry,1993,fem
sands,roger,university of canterbury,1996,fem
saunders,denis,csiro wildlife and ecology,1994,conbio
saunders,denis,csiro sustainable ecosystems,2003,biocon
schat,henk,university of amsterdam,2006,newphyt
schat,henk,vrije universiteit amsterdam,2015,newphyt
schemske,douglas,university of chicago,1985,evol
schemske,douglas,university of washington seattle,1998,amnat
schemske,douglas,michigan state university,2002,arees
schlosser,isaac,university of north dakota,1991,ecology
schlosser,isaac,usfs pacific southwest research station,1992,ecology
schmid,bernhard,university of basel,1994,jecol
schmid,bernhard,university of zurich,1995,jecol
schneider,stephen,national center for atmospheric research,1987,conbio
schneider,stephen,stanford university,1993,conbio
schwinning,susan,university of arizona,2006,jecol
schwinning,susan,texas state university,2007,jecol
schwinning,susan,southwest texas state university,2011,oecol
seabloom,eric,oregon state university,2008,oikos
seabloom,eric,university of minnesota twin cities,2011,oikos
seagle,steven,university of maryland,2005,ecology
seagle,steven,appalachian state university,2006,ecology
sedinger,james,university of alaska fairbanks,1998,auk
sedinger,james,university of nevada reno,2014,auk
sekercioglu,cagan,stanford university,2010,bitr
sekercioglu,cagan,university of utah,2012,biocon
selosse,marc-andre,cnrs centre decologie fonctionnelle et evolutive,2007,newphyt
selosse,marc-andre,national museum of natural history france,2014,newphyt
shaffer,h,university of california davis,1993,evol
shaffer,h,university of california los angeles,2012,arees
shaw,ruth,university of minnesota twin cities,1994,amnat
shaw,ruth,university of edinburgh,1996,evol
shurin,jonathan,university of british columbia vancouver,2007,oikos
shurin,jonathan,university of california san diego,2011,oecol
sih,andrew,university of kentucky,1998,amnat
sih,andrew,university of california davis,2004,ecology
silver,whendee,boston university,1997,bitr
silver,whendee,university of california berkeley,2001,oecol
simberloff,daniel,florida state university,1985,jbiog
simberloff,daniel,university of tennessee,1999,amnat
simpson,stephen,university of oxford,2002,ecology
simpson,stephen,university of sydney,2005,ecology
sist,plinio,cirad usp esalq consortium,2006,fem
sist,plinio,cirad agricultural research centre for international development,2014,fem
slatkin,montgomery,university of washington seattle,1985,evol
slatkin,montgomery,university of california berkeley,1986,evol
smith,david,williams college,1994,ecology
smith,david,NA,2003,najfm
smith,david,university of essex,2007,gcb
smith,james,NA,1985,condor
smith,james,university of british columbia vancouver,1988,ecology
smith,kimberly,NA,1996,condor
smith,kimberly,university of arkansas fayetteville,2001,auk
smith,melinda,yale university,2008,oecol
smith,melinda,colorado state university,2014,jecol
soltis,pamela,washington state university,1995,conbio
soltis,pamela,university of florida,2004,evol
spellerberg,ian,university of southampton,1988,jape
spellerberg,ian,lincoln university,1994,jape
spicer,john,university of sheffield,2000,funecol
spicer,john,marine biological association,2002,funecol
steffan-dewenter,ingolf,university of gottingen,2005,oecol
steffan-dewenter,ingolf,university of bayreuth,2009,jape
steffan-dewenter,ingolf,university of wurzburg,2013,jape
stephens,philip,university of bristol,2005,jape
stephens,philip,durham university,2010,jape
stephens,philip,portland state university,2015,jape
stewart,glenn,university of queensland,1998,oecol
stewart,glenn,new zealand research centre for urban ecology,2010,plantecol
stewart,glenn,lincoln university,2013,plantecol
stiles,edward,rutgers university,2006,plantecol
stiles,edward,universite laval quebec,2007,plantecol
stinson,kristina,harvard university,2008,ajb
stinson,kristina,university of massachusetts amherst,2014,ajb
stouffer,dan,csic donana biological station,2011,jane
stouffer,dan,university of canterbury,2013,jane
stouffer,philip,southeastern louisiana university,2003,auk
stouffer,philip,louisiana state university,2005,auk
stouffer,philip,NA,2014,condor
streeter,david,university of sussex,2003,jecol
streeter,david,university of exeter,2009,jecol
stribley,d,rothamsted research,1985,newphyt
stribley,d,lancaster university,1996,newphyt
strong,donald,florida state university,1985,ecology
strong,donald,university of california davis,1996,oecol
swanson,david,NA,2006,condor
swanson,david,university of south dakota,2009,condor
tewksbury,joshua,university of washington seattle,2010,oecol
tewksbury,joshua,university of wyoming,2012,amnat
theobald,d,colorado state university,2011,leco
theobald,d,national park service,2013,leco
theobald,d,conservation science partners,2014,leco
thomas,sean,harvard university,1995,ajb
thomas,sean,princeton university,1996,ajb
thomas,sean,university of washington seattle,1997,ajb
thomas,sean,university of toronto,2002,ajb
thompson,john,washington state university,1987,ecology
thompson,john,university of california santa cruz,2008,evol
thorpe,john,soafd fisheries laboratory,1994,jane
thorpe,john,university of glasgow,1997,jane
tiffney,bruce,university of california santa barbara,1995,ajb
tiffney,bruce,university of california los angeles,2006,ajb
tjoelker,m,texas a and m university,2011,newphyt
tjoelker,m,western sydney university,2012,newphyt
tjoelker,mark,texas a and m university,2007,funecol
tjoelker,mark,western sydney university,2012,funecol
townsend,andrea,university of california davis,2014,auk
townsend,andrea,hamilton college,2016,auk
traveset,anna,csic uib,2009,oikos
traveset,anna,csic mediterranean institute for advanced studies,2011,oikos
travis,joseph,florida state university,1990,oecol
travis,joseph,suny albany,1993,arees
triantis,kostas,university of azores,2010,jbiog
triantis,kostas,national and kapodistrian university,2014,jbiog
turner,ian,singapore botanic gardens,2000,jte
turner,ian,journal of tropical ecology,2004,jte
usher,michael,university of york,1985,jecol
usher,michael,university of stirling,2008,jecol
vanderputten,wim,netherlands institute of ecology nioo knaw,2006,jape
vanderputten,wim,wageningen university and research,2008,oikos
vanderwal,rene,centre for ecology and hydrology,2009,jecol
vanderwal,rene,university of aberdeen,2010,jecol
vangroenendael,jan,wageningen university and research,1992,jecol
vangroenendael,jan,catholic university,1997,jecol
veen,frank,imperial college london,2009,jane
veen,frank,university of exeter,2011,oikos
vegarivera,jorge,estacion biologia chamela,2004,auk
vegarivera,jorge,universidad nacional autonoma de mexico,2010,auk
veldkamp,a,wageningen university and research,2007,leco
veldkamp,a,wageningen environmental research (alterra),2010,leco
vellend,mark,cornell university,2009,oikos
vellend,mark,university of sherbrooke,2014,amnat
via,sara,university of oregon,1994,evol
via,sara,cornell university,1995,evol
villareal,t,university of massachusetts,1996,marecol
villareal,t,university of texas austin,1997,marecol
volff,jean-nicholas,university of wurzburg,2007,jzool
volff,jean-nicholas,universite claude bernard lyon 1,2008,jzool
votier,steve,university of plymouth,2012,jape
votier,steve,university of exeter,2014,jape
wade,michael,university of chicago,1986,evol
wade,michael,indiana university bloomington,1999,amnat
wagner,helene,wsl swiss federal institute for forest snow and landscape research birmensdorf,2005,leco
wagner,helene,university of toronto mississauga,2010,leco
wainwright,peter,university of california davis,2002,evol
wainwright,peter,yale university,2003,amnat
walker,lawrence,university of nevada las vegas,2004,plantecol
walker,lawrence,university of nevada reno,2006,plantecol
walters,eric,university of california berkeley,2009,condor
walters,eric,old dominion university,2012,condor
wardle,glenda,school of biological sciences,2011,plantecol
wardle,glenda,university of sydney,2012,plantecol
wedin,david,university of toronto,1998,amnat
wedin,david,university of nebraska lincoln,1999,amnat
weissenberg,kim,university of joensuu,1991,fem
weissenberg,kim,university of helsinki,1996,fem
weisser,wolfgang,university of jena,2007,oecol
weisser,wolfgang,technical university of munich,2014,oecol
weller,stephen,university of illinois chicago,1985,evol
weller,stephen,university of california irvine,2007,ajb
west,stuart,university of edinburgh,2006,amnat
west,stuart,university of oxford,2010,evol
westing,arthur,stockholm international peace research institute,1987,conbio
westing,arthur,westing associates,1991,conbio
white,thomas,riverina college of advanced education,1985,oecol
white,thomas,university of adelaide,1988,oecol
wiegand,t,helmholtz centre for environmental research ufz leipzig halle,2007,leco
wiegand,t,helmholtz centre for environmental research ufz,2011,leco
wiens,j,oregon state university,1993,leco
wiens,j,colorado state university,1998,leco
wiens,j,nature conservancy,2003,leco
wiens,john,carnegie museum of natural history,2001,evol
wiens,john,suny stony brook,2003,evol
wiens,john,nature conservancy,2004,leco
wikelski,martin,princeton university,2005,ecology
wikelski,martin,university of connecticut,2009,ecology
wilcove,david,wilderness society,1991,conbio
wilcove,david,environmental defense fund,1992,conbio
williams-guillen,kim,university of washington bothell,2012,bitr
williams-guillen,kim,paso pacifico,2013,bitr
willig,michael,texas tech university,2005,biocon
willig,michael,university of connecticut,2010,biocon
willson,mary,usfs pacific northwest research station,1995,conbio
willson,mary,nature conservancy,2000,conbio
willson,mary,university of alaska fairbanks,2001,conbio
wilson,charles,NA,1990,najfm
wilson,charles,rice research and extension center,1998,agronomy
wilson,ken,lancaster university,2006,funecol
wilson,ken,university of lancaster,2007,jane
wise,david,university of maryland,1991,oecol
wise,david,university of kentucky,1994,oecol
with,kimberly,bowling green state university,1999,leco
with,kimberly,kansas state university,2001,leco
wolfenden,j,lancaster university,1990,newphyt
wolfenden,j,university of lancaster,1992,newphyt
wolff,wj,research institute for nature management,1989,biocon
wolff,wj,university of groningen,2000,biocon
woodward,f,university of cambridge,1990,jecol
woodward,f,university of sheffield,1992,jbiog
wu,jianguo,arizona state university west campus,2001,leco
wu,jianguo,arizona state university,2002,leco
young,c,university of oregon,2005,marecol
young,c,university of wolverhampton,2015,leco
zotz,gerhard,university of basel,2005,jecol
zotz,gerhard,carl von ossietzky university oldenburg,2007,jecol
zouros,eleftherios,dalhousie university,1997,evol
zouros,eleftherios,institute of marine biology of crete,1999,evol
zuidema,pieter,utrecht university,2006,jecol
zuidema,pieter,wageningen university and research,2007,jecol
zupanc,gunther,international university brennen,2007,jzool
zupanc,gunther,northeastern university,2011,jzool
