JOURNAL,YEAR,VOLUME,ISSUE,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,INST,COUNTRY,GENDER,CATEGORY,NOTES
FUNECOL,1988,2,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1989,3,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1990,4,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1991,5,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1992,6,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1993,7,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1994,8,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1995,9,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1996,10,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1997,11,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1998,12,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,1999,13,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,2000,14,1,editorial review board,Edward,I,Newman,Edward I Newman,Bristol,England,M,SE,
FUNECOL,2015,29,1,associate editor,Emma,J,Sayer,Emma J Sayer,Lancaster,England,F,SE,
FUNECOL,2005,19,1,editorial review board,Francisco,,Bozinovic,Francisco Bozinovic,Santiago,Chile,M,SE,
FUNECOL,2006,20,1,associate editor,Francisco,,Bozinovic,Francisco Bozinovic,Santiago,Chile,M,SE,
FUNECOL,2007,21,2,associate editor,Francisco,,Bozinovic,Francisco Bozinovic,Santiago,Chile,M,SE,
FUNECOL,2008,22,1,associate editor,Francisco,,Bozinovic,Francisco Bozinovic,Santiago,Chile,M,SE,
FUNECOL,2006,20,1,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2007,21,2,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2008,22,1,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2009,23,1,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2010,24,1,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2011,25,1,editor,Frank,,Messina,Frank Messina,Utah State,USA,M,EIC,
FUNECOL,2006,20,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2007,21,2,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2008,22,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2009,23,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2010,24,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2011,25,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2012,26,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2013,27,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2014,28,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2015,29,1,associate editor,Gaku,,Kudo,Gaku Kudo,Hokkaido,Japan,M,SE,
FUNECOL,2006,20,1,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2007,21,2,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2008,22,1,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2009,23,1,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2010,24,1,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2011,25,1,associate editor,Gareth,K,Phoenix,Gareth K Phoenix,Sheffield,England,M,SE,
FUNECOL,2006,20,1,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2007,21,2,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2008,22,1,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2009,23,1,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2010,24,1,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2011,25,1,associate editor,Gary,R,Bortolotti,Gary R Bortolotti,Saskatchewan,Canada,M,SE,
FUNECOL,2010,24,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,2011,25,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,2012,26,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,2013,27,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,2014,28,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,2015,29,1,associate editor,Goggy,,Davidowitz,Goggy Davidowitz,Arizona,USA,M,SE,
FUNECOL,1987,1,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1988,2,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1989,3,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1990,4,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1991,5,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1992,6,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1993,7,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1994,8,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1995,9,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1996,10,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1997,11,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1998,12,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,1999,13,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,2000,14,1,editorial review board,Graham,D,Farquhar,Graham D Farquhar,Canberra,Australia,M,SE,
FUNECOL,2006,20,1,associate editor,Heather,L,Reynolds,Heather L Reynolds,Indiana,USA,F,SE,
FUNECOL,2007,21,2,associate editor,Heather,L,Reynolds,Heather L Reynolds,Indiana,USA,F,SE,
FUNECOL,2008,22,1,associate editor,Heather,L,Reynolds,Heather L Reynolds,Indiana,USA,F,SE,
FUNECOL,2009,23,1,associate editor,Heather,L,Reynolds,Heather L Reynolds,Indiana,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Ignacio,,Moore,Ignacio Moore,Virginia Tech,USA,M,SE,
FUNECOL,2015,29,1,associate editor,Ignacio,,Moore,Ignacio Moore,Virginia Tech,USA,M,SE,
FUNECOL,2006,20,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2007,21,2,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2008,22,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2009,23,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2010,24,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2011,25,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2012,26,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2013,27,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2014,28,1,associate editor,J,Daniel,Hare,J Daniel Hare,Riverside,USA,M,SE,
FUNECOL,2015,29,1,associate editor,James,,Bell,James Bell,Rothamsted Research,England,M,SE,
FUNECOL,2006,20,1,editor,James,,Cresswell,James Cresswell,Exeter,England,M,EIC,
FUNECOL,2007,21,2,editor,James,,Cresswell,James Cresswell,Exeter,England,M,EIC,
FUNECOL,2008,22,1,editor,James,,Cresswell,James Cresswell,Exeter,England,M,EIC,
FUNECOL,2009,23,1,editor,James,,Cresswell,James Cresswell,Exeter,England,M,EIC,
FUNECOL,2012,26,1,associate editor,James,D,Harwood,James D Harwood,Kentucky,USA,M,SE,
FUNECOL,2013,27,1,associate editor,James,D,Harwood,James D Harwood,Kentucky,USA,M,SE,
FUNECOL,2014,28,1,associate editor,James,D,Harwood,James D Harwood,Kentucky,USA,M,SE,
FUNECOL,2015,29,1,associate editor,James,D,Harwood,James D Harwood,Kentucky,USA,M,SE,
FUNECOL,2006,20,1,associate editor,James,H,Richards,James H Richards,Davis,USA,M,SE,
FUNECOL,2007,21,2,associate editor,James,H,Richards,James H Richards,Davis,USA,M,SE,
FUNECOL,2008,22,1,associate editor,James,H,Richards,James H Richards,Davis,USA,M,SE,
FUNECOL,1987,1,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1988,2,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1989,3,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1990,4,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1991,5,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1992,6,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1993,7,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1994,8,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1995,9,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1996,10,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1997,11,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1998,12,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,1999,13,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,2000,14,1,editorial review board,James,R,Ehleringer,James R Ehleringer,Utah,USA,M,SE,
FUNECOL,2006,20,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2007,21,2,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2008,22,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2009,23,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2010,24,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2011,25,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2012,26,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2013,27,1,associate editor,James,W,Dalling,James W Dalling,Illinois,USA,M,SE,
FUNECOL,2000,14,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2001,15,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2002,16,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2003,17,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2004,18,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2005,19,1,editorial review board,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2006,20,1,associate editor,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2007,21,2,associate editor,Jan,,Kozlowski,Jan Kozlowski,Krakow,Poland,M,SE,
FUNECOL,2005,19,1,editorial review board,Jeffrey,A,Hutchings,Jeffrey A Hutchings,Dalhousie University,Canada,M,SE,
FUNECOL,2006,20,1,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2007,21,2,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2008,22,1,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2009,23,1,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2010,24,1,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2011,25,1,associate editor,Jeffrey,A,Walker,Jeffrey A Walker,Maine,USA,M,SE,
FUNECOL,2013,27,1,associate editor,Jen,A,Schweitzer,Jen A Schweitzer,Tennessee,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Jen,A,Schweitzer,Jen A Schweitzer,Tennessee,USA,F,SE,
FUNECOL,2015,29,1,associate editor,Jen,A,Schweitzer,Jen A Schweitzer,Tennessee,USA,F,SE,
FUNECOL,2009,23,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2010,24,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2011,25,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2012,26,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2013,27,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2014,28,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2015,29,1,associate editor,Jennifer,,Baltzer,Jennifer Baltzer,Sackville,Canada,F,SE,
FUNECOL,2011,25,1,associate editor,Jennifer,,Grindstaff,Jennifer Grindstaff,Oklahoma State,USA,F,SE,
FUNECOL,2012,26,1,associate editor,Jennifer,,Grindstaff,Jennifer Grindstaff,Oklahoma State,USA,F,SE,
FUNECOL,2013,27,1,associate editor,Jennifer,,Grindstaff,Jennifer Grindstaff,Oklahoma State,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Jennifer,,Grindstaff,Jennifer Grindstaff,Oklahoma State,USA,F,SE,
FUNECOL,2015,29,1,associate editor,Jennifer,,Grindstaff,Jennifer Grindstaff,Oklahoma State,USA,F,SE,
FUNECOL,2012,26,1,associate editor,Jennifer,,Watling,Jennifer Watling,Adelaide,Australia,F,SE,
FUNECOL,2013,27,1,associate editor,Jennifer,,Watling,Jennifer Watling,Adelaide,Australia,F,SE,
FUNECOL,2014,28,1,associate editor,Jennifer,,Watling,Jennifer Watling,Adelaide,Australia,F,SE,
FUNECOL,2015,29,1,associate editor,Jennifer,,Watling,Jennifer Watling,Adelaide,Australia,F,SE,
FUNECOL,2015,29,1,associate editor,Jessamyn,S,Manson,Jessamyn S Manson,Alberta,Canada,F,SE,
FUNECOL,1987,1,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1988,2,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1989,3,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1990,4,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1991,5,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1992,6,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1993,7,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1994,8,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1995,9,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1996,10,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1997,11,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1998,12,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,1999,13,1,editor,John,,Grace,John Grace,Edinburgh,Scotland,M,EIC,
FUNECOL,2000,14,1,editorial review board,John,I,Spicer,John I Spicer,Sheffield,England,M,SE,
FUNECOL,2001,15,1,editorial review board,John,I,Spicer,John I Spicer,Sheffield,England,M,SE,
FUNECOL,2002,16,1,editorial review board,John,I,Spicer,John I Spicer,Plymouth,England,M,SE,
FUNECOL,2003,17,1,editorial review board,John,I,Spicer,John I Spicer,Plymouth,England,M,SE,
FUNECOL,2004,18,1,editorial review board,John,I,Spicer,John I Spicer,Plymouth,England,M,SE,
FUNECOL,2009,23,1,associate editor,John,,Klironomos,John Klironomos,Guelph,Canada,M,SE,
FUNECOL,2010,24,1,associate editor,John,,Klironomos,John Klironomos,Guelph,Canada,M,SE,
FUNECOL,1987,1,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1988,2,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1989,3,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1990,4,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1991,5,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1992,6,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1993,7,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1994,8,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1995,9,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1996,10,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1997,11,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1998,12,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,1999,13,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2000,14,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2001,15,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2002,16,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2003,17,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2004,18,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2005,19,1,editorial review board,John,,Raven,John Raven,Dundee,Scotland,M,SE,
FUNECOL,2007,21,2,associate editor,John,,Speakman,John Speakman,Aberdeen,Scotland,M,SE,
FUNECOL,2008,22,1,associate editor,John,,Speakman,John Speakman,Aberdeen,Scotland,M,SE,
FUNECOL,2009,23,1,associate editor,John,,Speakman,John Speakman,Aberdeen,Scotland,M,SE,
FUNECOL,1987,1,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1988,2,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1989,3,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1990,4,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1991,5,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1992,6,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1993,7,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1994,8,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1995,9,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1996,10,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1997,11,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1998,12,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1999,13,1,editorial review board,john,W,Porter,john W Porter,Wisconsin,USA,M,SE,
FUNECOL,1987,1,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1988,2,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1989,3,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1990,4,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1991,5,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1992,6,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1993,7,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1994,8,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1995,9,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1996,10,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1997,11,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1998,12,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,1999,13,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,2000,14,1,editorial review board,John,WH,Dacey,John WH Dacey,Woods Hole,USA,M,SE,
FUNECOL,2008,22,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2009,23,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2010,24,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2011,25,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2012,26,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2013,27,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2014,28,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2015,29,1,associate editor,Jon,,Blount,Jon Blount,Exeter,England,M,SE,
FUNECOL,2001,15,1,editorial review board,Jon,,Lloyd,Jon Lloyd,Jena,Germany,M,SE,
FUNECOL,2002,16,1,editorial review board,Jon,,Lloyd,Jon Lloyd,Jena,Germany,M,SE,
FUNECOL,2003,17,1,editorial review board,Jon,,Lloyd,Jon Lloyd,Jena,Germany,M,SE,
FUNECOL,2004,18,1,editorial review board,Jon,,Lloyd,Jon Lloyd,Jena,Germany,M,SE,
FUNECOL,2005,19,1,editorial review board,Jon,,Lloyd,Jon Lloyd,Jena,Germany,M,SE,
FUNECOL,2001,15,1,editorial review board,Joy,,Bergelson,Joy Bergelson,Chicago,USA,F,SE,
FUNECOL,2002,16,1,editorial review board,Joy,,Bergelson,Joy Bergelson,Chicago,USA,F,SE,
FUNECOL,2003,17,1,editorial review board,Joy,,Bergelson,Joy Bergelson,Chicago,USA,F,SE,
FUNECOL,2004,18,1,editorial review board,Joy,,Bergelson,Joy Bergelson,Chicago,USA,F,SE,
FUNECOL,2005,19,1,editorial review board,Joy,,Bergelson,Joy Bergelson,Chicago,USA,F,SE,
FUNECOL,2006,20,1,associate editor,Juan,Jose,Soler,Juan Jose Soler,CSIC,Spain,M,SE,
FUNECOL,2007,21,2,associate editor,Juan,Jose,Soler,Juan Jose Soler,CSIC,Spain,M,SE,
FUNECOL,2008,22,1,associate editor,Juan,Jose,Soler,Juan Jose Soler,CSIC,Spain,M,SE,
FUNECOL,2009,23,1,associate editor,Juan,Jose,Soler,Juan Jose Soler,CSIC,Spain,M,SE,
FUNECOL,2010,24,1,associate editor,Juan,Jose,Soler,Juan Jose Soler,CSIC,Spain,M,SE,
FUNECOL,2008,22,1,associate editor,Juan,,Moreno,Juan Moreno,Madrid,Spain,M,SE,
FUNECOL,2009,23,1,associate editor,Juan,,Moreno,Juan Moreno,Madrid,Spain,M,SE,
FUNECOL,2010,24,1,associate editor,Juan,,Moreno,Juan Moreno,Madrid,Spain,M,SE,
FUNECOL,2011,25,1,associate editor,Juan,,Moreno,Juan Moreno,Madrid,Spain,M,SE,
FUNECOL,2012,26,1,associate editor,Juan,,Moreno,Juan Moreno,Madrid,Spain,M,SE,
FUNECOL,2014,28,1,associate editor,Julia,,Koricheva,Julia Koricheva,Royal Holloway,England,F,SE,
FUNECOL,2015,29,1,associate editor,Julia,,Koricheva,Julia Koricheva,Royal Holloway,England,F,SE,
FUNECOL,2010,24,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2011,25,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2012,26,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2013,27,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2015,29,1,associate editor,Kaoru,,Kitajima,Kaoru Kitajima,Florida,USA,F,SE,
FUNECOL,2010,24,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2011,25,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2012,26,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2013,27,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2015,29,1,associate editor,Kathleen,K,Treseder,Kathleen K Treseder,California,USA,F,SE,
FUNECOL,2014,28,1,associate editor,Katie,,Field,Katie Field,Sheffield,England,F,SE,
