JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,INST.2,UNIT,CITY,STATE,COUNTRY,geo.code
FUNECOL,2010,24,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2010,24,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,Noinst,California,,,California,USA,USA
FUNECOL,2010,24,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2010,24,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2010,24,1,2948,Peter,C,Wainwright,Peter C Wainwright,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2010,24,1,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,,Maine,,,,USA,USA
FUNECOL,2010,24,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2010,24,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2010,24,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2011,25,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2011,25,1,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2011,25,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,,Utrecht,,,,Netherlands,NLD
FUNECOL,2011,25,1,611,Daniel,,Ardia,Daniel Ardia,Guest.Editor,SPECIAL,Noinst,,,,,USA,USA
FUNECOL,2011,25,1,3512,Tia-Lynn,,Ashman,Tia-Lynn Ashman,Associate.Editor,SE,Noinst,,,,Pittsburgh,USA,USA
FUNECOL,2011,25,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2011,25,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2011,25,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2011,25,1,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2011,25,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2011,25,1,26,Alison,K,Brody,Alison K Brody,Associate.Editor,SE,Noinst,Vermont,,,,USA,USA
FUNECOL,2011,25,1,3010,Ryan,,Calsbeek,Ryan Calsbeek,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2011,25,1,642,Diane,R,Campbell,Diane R Campbell,Associate.Editor,SE,Noinst,California,,,,USA,USA
FUNECOL,2011,25,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2011,25,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2011,25,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2011,25,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2011,25,1,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2011,25,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2011,25,1,1609,Jennifer,,Grindstaff,Jennifer Grindstaff,Associate.Editor,SE,Noinst,,,,Oklahoma,USA,USA
FUNECOL,2011,25,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2011,25,1,717,Dana,M,Hawley,Dana M Hawley,Guest.Editor,SPECIAL,Noinst,Virginia Tech,,,,USA,USA
FUNECOL,2011,25,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2011,25,1,731,Duncan,J,Irschick,Duncan J Irschick,Editor,EIC,University of Massachusetts at Amherst,Massachusetts,,,,USA,USA
FUNECOL,2011,25,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2011,25,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2011,25,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,,Minnesota,,,,USA,USA
FUNECOL,2011,25,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2011,25,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2011,25,1,2851,Pawel,,Koteja,Pawel Koteja,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2011,25,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2011,25,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2011,25,1,2202,Lynn,B,Martin,Lynn B Martin,Guest.Editor,SPECIAL,,South Florida,,,,USA,USA
FUNECOL,2011,25,1,2202,Lynn,B,Martin,Lynn B Martin,Guest.Editor,SPECIAL,,South Florida,,,,USA,USA
FUNECOL,2011,25,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2011,25,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2011,25,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2011,25,1,523,Clare,,McArthur,Clare McArthur,Associate.Editor,SE,Noinst,,,Sydney,,Australia,AUS
FUNECOL,2011,25,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2011,25,1,1109,Frank,,Messina,Frank Messina,Editor,EIC,,,,,,USA,USA
FUNECOL,2011,25,1,1775,Juan,,Moreno,Juan Moreno,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2011,25,1,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,,Ohio,,,,USA,USA
FUNECOL,2011,25,1,3430,Sheila,,Patek,Sheila Patek,Associate.Editor,SE,Noinst,,,Amherst,,USA,USA
FUNECOL,2011,25,1,2512,Michael,,Pfrender,Michael Pfrender,Associate.Editor,SE,Noinst,,,Notre Dame,,USA,USA
FUNECOL,2011,25,1,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2011,25,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2011,25,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2011,25,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2011,25,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2011,25,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2011,25,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2011,25,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2011,25,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2011,25,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2011,25,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2011,25,1,2948,Peter,C,Wainwright,Peter C Wainwright,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2011,25,1,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,,Maine,,,,USA,USA
FUNECOL,2011,25,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2011,25,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2011,25,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2012,26,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2012,26,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,,Utrecht,,,,Netherlands,NLD
FUNECOL,2012,26,1,3512,Tia-Lynn,,Ashman,Tia-Lynn Ashman,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2012,26,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2012,26,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2012,26,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2012,26,1,26,Alison,K,Brody,Alison K Brody,Associate.Editor,SE,,Vermont,,,,USA,USA
FUNECOL,2012,26,1,642,Diane,R,Campbell,Diane R Campbell,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2012,26,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2012,26,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2012,26,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2012,26,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2012,26,1,453,Craig,,Franklin,Craig Franklin,Associate.Editor,SE,Noinst,,,,Queensland,Australia,AUS
FUNECOL,2012,26,1,1609,Jennifer,,Grindstaff,Jennifer Grindstaff,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2012,26,1,1625,James,D,Harwood,James D Harwood,Associate.Editor,SE,Noinst,Kentucky,,,Kentucky,USA,USA
FUNECOL,2012,26,1,717,Dana,M,Hawley,Dana M Hawley,Associate.Editor,SE,,Virginia Tech,,,,USA,USA
FUNECOL,2012,26,1,103,Anthony,,Herrel,Anthony Herrel,Associate.Editor,SE,Noinst,,CNRS,,,France,FRA
FUNECOL,2012,26,1,3563,Timothy,E,Higham,Timothy E Higham,Associate.Editor,SE,Noinst,Riverside,,Riverside,,USA,USA
FUNECOL,2012,26,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2012,26,1,731,Duncan,J,Irschick,Duncan J Irschick,Editor,EIC,,Massachusetts,,,,USA,USA
FUNECOL,2012,26,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2012,26,1,2421,Marc,T,Johnson,Marc T Johnson,Associate.Editor,SE,,Toronto,,,,Canada,CAN
FUNECOL,2012,26,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2012,26,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,,Minnesota,,,,USA,USA
FUNECOL,2012,26,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,125,Alan,,Knapp,Alan Knapp,Editor,EIC,Colorado State University,Department of Biology,,,,USA,USA
FUNECOL,2012,26,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2012,26,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2012,26,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2012,26,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2012,26,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2012,26,1,523,Clare,,McArthur,Clare McArthur,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2012,26,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2012,26,1,1775,Juan,,Moreno,Juan Moreno,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2012,26,1,2676,Nick,J,Ostle,Nick J Ostle,Associate.Editor,SE,Noinst,,,Lancaster,,UK,GBR
FUNECOL,2012,26,1,3430,Sheila,,Patek,Sheila Patek,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,2512,Michael,,Pfrender,Michael Pfrender,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,3621,Theunis,,Piersma,Theunis Piersma,Associate.Editor,SE,Noinst,,NIOZ and Groningen,,,Netherlands,NLD
FUNECOL,2012,26,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2012,26,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2012,26,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2012,26,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2012,26,1,572,Carly,J,Stevens,Carly J Stevens,Associate.Editor,SE,Noinst,,,Lancaster,,UK,GBR
FUNECOL,2012,26,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2012,26,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2012,26,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2012,26,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2012,26,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2012,26,1,1942,Jennifer,,Watling,Jennifer Watling,Associate.Editor,SE,Noinst,,,Adelaide,,Australia,AUS
FUNECOL,2012,26,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2012,26,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2012,26,1,3252,Robbie,,Wilson,Robbie Wilson,Associate.Editor,SE,NoInst,,,,,Australia,AUS
FUNECOL,2012,26,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2012,26,1,233,Art,,Woods,Art Woods,Associate.Editor,SE,NoInst,,,,,USA,USA
FUNECOL,2013,27,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2013,27,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,,Utrecht,,,,Netherlands,NLD
FUNECOL,2013,27,1,2282,Manfred,,Ayasse,Manfred Ayasse,Associate.Editor,SE,Noinst,,,Ulm,,Germany,DEU
FUNECOL,2013,27,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2013,27,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2013,27,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2013,27,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2013,27,1,26,Alison,K,Brody,Alison K Brody,Associate.Editor,SE,,Vermont,,,,USA,USA
FUNECOL,2013,27,1,642,Diane,R,Campbell,Diane R Campbell,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2013,27,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2013,27,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2013,27,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2013,27,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2013,27,1,453,Craig,,Franklin,Craig Franklin,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2013,27,1,710,David,,Gremillet,David Gremillet,Associate.Editor,SE,Noinst,,,Montpellier,,France,FRA
FUNECOL,2013,27,1,1609,Jennifer,,Grindstaff,Jennifer Grindstaff,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2013,27,1,1625,James,D,Harwood,James D Harwood,Associate.Editor,SE,,Kentucky,,,,USA,USA
FUNECOL,2013,27,1,717,Dana,M,Hawley,Dana M Hawley,Associate.Editor,SE,,Virginia Tech,,,,USA,USA
FUNECOL,2013,27,1,103,Anthony,,Herrel,Anthony Herrel,Associate.Editor,SE,,,,,,France,FRA
FUNECOL,2013,27,1,3563,Timothy,E,Higham,Timothy E Higham,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2013,27,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2013,27,1,731,Duncan,J,Irschick,Duncan J Irschick,Editor,EIC,,Massachusetts,,,,USA,USA
FUNECOL,2013,27,1,2421,Marc,T,Johnson,Marc T Johnson,Associate.Editor,SE,,Toronto,,,,Canada,CAN
FUNECOL,2013,27,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2013,27,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,,Minnesota,,,,USA,USA
FUNECOL,2013,27,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,125,Alan,,Knapp,Alan Knapp,Editor,EIC,,,,,,USA,USA
FUNECOL,2013,27,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2013,27,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2013,27,1,2039,Kwang,Pum,Lee,Kwang Pum Lee,Associate.Editor,SE,Noinst,Seoul,,Seoul,,Republic of Korea,KOR
FUNECOL,2013,27,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2013,27,1,3870,Dustin,,Marshall,Dustin Marshall,Associate.Editor,SE,Noinst,,,,,Australia,AUS
FUNECOL,2013,27,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2013,27,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2013,27,1,523,Clare,,McArthur,Clare McArthur,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2013,27,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2013,27,1,2676,Nick,J,Ostle,Nick J Ostle,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2013,27,1,3430,Sheila,,Patek,Sheila Patek,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,2512,Michael,,Pfrender,Michael Pfrender,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,3621,Theunis,,Piersma,Theunis Piersma,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2013,27,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2013,27,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2013,27,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2013,27,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,1859,Jen,A,Schweitzer,Jen A Schweitzer,Associate.Editor,SE,Noinst,Tennessee,,,Texas,USA,USA
FUNECOL,2013,27,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2013,27,1,572,Carly,J,Stevens,Carly J Stevens,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2013,27,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2013,27,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2013,27,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2013,27,1,369,Barbara,,Tschirren,Barbara Tschirren,Associate.Editor,SE,Noinst,,,,,Switzerland,CHE
FUNECOL,2013,27,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2013,27,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2013,27,1,1942,Jennifer,,Watling,Jennifer Watling,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2013,27,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2013,27,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2013,27,1,3252,Robbie,,Wilson,Robbie Wilson,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2013,27,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2013,27,1,233,Art,,Woods,Art Woods,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2014,28,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,,Utrecht,,,,Netherlands,NLD
FUNECOL,2014,28,1,2282,Manfred,,Ayasse,Manfred Ayasse,Associate.Editor,SE,,,,,,Germany,DEU
FUNECOL,2014,28,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2014,28,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2014,28,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2014,28,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2014,28,1,26,Alison,K,Brody,Alison K Brody,Associate.Editor,SE,,Vermont,,,,USA,USA
FUNECOL,2014,28,1,642,Diane,R,Campbell,Diane R Campbell,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2014,28,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2014,28,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2014,28,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,2365,Maud,CO,Ferrari,Maud CO Ferrari,Associate.Editor,SE,Noinst,Saskatchewan,,Saskatchewan,,Canada,CAN
FUNECOL,2014,28,1,2002,Katie,,Field,Katie Field,Associate.Editor,SE,Noinst,,,Sheffield,,UK,GBR
FUNECOL,2014,28,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2014,28,1,453,Craig,,Franklin,Craig Franklin,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2014,28,1,710,David,,Gremillet,David Gremillet,Associate.Editor,SE,,,,,,France,FRA
FUNECOL,2014,28,1,1609,Jennifer,,Grindstaff,Jennifer Grindstaff,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2014,28,1,1625,James,D,Harwood,James D Harwood,Associate.Editor,SE,,Kentucky,,,,USA,USA
FUNECOL,2014,28,1,717,Dana,M,Hawley,Dana M Hawley,Associate.Editor,SE,,Virginia Tech,,,,USA,USA
FUNECOL,2014,28,1,103,Anthony,,Herrel,Anthony Herrel,Associate.Editor,SE,,,,,,France,FRA
FUNECOL,2014,28,1,3563,Timothy,E,Higham,Timothy E Higham,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2014,28,1,3750,William,A,Hopkins,William A Hopkins,Associate.Editor,SE,Noinst,Virginia Tech,,,Virginia,USA,USA
FUNECOL,2014,28,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2014,28,1,731,Duncan,J,Irschick,Duncan J Irschick,Editor,EIC,,Massachusetts,,,,USA,USA
FUNECOL,2014,28,1,2421,Marc,T,Johnson,Marc T Johnson,Associate.Editor,SE,,Toronto,,,,Canada,CAN
FUNECOL,2014,28,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2014,28,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,,Minnesota,,,,USA,USA
FUNECOL,2014,28,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,125,Alan,,Knapp,Alan Knapp,Editor,EIC,,,,,,USA,USA
FUNECOL,2014,28,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2014,28,1,1677,Julia,,Koricheva,Julia Koricheva,Associate.Editor,SE,Noinst,,,Royal Holloway,,UK,GBR
