no,JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,UNIT,CITY,STATE,COUNTRY,geo.code,other address,,,,2017 current address,,,
201,JECOL,1997,85,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
202,JECOL,1997,85,1,3851,Andrew,J,Lack,Andrew J Lack,SE,SE,NoInst,,Oxford,,UK,GBR,,,,,,,,
203,JECOL,1997,85,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
204,JECOL,1997,85,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
205,JECOL,1997,85,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
206,JECOL,1997,85,1,2070,Kurt,S,Pregitzer,Kurt S Pregitzer,SE,SE,NoInst,,Houghton,,USA,USA,,,,,,,,
207,JECOL,1997,85,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
208,JECOL,1997,85,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
209,JECOL,1997,85,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
210,JECOL,1997,85,1,1872,Jonathan,,Silvertown,Jonathan Silvertown,EIC,EIC,Open University,,Milton Keynes,,UK,GBR,,,,,,,,
211,JECOL,1997,85,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
212,JECOL,1997,85,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
213,JECOL,1997,85,1,1924,Jan,,VanGroenendael,Jan VanGroenendael,AE,AE,Catholic University,,Nijmegen,,Netherlands,NLD,,,,,,,,
214,JECOL,1997,85,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
215,JECOL,1997,85,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
216,JECOL,1997,85,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
217,JECOL,1997,85,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
218,JECOL,1998,86,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,,,Canada,CAN,,,,,,,,
219,JECOL,1998,86,1,50,Anthony,J,Davy,Anthony J Davy,AE,AE,Univeristy of East Anglia,,Norwich,,UK,GBR,,,,,,,,
220,JECOL,1998,86,1,2364,Michael,,Fenner,Michael Fenner,SE,SE,NoInst,,Southampton,,UK,GBR,,,,,,,,
221,JECOL,1998,86,1,74,Alastair,H,Fitter,Alastair H Fitter,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
222,JECOL,1998,86,1,703,David,J,Gibson,David J Gibson,SE,SE,NoInst,,Carbondale,,USA,USA,,,,,,,,
223,JECOL,1998,86,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
224,JECOL,1998,86,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
225,JECOL,1998,86,1,2175,Laura,,Huenneke,Laura Huenneke,SE,SE,NoInst,,New Mexico,,USA,USA,,,,,,,,
226,JECOL,1998,86,1,2419,Michael,J,Hutchings,Michael J Hutchings,SE,SE,NoInst,,Brighton,,UK,GBR,,,,,,,,
227,JECOL,1998,86,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
228,JECOL,1998,86,1,3374,Susan,,Kalisz,Susan Kalisz,SE,SE,NoInst,,Pittsburgh,,USA,USA,,,,,,,,
229,JECOL,1998,86,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
230,JECOL,1998,86,1,3851,Andrew,J,Lack,Andrew J Lack,SE,SE,NoInst,,Oxford,,UK,GBR,,,,,,,,
231,JECOL,1998,86,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
232,JECOL,1998,86,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
233,JECOL,1998,86,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
234,JECOL,1998,86,1,2070,Kurt,S,Pregitzer,Kurt S Pregitzer,SE,SE,NoInst,,Houghton,,USA,USA,,,,,,,,
235,JECOL,1998,86,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
236,JECOL,1998,86,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
237,JECOL,1998,86,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Basel,,Switzerland,CHE,,,,,,,,
238,JECOL,1998,86,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
239,JECOL,1998,86,1,1872,Jonathan,,Silvertown,Jonathan Silvertown,EIC,EIC,Open University,,Milton Keynes,,UK,GBR,,,,,,,,
240,JECOL,1998,86,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
241,JECOL,1998,86,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
242,JECOL,1998,86,1,1924,Jan,,VanGroenendael,Jan VanGroenendael,AE,AE,Catholic University,,Nijmegen,,Netherlands,NLD,,,,,,,,
243,JECOL,1998,86,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
244,JECOL,1998,86,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
245,JECOL,1998,86,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
246,JECOL,1998,86,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
247,JECOL,1998,86,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
248,JECOL,1999,87,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,,,Canada,CAN,,,,,,,,
249,JECOL,1999,87,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,Univeristy of East Anglia,,Norwich,,UK,GBR,,,,,,,,
250,JECOL,1999,87,1,2364,Michael,,Fenner,Michael Fenner,SE,SE,NoInst,,Southampton,,UK,GBR,,,,,,,,
251,JECOL,1999,87,1,703,David,J,Gibson,David J Gibson,AE,AE,Southern Illinois University,,Carbondale,,USA,USA,,,,,,,,
252,JECOL,1999,87,1,703,David,J,Gibson,David J Gibson,SE,SE,NoInst,,Carbondale,,USA,USA,,,,,,,,
253,JECOL,1999,87,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
254,JECOL,1999,87,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
255,JECOL,1999,87,1,2419,Michael,J,Hutchings,Michael J Hutchings,AE,AE,University of Sussex,,Brighton,,UK,GBR,,,,,,,,
256,JECOL,1999,87,1,2419,Michael,J,Hutchings,Michael J Hutchings,SE,SE,NoInst,,Brighton,,UK,GBR,,,,,,,,
257,JECOL,1999,87,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
258,JECOL,1999,87,1,3374,Susan,,Kalisz,Susan Kalisz,SE,SE,NoInst,,Pittsburg,,USA,USA,,,,,,,,
259,JECOL,1999,87,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
260,JECOL,1999,87,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
261,JECOL,1999,87,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
262,JECOL,1999,87,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
263,JECOL,1999,87,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
264,JECOL,1999,87,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
265,JECOL,1999,87,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Basel,,Switzerland,CHE,,,,,,,,
266,JECOL,1999,87,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
267,JECOL,1999,87,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
268,JECOL,1999,87,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
269,JECOL,1999,87,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
270,JECOL,1999,87,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
271,JECOL,1999,87,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
272,JECOL,1999,87,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
273,JECOL,1999,87,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
274,JECOL,2000,88,1,2751,Paul,,Adam,Paul Adam,SE,SE,NoInst,,Sydney,,Australia,AUS,,,,,,,,
275,JECOL,2000,88,1,2753,Peter,,Alpert,Peter Alpert,SE,SE,NoInst,,Amherst,,USA,USA,,,,,,,,
276,JECOL,2000,88,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
277,JECOL,2000,88,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,Univeristy of East Anglia,,Norwich,,UK,GBR,,,,,,,,
278,JECOL,2000,88,1,2364,Michael,,Fenner,Michael Fenner,SE,SE,NoInst,,Southampton,,UK,GBR,,,,,,,,
279,JECOL,2000,88,1,703,David,J,Gibson,David J Gibson,AE,AE,Southern Illinois University,,Carbondale,,USA,USA,,,,,,,,
280,JECOL,2000,88,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
281,JECOL,2000,88,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
282,JECOL,2000,88,1,2419,Michael,J,Hutchings,Michael J Hutchings,AE,AE,University of Sussex,,Brighton,,UK,GBR,,,,,,,,
283,JECOL,2000,88,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
284,JECOL,2000,88,1,3374,Susan,,Kalisz,Susan Kalisz,SE,SE,NoInst,,Pittsburg,,USA,USA,,,,,,,,
285,JECOL,2000,88,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
286,JECOL,2000,88,1,3762,William,K,Lauenroth,William K Lauenroth,SE,SE,NoInst,,Fort Collins,,USA,USA,,,,,,,,
287,JECOL,2000,88,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
288,JECOL,2000,88,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
289,JECOL,2000,88,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
290,JECOL,2000,88,1,553,Chris,J,Peterson,Chris J Peterson,SE,SE,NoInst,,Athens,,USA,USA,,,,,,,,
291,JECOL,2000,88,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
292,JECOL,2000,88,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
293,JECOL,2000,88,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Basel,,Switzerland,CHE,,,,,,,,
294,JECOL,2000,88,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
295,JECOL,2000,88,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
296,JECOL,2000,88,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
297,JECOL,2000,88,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
298,JECOL,2000,88,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
299,JECOL,2000,88,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
300,JECOL,2000,88,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
301,JECOL,2000,88,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
302,JECOL,2001,89,1,2751,Paul,,Adam,Paul Adam,SE,SE,NoInst,,Sydney,,Australia,AUS,,,,,,,,
303,JECOL,2001,89,1,2753,Peter,,Alpert,Peter Alpert,SE,SE,NoInst,,Amherst,,USA,USA,,,,,,,,
304,JECOL,2001,89,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
305,JECOL,2001,89,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,Univeristy of East Anglia,,Norwich,,UK,GBR,,,,,,,,
306,JECOL,2001,89,1,2364,Michael,,Fenner,Michael Fenner,SE,SE,NoInst,,Southampton,,UK,GBR,,,,,,,,
307,JECOL,2001,89,1,703,David,J,Gibson,David J Gibson,AE,AE,Southern Illinois University,,Carbondale,,USA,USA,,,,,,,,
308,JECOL,2001,89,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
309,JECOL,2001,89,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
310,JECOL,2001,89,1,2419,Michael,J,Hutchings,Michael J Hutchings,AE,AE,University of Sussex,,Brighton,,UK,GBR,,,,,,,,
311,JECOL,2001,89,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
312,JECOL,2001,89,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
313,JECOL,2001,89,1,3762,William,K,Lauenroth,William K Lauenroth,SE,SE,NoInst,,Fort Collins,,USA,USA,,,,,,,,
314,JECOL,2001,89,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
315,JECOL,2001,89,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
316,JECOL,2001,89,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
317,JECOL,2001,89,1,553,Chris,J,Peterson,Chris J Peterson,SE,SE,NoInst,,Athens,,USA,USA,,,,,,,,
318,JECOL,2001,89,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
319,JECOL,2001,89,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
320,JECOL,2001,89,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Lausanne,,Switzerland,CHE,,,,,,,,
321,JECOL,2001,89,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
322,JECOL,2001,89,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
323,JECOL,2001,89,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
324,JECOL,2001,89,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
325,JECOL,2001,89,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
326,JECOL,2001,89,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
327,JECOL,2001,89,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
328,JECOL,2001,89,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
329,JECOL,2002,90,1,2751,Paul,,Adam,Paul Adam,SE,SE,NoInst,,Sydney,,Australia,AUS,,,,,,,,
330,JECOL,2002,90,1,2753,Peter,,Alpert,Peter Alpert,SE,SE,NoInst,,Amherst,,USA,USA,,,,,,,,
331,JECOL,2002,90,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
332,JECOL,2002,90,1,639,David,,Burslem,David Burslem,SE,SE,NoInst,,Aberdeen,,UK,GBR,,,,,,,,
333,JECOL,2002,90,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,Univeristy of East Anglia,,Norwich,,UK,GBR,,,,,,,,
334,JECOL,2002,90,1,1296,Hans,,DeKroon,Hans DeKroon,SE,SE,NoInst,,Nijmegen,,Netherlands,NLD,,,,,,,,
335,JECOL,2002,90,1,703,David,J,Gibson,David J Gibson,AE,AE,Southern Illinois University,,Carbondale,,USA,USA,,,,,,,,
336,JECOL,2002,90,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
337,JECOL,2002,90,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
338,JECOL,2002,90,1,3353,Sue,E,Hartley,Sue E Hartley,SE,SE,NoInst,,Brighton,,UK,GBR,,,,,,,,
339,JECOL,2002,90,1,2419,Michael,J,Hutchings,Michael J Hutchings,AE,AE,University of Sussex,,Brighton,,UK,GBR,,,,,,,,
340,JECOL,2002,90,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
341,JECOL,2002,90,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
342,JECOL,2002,90,1,3762,William,K,Lauenroth,William K Lauenroth,SE,SE,NoInst,,Fort Collins,,USA,USA,,,,,,,,
343,JECOL,2002,90,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
344,JECOL,2002,90,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
345,JECOL,2002,90,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
346,JECOL,2002,90,1,553,Chris,J,Peterson,Chris J Peterson,SE,SE,NoInst,,Athens,,USA,USA,,,,,,,,
347,JECOL,2002,90,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
348,JECOL,2002,90,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
349,JECOL,2002,90,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Lausanne,,Switzerland,CHE,,,,,,,,
350,JECOL,2002,90,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
351,JECOL,2002,90,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
352,JECOL,2002,90,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
353,JECOL,2002,90,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
354,JECOL,2002,90,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
355,JECOL,2002,90,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,NoInst,,,,UK,GBR,,,,,,,,
356,JECOL,2002,90,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
357,JECOL,2002,90,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
358,JECOL,2003,91,1,2751,Paul,,Adam,Paul Adam,SE,SE,NoInst,,Sydney,,Australia,AUS,,,,,,,,
359,JECOL,2003,91,1,2753,Peter,,Alpert,Peter Alpert,SE,SE,NoInst,,Amherst,,USA,USA,,,,,,,,
360,JECOL,2003,91,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
361,JECOL,2003,91,1,639,David,,Burslem,David Burslem,SE,SE,NoInst,,Aberdeen,,UK,GBR,,,,,,,,
362,JECOL,2003,91,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,University of East Anglia,,Norwich,,UK,GBR,,,,,,,,
363,JECOL,2003,91,1,1296,Hans,,DeKroon,Hans DeKroon,SE,SE,NoInst,,Nijmegen,,Netherlands,NLD,,,,,,,,
364,JECOL,2003,91,1,703,David,J,Gibson,David J Gibson,AE,AE,Southern Illinois University,,Carbondale,,USA,USA,,,,,,,,
365,JECOL,2003,91,1,89,Alan,J,Gray,Alan J Gray,SE,SE,NoInst,,Wareham,,UK,GBR,,,,,,,,
366,JECOL,2003,91,1,3562,Toshihiko,,Hara,Toshihiko Hara,SE,SE,NoInst,,Hokkaido,,Japan,JPN,,,,,,,,
367,JECOL,2003,91,1,3353,Sue,E,Hartley,Sue E Hartley,SE,SE,NoInst,,Brighton,,UK,GBR,,,,,,,,
368,JECOL,2003,91,1,2419,Michael,J,Hutchings,Michael J Hutchings,AE,AE,University of Sussex,,,,UK,GBR,,,,,,,,
369,JECOL,2003,91,1,3108,Robert,L,Jefferies,Robert L Jefferies,SE,SE,NoInst,,Brighton,,Canada,CAN,,,,,,,,
370,JECOL,2003,91,1,2849,Peter,,Klinkhamer,Peter Klinkhamer,SE,SE,NoInst,,Leiden,,Netherlands,NLD,,,,,,,,
371,JECOL,2003,91,1,3762,William,K,Lauenroth,William K Lauenroth,SE,SE,NoInst,,Fort Collins,,USA,USA,,,,,,,,
372,JECOL,2003,91,1,3385,Sandra,,Lavorel,Sandra Lavorel,SE,SE,NoInst,,Montpellier,,France,FRA,,,,,,,,
373,JECOL,2003,91,1,1704,John,A,Lee,John A Lee,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
374,JECOL,2003,91,1,2869,Peter,D,Moore,Peter D Moore,SE,SE,NoInst,,London,,UK,GBR,,,,,,,,
375,JECOL,2003,91,1,1794,Joop,,Ouborg,Joop Ouborg,SE,SE,NoInst,,Nijmegen,,Netherlands,NLD,,,,,,,,
376,JECOL,2003,91,1,553,Chris,J,Peterson,Chris J Peterson,SE,SE,NoInst,,Athens,,USA,USA,,,,,,,,
377,JECOL,2003,91,1,1349,Honor,C,Prentice,Honor C Prentice,SE,SE,NoInst,,Lund,,Sweden,SWE,,,,,,,,
378,JECOL,2003,91,1,2524,Malcolm,C,Press,Malcolm C Press,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
379,JECOL,2003,91,1,2526,Michael,CF,Proctor,Michael CF Proctor,SE,SE,NoInst,,Exeter,,UK,GBR,,,,,,,,
380,JECOL,2003,91,1,1416,Ian,,Sanders,Ian Sanders,SE,SE,NoInst,,Lausanne,,Switzerland,CHE,,,,,,,,
381,JECOL,2003,91,1,351,Bernhard,,Schmid,Bernhard Schmid,SE,SE,NoInst,,Zurich,,Switzerland,CHE,,,,,,,,
382,JECOL,2003,91,1,880,David,,Streeter,David Streeter,SE,SE,NoInst,,Brighton,,UK,GBR,,,,,,,,
383,JECOL,2003,91,1,2104,Ken,,Thompson,Ken Thompson,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
384,JECOL,2003,91,1,3234,Roy,,Turkington,Roy Turkington,SE,SE,NoInst,,Vancouver,,Canada,CAN,,,,,,,,
385,JECOL,2003,91,1,1945,Jacob,,Weiner,Jacob Weiner,SE,SE,NoInst,,Copenhagen,,Denmark,DNK,,,,,,,,
386,JECOL,2003,91,1,2611,Mark,,Williamson,Mark Williamson,SE,SE,NoInst,,York,,UK,GBR,,,,,,,,
387,JECOL,2003,91,1,230,Arthur,J,Willis,Arthur J Willis,SE,SE,University of Sheffield,,Sheffield,,UK,GBR,,,,,,,,
388,JECOL,2003,91,1,1144,F,Ian,Woodward,F Ian Woodward,SE,SE,NoInst,,Sheffield,,UK,GBR,,,,,,,,
389,JECOL,2003,91,1,3506,S,Joseph,Wright,S Joseph Wright,SE,SE,NoInst,,Balboa,,Panama,PAN,,,,,,,,
390,JECOL,2004,92,1,2751,Paul,,Adam,Paul Adam,SE,SE,NoInst,,Sydney,,Australia,AUS,,,,,,,,
391,JECOL,2004,92,1,2753,Peter,,Alpert,Peter Alpert,SE,SE,NoInst,,Amherst,,USA,USA,,,,,,,,
392,JECOL,2004,92,1,2977,Richard,D,Bardgett,Richard D Bardgett,SE,SE,NoInst,,Lancaster,,UK,GBR,,,,,,,,
393,JECOL,2004,92,1,3276,Spencer,CH,Barrett,Spencer CH Barrett,SE,SE,NoInst,,Toronto,,Canada,CAN,,,,,,,,
394,JECOL,2004,92,1,639,David,,Burslem,David Burslem,SE,SE,NoInst,,Aberdeen,,UK,GBR,,,,,,,,
395,JECOL,2004,92,1,3009,Ragan,M,Callaway,Ragan M Callaway,SE,SE,NoInst,,Missoula,,USA,USA,,,,,,,,
396,JECOL,2004,92,1,50,Anthony,J,Davy,Anthony J Davy,EIC,EIC,University of East Anglia,,Norwich,,UK,GBR,,,,,,,,
